# MCTS: [] []
# PLAYERS: [MCTS_TicketToRide.PlayerType.random]
GAME,WINNER,TIME,random
717,0,0.049784064292907715,32
718,0,0.04852592945098877,32
719,0,0.04271805286407471,32
720,0,0.051348090171813965,32
721,0,0.04693603515625,32
722,0,0.04421699047088623,32
723,0,0.04161500930786133,32
724,0,0.05322301387786865,32
725,0,0.0481189489364624,32
726,0,0.04849398136138916,32
727,0,0.04386091232299805,32
728,0,0.04349410533905029,34
729,0,0.039399027824401855,32
730,0,0.041156888008117676,32
731,0,0.041857004165649414,34
732,0,0.04547905921936035,34
733,0,0.03855693340301514,32
734,0,0.03937196731567383,32
735,0,0.041921019554138184,34
736,0,0.04395902156829834,32
737,0,0.047955989837646484,32
738,0,0.04718899726867676,32
739,0,0.04425501823425293,32
740,0,0.05019795894622803,34
741,0,0.0534130334854126,32
742,0,0.04444396495819092,32
743,0,0.04392409324645996,32
744,0,0.04373598098754883,34
745,0,0.04824399948120117,32
746,0,0.048898935317993164,32
747,0,0.039781928062438965,32
748,0,0.044326066970825195,33
749,0,0.045935988426208496,32
750,0,0.04345202445983887,32
751,0,0.04634201526641846,32
752,0,0.041950106620788574,32
753,0,0.03261005878448486,32
754,0,0.04427695274353027,32
755,0,0.04782998561859131,32
756,0,0.0485990047454834,34
757,0,0.04743003845214844,32
758,0,0.050755977630615234,32
759,0,0.0413060188293457,32
760,0,0.0386120080947876,32
761,0,0.04546403884887695,32
762,0,0.045567989349365234,32
763,0,0.04486894607543945,32
764,0,0.048323988914489746,36
765,0,0.0438690185546875,32
766,0,0.041255950927734375,32
767,0,0.046447038650512695,34
768,0,0.04523003101348877,32
769,0,0.037532925605773926,32
770,0,0.050457000732421875,32
771,0,0.04104495048522949,32
772,0,0.04796802997589111,32
773,0,0.04604804515838623,32
774,0,0.04649007320404053,32
775,0,0.04412496089935303,32
776,0,0.05495190620422363,34
777,0,0.04337203502655029,32
778,0,0.03702390193939209,32
779,0,0.04698002338409424,32
780,0,0.042021989822387695,32
781,0,0.04603695869445801,33
782,0,0.0460970401763916,34
783,0,0.04710996150970459,32
784,0,0.041889071464538574,32
785,0,0.040130019187927246,32
786,0,0.04859304428100586,32
787,0,0.04281497001647949,32
788,0,0.053449034690856934,34
789,0,0.043301939964294434,32
790,0,0.045806050300598145,32
791,0,0.04274892807006836,32
792,0,0.04444098472595215,34
793,0,0.04859495162963867,32
794,0,0.04930400848388672,34
795,0,0.04996800422668457,32
796,0,0.0446239709854126,34
797,0,0.037351012229919434,32
798,0,0.03646993637084961,34
799,0,0.04390394687652588,32
800,0,0.050184011459350586,34
801,0,0.04288601875305176,32
802,0,0.049682021141052246,32
803,0,0.039466023445129395,34
804,0,0.039752960205078125,32
805,0,0.04267096519470215,32
806,0,0.03610193729400635,32
807,0,0.04566395282745361,34
808,0,0.04274296760559082,32
809,0,0.04103899002075195,32
810,0,0.047686100006103516,34
811,0,0.04317796230316162,34
812,0,0.04182898998260498,32
813,0,0.03998696804046631,32
814,0,0.04149198532104492,32
815,0,0.049391984939575195,32
816,0,0.0416179895401001,32
817,0,0.04645705223083496,35
818,0,0.04371309280395508,33
819,0,0.03511202335357666,32
820,0,0.04307997226715088,32
821,0,0.051853060722351074,32
822,0,0.042140960693359375,32
823,0,0.04171597957611084,32
824,0,0.043032050132751465,32
825,0,0.033712029457092285,35
826,0,0.041166067123413086,32
827,0,0.0439070463180542,32
828,0,0.042883992195129395,32
829,0,0.043092966079711914,32
830,0,0.04070401191711426,32
831,0,0.04272890090942383,36
832,0,0.04049503803253174,34
833,0,0.03554999828338623,32
834,0,0.04258108139038086,32
835,0,0.04473400115966797,32
836,0,0.04528689384460449,32
837,0,0.0469280481338501,34
838,0,0.042799949645996094,32
839,0,0.044566988945007324,35
840,0,0.041480064392089844,32
841,0,0.04528200626373291,32
842,0,0.03931093215942383,32
843,0,0.044772982597351074,34
844,0,0.046589016914367676,32
845,0,0.04068708419799805,32
846,0,0.050100088119506836,32
847,0,0.04279899597167969,32
848,0,0.04144394397735596,32
849,0,0.043540000915527344,32
850,0,0.042842984199523926,32
851,0,0.04271900653839111,32
852,0,0.03946793079376221,32
853,0,0.04396700859069824,32
854,0,0.04805898666381836,34
855,0,0.04449498653411865,32
856,0,0.04241597652435303,32
857,0,0.045094966888427734,34
858,0,0.04596400260925293,32
859,0,0.047204017639160156,32
860,0,0.04686093330383301,34
861,0,0.04574990272521973,32
862,0,0.046969056129455566,32
863,0,0.0495600700378418,34
864,0,0.04843497276306152,32
865,0,0.04565000534057617,34
866,0,0.04932200908660889,32
867,0,0.05378997325897217,32
868,0,0.0458219051361084,32
869,0,0.04652202129364014,32
870,0,0.04970204830169678,32
871,0,0.04653799533843994,32
872,0,0.04332101345062256,32
873,0,0.048735976219177246,32
874,0,0.05374598503112793,32
875,0,0.0516359806060791,32
876,0,0.04820096492767334,34
877,0,0.037364959716796875,32
878,0,0.0485609769821167,32
879,0,0.03806602954864502,32
880,0,0.039170026779174805,32
881,0,0.042669057846069336,32
882,0,0.04111194610595703,32
883,0,0.047164082527160645,34
884,0,0.05630600452423096,34
885,0,0.04669904708862305,34
886,0,0.050778985023498535,34
887,0,0.04739105701446533,34
888,0,0.049099087715148926,32
889,0,0.04559910297393799,32
890,0,0.04489600658416748,32
891,0,0.04598402976989746,32
892,0,0.0512920618057251,32
893,0,0.0477910041809082,32
894,0,0.04592299461364746,32
895,0,0.04781198501586914,34
896,0,0.04622089862823486,32
897,0,0.05218505859375,34
898,0,0.04684805870056152,32
899,0,0.04319405555725098,32
900,0,0.04593002796173096,32
901,0,0.04575800895690918,32
902,0,0.0521550178527832,32
903,0,0.046452999114990234,32
904,0,0.043441057205200195,34
905,0,0.05017101764678955,32
906,0,0.04773509502410889,32
907,0,0.04736495018005371,32
908,0,0.04943704605102539,32
909,0,0.04706108570098877,34
910,0,0.04018294811248779,32
911,0,0.04598796367645264,32
912,0,0.04821193218231201,32
913,0,0.048216938972473145,34
914,0,0.05474400520324707,32
915,0,0.05827295780181885,33
916,0,0.04903006553649902,32
917,0,0.04701399803161621,32
