# MCTS: [] []
# PLAYERS: [MCTS_TicketToRide.PlayerType.big]
GAME,WINNER,TIME,big
127,0,0.027631044387817383,60
128,0,0.07992994785308838,60
129,0,0.1294090747833252,60
130,0,0.026244044303894043,60
131,0,0.018344998359680176,60
132,0,0.02685093879699707,60
133,0,0.06437802314758301,60
134,0,0.040663957595825195,60
135,0,0.018483996391296387,60
136,0,0.018298983573913574,60
137,0,0.03831493854522705,60
138,0,0.028442025184631348,60
139,0,0.017161011695861816,60
140,0,0.01497495174407959,60
141,0,0.08056199550628662,60
142,0,0.019273042678833008,60
143,0,0.025426030158996582,60
144,0,0.03880798816680908,60
145,0,0.017769932746887207,60
146,0,0.06725800037384033,60
147,0,0.05822396278381348,60
148,0,0.04693102836608887,60
149,0,0.022037029266357422,60
150,0,0.032986998558044434,60
151,0,0.01732003688812256,60
152,0,0.05487191677093506,60
153,0,0.055912017822265625,60
154,0,0.021674036979675293,60
155,0,0.043092966079711914,60
156,0,0.017586946487426758,60
157,0,0.06656408309936523,60
158,0,0.03101801872253418,60
159,0,0.06868600845336914,60
160,0,0.018607020378112793,60
161,0,0.033796072006225586,60
162,0,0.05338609218597412,60
163,0,0.04608607292175293,60
164,0,0.07829999923706055,60
165,0,0.05878007411956787,60
166,0,0.06315398216247559,60
167,0,0.07259500026702881,60
168,0,0.02530491352081299,60
169,0,0.0294339656829834,60
170,0,0.04563701152801514,60
171,0,0.06219196319580078,60
172,0,0.04596400260925293,60
173,0,0.023131966590881348,60
174,0,0.019884943962097168,60
175,0,0.020630955696105957,60
176,0,0.022063016891479492,60
177,0,0.06984198093414307,60
178,0,0.022570013999938965,60
179,0,0.01917707920074463,60
180,0,0.021697044372558594,60
181,0,0.02065896987915039,60
182,0,0.0753788948059082,60
183,0,0.05919301509857178,60
184,0,0.028025031089782715,60
185,0,0.06591391563415527,60
186,0,0.020266056060791016,60
187,0,0.040913939476013184,60
188,0,0.031481027603149414,60
189,0,0.06052505970001221,60
190,0,0.0590670108795166,60
191,0,0.036534905433654785,60
192,0,0.03562891483306885,60
193,0,0.09961593151092529,60
194,0,0.06937897205352783,60
195,0,0.05819499492645264,60
196,0,0.11323893070220947,60
197,0,0.015789031982421875,60
198,0,0.07257699966430664,60
199,0,0.019305944442749023,60
200,0,0.08348095417022705,60
201,0,0.04221796989440918,60
202,0,0.050505995750427246,60
203,0,0.07698595523834229,60
204,0,0.03847503662109375,60
205,0,0.0963369607925415,60
206,0,0.031600117683410645,60
207,0,0.022868037223815918,60
208,0,0.04882991313934326,60
209,0,0.023229002952575684,60
210,0,0.04425609111785889,60
211,0,0.07855808734893799,60
212,0,0.059327006340026855,60
213,0,0.024071097373962402,60
214,0,0.021813035011291504,60
215,0,0.03912699222564697,60
216,0,0.03369593620300293,60
217,0,0.0664830207824707,60
218,0,0.03032398223876953,60
219,0,0.06503498554229736,60
220,0,0.026530981063842773,60
221,0,0.034078001976013184,60
222,0,0.02710103988647461,60
223,0,0.05869293212890625,60
224,0,0.055766940116882324,60
225,0,0.026813983917236328,60
226,0,0.030498027801513672,60
227,0,0.02418804168701172,60
228,0,0.02371799945831299,60
229,0,0.022137045860290527,60
230,0,0.09988892078399658,60
231,0,0.05797898769378662,60
232,0,0.028915047645568848,60
233,0,0.06107509136199951,60
234,0,0.02421700954437256,60
235,0,0.07436203956604004,60
236,0,0.06325900554656982,60
237,0,0.07497799396514893,60
238,0,0.05268692970275879,60
239,0,0.022624969482421875,60
240,0,0.0638810396194458,60
241,0,0.06465709209442139,60
242,0,0.021994948387145996,60
243,0,0.04127705097198486,60
244,0,0.04927802085876465,60
245,0,0.07812702655792236,60
246,0,0.09237396717071533,60
247,0,0.026428937911987305,60
248,0,0.03245401382446289,60
249,0,0.02887892723083496,60
250,0,0.014639973640441895,60
251,0,0.058094024658203125,60
252,0,0.03006601333618164,60
253,0,0.0768129825592041,60
254,0,0.04102599620819092,60
255,0,0.0277940034866333,60
256,0,0.08168399333953857,60
257,0,0.06695699691772461,60
258,0,0.05004894733428955,60
259,0,0.017750024795532227,60
260,0,0.026304006576538086,60
261,0,0.05668294429779053,60
262,0,0.02320408821105957,60
263,0,0.015626907348632812,60
264,0,0.04638504981994629,60
265,0,0.05055999755859375,60
266,0,0.04532599449157715,60
267,0,0.02589893341064453,60
268,0,0.023495078086853027,60
269,0,0.059497952461242676,60
270,0,0.0253220796585083,60
271,0,0.06308698654174805,60
272,0,0.024105072021484375,60
273,0,0.01588904857635498,60
274,0,0.028216958045959473,60
275,0,0.01547098159790039,60
276,0,0.03593099117279053,60
277,0,0.061361074447631836,60
278,0,0.023581981658935547,60
279,0,0.026267051696777344,60
280,0,0.029031991958618164,60
281,0,0.025686025619506836,60
282,0,0.03756606578826904,60
283,0,0.022601008415222168,60
284,0,0.07528305053710938,60
285,0,0.023590087890625,60
286,0,0.0764620304107666,60
287,0,0.079010009765625,60
288,0,0.0577549934387207,60
289,0,0.07069599628448486,60
290,0,0.01898503303527832,60
291,0,0.0230100154876709,60
292,0,0.08494007587432861,60
293,0,0.016959071159362793,60
294,0,0.025677919387817383,60
295,0,0.09558701515197754,60
296,0,0.07869589328765869,60
297,0,0.01900005340576172,60
298,0,0.04238998889923096,60
299,0,0.03705310821533203,60
300,0,0.07397103309631348,60
301,0,0.02620100975036621,60
302,0,0.01911294460296631,60
303,0,0.024029016494750977,60
304,0,0.026822924613952637,60
305,0,0.08788800239562988,60
306,0,0.02277195453643799,60
307,0,0.0830460786819458,60
308,0,0.05356001853942871,60
309,0,0.028071045875549316,60
310,0,0.06043505668640137,60
311,0,0.03472900390625,60
312,0,0.07664704322814941,60
313,0,0.0595170259475708,60
314,0,0.02101600170135498,60
315,0,0.06470203399658203,60
316,0,0.021548986434936523,60
317,0,0.05724596977233887,60
318,0,0.0628589391708374,60
319,0,0.05482304096221924,60
320,0,0.023994088172912598,60
321,0,0.029914021492004395,60
322,0,0.024611949920654297,60
323,0,0.03591597080230713,60
324,0,0.0221940279006958,60
325,0,0.06272506713867188,60
326,0,0.026641011238098145,60
327,0,0.019608020782470703,60
328,0,0.024351000785827637,60
329,0,0.042575955390930176,60
330,0,0.024145960807800293,60
331,0,0.0694960355758667,60
332,0,0.027397990226745605,60
333,0,0.02684199810028076,60
334,0,0.06292307376861572,60
335,0,0.02850496768951416,60
336,0,0.0224229097366333,60
337,0,0.0781630277633667,60
338,0,0.05810904502868652,60
339,0,0.02636706829071045,60
340,0,0.06835806369781494,60
341,0,0.02118396759033203,60
342,0,0.10140693187713623,60
343,0,0.05595505237579346,60
344,0,0.0316699743270874,60
345,0,0.03848099708557129,60
346,0,0.03744304180145264,60
347,0,0.02364194393157959,60
348,0,0.020452022552490234,60
349,0,0.025302886962890625,60
350,0,0.06662201881408691,60
351,0,0.02109396457672119,60
352,0,0.027529001235961914,60
353,0,0.027111053466796875,60
354,0,0.02361905574798584,60
355,0,0.06997394561767578,60
356,0,0.04481101036071777,60
357,0,0.05655193328857422,60
358,0,0.030608057975769043,60
359,0,0.05225694179534912,60
360,0,0.037371039390563965,60
361,0,0.03311896324157715,60
362,0,0.0426410436630249,60
363,0,0.07884800434112549,60
364,0,0.026019930839538574,60
365,0,0.02932894229888916,60
366,0,0.023748040199279785,60
367,0,0.01576995849609375,60
368,0,0.02481400966644287,60
369,0,0.09380006790161133,60
370,0,0.0409930944442749,60
371,0,0.02756810188293457,60
372,0,0.021607041358947754,60
373,0,0.026813030242919922,60
374,0,0.06717491149902344,60
375,0,0.02659904956817627,60
376,0,0.06436395645141602,60
377,0,0.022150039672851562,60
378,0,0.027587056159973145,60
379,0,0.05817997455596924,60
380,0,0.05605494976043701,60
381,0,0.07088303565979004,60
382,0,0.05832409858703613,60
383,0,0.01874101161956787,60
384,0,0.0586850643157959,60
385,0,0.060958027839660645,60
386,0,0.058218955993652344,60
387,0,0.032595038414001465,60
388,0,0.04457294940948486,60
389,0,0.05754101276397705,60
390,0,0.0590289831161499,60
391,0,0.02230703830718994,60
392,0,0.025625944137573242,60
393,0,0.021103978157043457,60
394,0,0.020843982696533203,60
395,0,0.025542020797729492,60
396,0,0.03728199005126953,60
397,0,0.0762031078338623,60
398,0,0.06358897686004639,60
399,0,0.03182804584503174,60
400,0,0.025370001792907715,60
401,0,0.03011488914489746,60
402,0,0.023339033126831055,60
403,0,0.07950091361999512,60
404,0,0.016487956047058105,60
405,0,0.021735072135925293,60
406,0,0.03561902046203613,60
407,0,0.03357493877410889,60
408,0,0.04724991321563721,60
409,0,0.06593799591064453,60
410,0,0.03207707405090332,60
411,0,0.024708986282348633,60
412,0,0.019526958465576172,60
413,0,0.025933027267456055,60
414,0,0.03375899791717529,60
415,0,0.023658037185668945,60
416,0,0.0703970193862915,60
417,0,0.02372598648071289,60
418,0,0.03766500949859619,60
419,0,0.03102290630340576,60
420,0,0.03445100784301758,60
421,0,0.046939969062805176,60
422,0,0.03537607192993164,60
423,0,0.08230900764465332,60
424,0,0.07027208805084229,60
425,0,0.024018049240112305,60
426,0,0.036489009857177734,60
427,0,0.023584961891174316,60
428,0,0.06470799446105957,60
429,0,0.04127299785614014,60
430,0,0.058894991874694824,60
431,0,0.09266304969787598,60
432,0,0.06206810474395752,60
433,0,0.028449058532714844,60
434,0,0.07024693489074707,60
435,0,0.08968102931976318,60
436,0,0.017808079719543457,60
437,0,0.04897809028625488,60
438,0,0.022900104522705078,60
439,0,0.037574052810668945,60
440,0,0.06086301803588867,60
441,0,0.02736198902130127,60
442,0,0.12294399738311768,60
443,0,0.025565028190612793,60
444,0,0.043746113777160645,60
445,0,0.02995002269744873,60
446,0,0.08411800861358643,60
447,0,0.0228269100189209,60
448,0,0.028666973114013672,60
449,0,0.021513938903808594,60
450,0,0.05320894718170166,60
451,0,0.0690009593963623,60
452,0,0.04883897304534912,60
453,0,0.029825925827026367,60
454,0,0.023173928260803223,60
455,0,0.05958902835845947,60
456,0,0.01838505268096924,60
457,0,0.02173793315887451,60
458,0,0.027693986892700195,60
459,0,0.06061398983001709,60
460,0,0.05640304088592529,60
461,0,0.05123603343963623,60
462,0,0.05577194690704346,60
463,0,0.046398043632507324,60
464,0,0.029954075813293457,60
465,0,0.018487095832824707,60
466,0,0.05460202693939209,60
467,0,0.028298020362854004,60
468,0,0.021543025970458984,60
469,0,0.019833087921142578,60
470,0,0.03747594356536865,60
471,0,0.022985100746154785,60
472,0,0.05733597278594971,60
473,0,0.05629396438598633,60
474,0,0.04217803478240967,60
475,0,0.02117300033569336,60
476,0,0.02050197124481201,60
477,0,0.06887197494506836,60
478,0,0.05151200294494629,60
479,0,0.062240004539489746,60
480,0,0.019636034965515137,60
481,0,0.021499037742614746,60
482,0,0.06686198711395264,60
483,0,0.0193479061126709,60
484,0,0.04393792152404785,60
485,0,0.05255997180938721,60
486,0,0.01894092559814453,60
487,0,0.019303083419799805,60
488,0,0.029281973838806152,60
489,0,0.019779086112976074,60
490,0,0.042391061782836914,60
491,0,0.05110001564025879,60
492,0,0.02127206325531006,60
493,0,0.022444963455200195,60
494,0,0.02463698387145996,60
495,0,0.019847989082336426,60
496,0,0.04082000255584717,60
497,0,0.05187702178955078,60
498,0,0.04872596263885498,60
499,0,0.019942045211791992,60
500,0,0.021955013275146484,60
501,0,0.01671600341796875,60
502,0,0.07762396335601807,60
503,0,0.05005204677581787,60
504,0,0.017655014991760254,60
505,0,0.02291393280029297,60
506,0,0.014747977256774902,60
507,0,0.022485971450805664,60
508,0,0.019314050674438477,60
509,0,0.06441497802734375,60
510,0,0.04004108905792236,60
511,0,0.02147197723388672,60
512,0,0.03322100639343262,60
513,0,0.02501809597015381,60
514,0,0.01973402500152588,60
515,0,0.04446399211883545,60
516,0,0.06571006774902344,60
517,0,0.018867969512939453,60
518,0,0.02014291286468506,60
519,0,0.08063697814941406,60
520,0,0.05186498165130615,60
521,0,0.06809091567993164,60
522,0,0.02491307258605957,60
523,0,0.10312294960021973,60
524,0,0.03088092803955078,60
525,0,0.06055295467376709,60
526,0,0.02852189540863037,60
527,0,0.016970038414001465,60
528,0,0.018061041831970215,60
529,0,0.019569993019104004,60
530,0,0.03887307643890381,60
531,0,0.03182494640350342,60
532,0,0.07004404067993164,60
533,0,0.032913923263549805,60
534,0,0.04598689079284668,60
535,0,0.05500209331512451,60
536,0,0.02704799175262451,60
537,0,0.07526099681854248,60
538,0,0.0474090576171875,60
539,0,0.026871085166931152,60
540,0,0.028190970420837402,60
541,0,0.025044918060302734,60
542,0,0.03072202205657959,60
543,0,0.017190933227539062,60
544,0,0.07807004451751709,60
545,0,0.050979018211364746,60
546,0,0.061730027198791504,60
547,0,0.021993041038513184,60
548,0,0.021300911903381348,60
549,0,0.035652995109558105,60
550,0,0.07420694828033447,60
551,0,0.023236989974975586,60
552,0,0.023662090301513672,60
553,0,0.07630002498626709,60
554,0,0.025678038597106934,60
555,0,0.04277300834655762,60
556,0,0.0643700361251831,60
557,0,0.06753396987915039,60
558,0,0.0256730318069458,60
559,0,0.031553030014038086,60
560,0,0.05595898628234863,60
561,0,0.0811539888381958,60
562,0,0.07351398468017578,60
563,0,0.04630696773529053,60
564,0,0.0580059289932251,60
565,0,0.02167797088623047,60
566,0,0.0746769905090332,60
567,0,0.046646952629089355,60
568,0,0.025184988975524902,60
569,0,0.022364020347595215,60
570,0,0.07844698429107666,60
571,0,0.022496938705444336,60
572,0,0.06190598011016846,60
573,0,0.05454599857330322,60
574,0,0.022482991218566895,60
575,0,0.055905938148498535,60
576,0,0.020383000373840332,60
577,0,0.030804991722106934,60
578,0,0.07472395896911621,60
579,0,0.02361595630645752,60
580,0,0.07471990585327148,60
581,0,0.04322195053100586,60
582,0,0.07571697235107422,60
583,0,0.058648109436035156,60
584,0,0.05752706527709961,60
585,0,0.05587005615234375,60
586,0,0.022511005401611328,60
587,0,0.025174975395202637,60
588,0,0.023138999938964844,60
589,0,0.07986199855804443,60
590,0,0.062796950340271,60
591,0,0.09256696701049805,60
592,0,0.026696085929870605,60
593,0,0.03765702247619629,60
594,0,0.028314948081970215,60
595,0,0.021360039710998535,60
596,0,0.022058963775634766,60
597,0,0.042181968688964844,60
598,0,0.05544102191925049,60
599,0,0.019871950149536133,60
600,0,0.0437699556350708,60
601,0,0.020380020141601562,60
602,0,0.06489300727844238,60
603,0,0.06716001033782959,60
604,0,0.026974081993103027,60
605,0,0.02914297580718994,60
606,0,0.07745194435119629,60
607,0,0.016691923141479492,60
608,0,0.0259629487991333,60
609,0,0.05396401882171631,60
610,0,0.02158498764038086,60
611,0,0.021435022354125977,60
612,0,0.019201993942260742,60
613,0,0.017132997512817383,60
614,0,0.034178972244262695,60
615,0,0.0615919828414917,60
616,0,0.06331706047058105,60
617,0,0.028625965118408203,60
618,0,0.03541898727416992,60
619,0,0.05156302452087402,60
620,0,0.029757022857666016,60
621,0,0.07243108749389648,60
622,0,0.07057201862335205,60
623,0,0.06430602073669434,60
624,0,0.024071931838989258,60
625,0,0.04485893249511719,60
626,0,0.06242501735687256,60
627,0,0.041159987449645996,60
628,0,0.03643596172332764,60
629,0,0.02019202709197998,60
630,0,0.020639896392822266,60
631,0,0.03462493419647217,60
632,0,0.024551033973693848,60
633,0,0.0159909725189209,60
634,0,0.022388935089111328,60
635,0,0.01907503604888916,60
636,0,0.02745199203491211,60
637,0,0.07724606990814209,60
638,0,0.021960973739624023,60
639,0,0.01840198040008545,60
640,0,0.07117795944213867,60
641,0,0.05619394779205322,60
642,0,0.038253068923950195,60
643,0,0.031100988388061523,60
644,0,0.02117002010345459,60
645,0,0.07041001319885254,60
646,0,0.018448948860168457,60
647,0,0.06140100955963135,60
648,0,0.021283984184265137,60
649,0,0.029924988746643066,60
650,0,0.031672000885009766,60
651,0,0.06607294082641602,60
652,0,0.06827008724212646,60
653,0,0.03184700012207031,60
654,0,0.0689849853515625,60
655,0,0.021195054054260254,60
656,0,0.01989006996154785,60
657,0,0.03742098808288574,60
658,0,0.022392988204956055,60
659,0,0.059811949729919434,60
660,0,0.016250014305114746,60
661,0,0.028645038604736328,60
662,0,0.053491950035095215,60
663,0,0.0164639949798584,60
664,0,0.07596099376678467,60
665,0,0.0221940279006958,60
666,0,0.018800973892211914,60
667,0,0.02172708511352539,60
668,0,0.032330989837646484,60
669,0,0.031010031700134277,60
670,0,0.02427995204925537,60
671,0,0.017416000366210938,60
672,0,0.02719402313232422,60
673,0,0.05648398399353027,60
674,0,0.016505956649780273,60
675,0,0.057794928550720215,60
676,0,0.058931946754455566,60
677,0,0.026492953300476074,60
678,0,0.03136897087097168,60
679,0,0.0182340145111084,60
680,0,0.021110057830810547,60
681,0,0.06468498706817627,60
682,0,0.017506957054138184,60
683,0,0.07316601276397705,60
684,0,0.021997928619384766,60
685,0,0.03279292583465576,60
686,0,0.01902902126312256,60
687,0,0.017503976821899414,60
688,0,0.06863105297088623,60
689,0,0.019186019897460938,60
690,0,0.02154707908630371,60
691,0,0.022173047065734863,60
692,0,0.07726395130157471,60
693,0,0.03578603267669678,60
694,0,0.0621570348739624,60
695,0,0.02945101261138916,60
696,0,0.025089025497436523,60
697,0,0.0468980073928833,60
698,0,0.014965057373046875,60
699,0,0.06583201885223389,60
700,0,0.07955992221832275,60
701,0,0.0256270170211792,60
702,0,0.019428014755249023,60
703,0,0.023796916007995605,60
704,0,0.037268996238708496,60
705,0,0.053869009017944336,60
706,0,0.01943802833557129,60
707,0,0.06484699249267578,60
708,0,0.0182039737701416,60
709,0,0.025511980056762695,60
710,0,0.07294905185699463,60
711,0,0.025614023208618164,60
712,0,0.06466901302337646,60
713,0,0.054255008697509766,60
714,0,0.05875599384307861,60
715,0,0.0676950216293335,60
716,0,0.02499699592590332,60
717,0,0.02877199649810791,60
718,0,0.017377018928527832,60
719,0,0.05397999286651611,60
720,0,0.02927398681640625,60
721,0,0.02667999267578125,60
722,0,0.030990958213806152,60
723,0,0.018002986907958984,60
724,0,0.018282055854797363,60
725,0,0.0428389310836792,60
726,0,0.06103801727294922,60
727,0,0.025264978408813477,60
728,0,0.019865989685058594,60
729,0,0.0182340145111084,60
730,0,0.05993294715881348,60
731,0,0.07370805740356445,60
732,0,0.05751502513885498,60
733,0,0.0711820125579834,60
734,0,0.02468705177307129,60
735,0,0.0161360502243042,60
736,0,0.07912695407867432,60
737,0,0.057264089584350586,60
738,0,0.017056941986083984,60
739,0,0.06459701061248779,60
740,0,0.018144965171813965,60
741,0,0.06087899208068848,60
742,0,0.024461030960083008,60
743,0,0.02153801918029785,60
744,0,0.06376290321350098,60
745,0,0.06349003314971924,60
746,0,0.06442904472351074,60
747,0,0.05305600166320801,60
748,0,0.018305063247680664,60
749,0,0.017796039581298828,60
750,0,0.05290806293487549,60
751,0,0.025233983993530273,60
752,0,0.025952935218811035,60
753,0,0.024893999099731445,60
754,0,0.01822507381439209,60
755,0,0.07986295223236084,60
756,0,0.05619704723358154,60
757,0,0.019046902656555176,60
758,0,0.02588808536529541,60
759,0,0.026968002319335938,60
760,0,0.023894071578979492,60
761,0,0.016955018043518066,60
762,0,0.05615198612213135,60
763,0,0.017961978912353516,60
764,0,0.04595804214477539,60
765,0,0.02638697624206543,60
766,0,0.020914077758789062,60
767,0,0.018826961517333984,60
768,0,0.03814804553985596,60
769,0,0.017590045928955078,60
770,0,0.05783200263977051,60
771,0,0.019757986068725586,60
772,0,0.018240928649902344,60
773,0,0.03054201602935791,60
774,0,0.037042975425720215,60
775,0,0.0138319730758667,60
776,0,0.03563201427459717,60
777,0,0.028620004653930664,60
778,0,0.04736506938934326,60
779,0,0.025764107704162598,60
780,0,0.06938600540161133,60
781,0,0.01838207244873047,60
782,0,0.06307792663574219,60
783,0,0.020202040672302246,60
784,0,0.04545605182647705,60
785,0,0.020602107048034668,60
786,0,0.028361082077026367,60
787,0,0.0945049524307251,60
788,0,0.02637803554534912,60
789,0,0.05975604057312012,60
790,0,0.020339012145996094,60
791,0,0.023056983947753906,60
792,0,0.0247039794921875,60
793,0,0.03127598762512207,60
794,0,0.06143391132354736,60
795,0,0.06734001636505127,60
796,0,0.05974102020263672,60
797,0,0.02022993564605713,60
798,0,0.02971792221069336,60
799,0,0.02188897132873535,60
800,0,0.0312880277633667,60
801,0,0.07267498970031738,60
802,0,0.05549895763397217,60
803,0,0.02202296257019043,60
804,0,0.025491952896118164,60
805,0,0.017989039421081543,60
806,0,0.02695906162261963,60
807,0,0.026153087615966797,60
808,0,0.06437301635742188,60
809,0,0.025695085525512695,60
810,0,0.03424203395843506,60
811,0,0.03297996520996094,60
812,0,0.02486097812652588,60
813,0,0.07739698886871338,60
814,0,0.052644968032836914,60
815,0,0.07331502437591553,60
816,0,0.021448969841003418,60
817,0,0.022922039031982422,60
818,0,0.018567919731140137,60
819,0,0.03647589683532715,60
820,0,0.024824023246765137,60
821,0,0.02595198154449463,60
822,0,0.02845895290374756,60
823,0,0.024044036865234375,60
824,0,0.0775378942489624,60
825,0,0.02324497699737549,60
826,0,0.06405305862426758,60
827,0,0.02374100685119629,60
828,0,0.042147040367126465,60
829,0,0.022243976593017578,60
830,0,0.023087024688720703,60
831,0,0.02578294277191162,60
832,0,0.029214024543762207,60
833,0,0.02320706844329834,60
834,0,0.027601957321166992,60
835,0,0.03750503063201904,60
836,0,0.036424994468688965,60
837,0,0.021960020065307617,60
838,0,0.0787050724029541,60
839,0,0.05542600154876709,60
840,0,0.018404006958007812,60
841,0,0.026769042015075684,60
842,0,0.02312302589416504,60
843,0,0.07631802558898926,60
844,0,0.02544403076171875,60
845,0,0.021398067474365234,60
846,0,0.02496492862701416,60
847,0,0.056176066398620605,60
848,0,0.022886991500854492,60
849,0,0.021696090698242188,60
850,0,0.05348503589630127,60
851,0,0.02583301067352295,60
852,0,0.025405049324035645,60
853,0,0.02912592887878418,60
854,0,0.020828962326049805,60
855,0,0.031134963035583496,60
856,0,0.03366696834564209,60
857,0,0.023501992225646973,60
858,0,0.036170005798339844,60
859,0,0.05227994918823242,60
860,0,0.032124996185302734,60
861,0,0.03376901149749756,60
862,0,0.027901053428649902,60
863,0,0.022263050079345703,60
864,0,0.02730107307434082,60
865,0,0.08781492710113525,60
866,0,0.06940805912017822,60
867,0,0.029565095901489258,60
868,0,0.02997303009033203,60
869,0,0.0338670015335083,60
870,0,0.029510974884033203,60
871,0,0.05270993709564209,60
872,0,0.05306100845336914,60
873,0,0.09708201885223389,60
874,0,0.08216500282287598,60
875,0,0.07952404022216797,60
876,0,0.027150988578796387,60
877,0,0.02685999870300293,60
878,0,0.06330692768096924,60
879,0,0.02288806438446045,60
880,0,0.03776109218597412,60
881,0,0.09371304512023926,60
882,0,0.0693199634552002,60
883,0,0.03136801719665527,60
884,0,0.029817938804626465,60
885,0,0.025633931159973145,60
886,0,0.09192204475402832,60
887,0,0.08257794380187988,60
888,0,0.03462100028991699,60
889,0,0.07738709449768066,60
890,0,0.029433012008666992,60
891,0,0.03919792175292969,60
892,0,0.029152989387512207,60
893,0,0.034335970878601074,60
894,0,0.0455319881439209,60
895,0,0.028082966804504395,60
896,0,0.023227930068969727,60
897,0,0.03227591514587402,60
898,0,0.037243008613586426,60
899,0,0.05644798278808594,60
900,0,0.07793796062469482,60
901,0,0.09857094287872314,60
902,0,0.04932200908660889,60
903,0,0.06274199485778809,60
904,0,0.03564095497131348,60
905,0,0.023411035537719727,60
906,0,0.05550992488861084,60
907,0,0.06826996803283691,60
908,0,0.02951502799987793,60
909,0,0.030062079429626465,60
910,0,0.06416189670562744,60
911,0,0.057739973068237305,60
912,0,0.06985306739807129,60
913,0,0.0434650182723999,60
914,0,0.081246018409729,60
915,0,0.022976994514465332,60
916,0,0.026588916778564453,60
917,0,0.051116943359375,60
918,0,0.030353069305419922,60
919,0,0.024456024169921875,60
920,0,0.022766947746276855,60
921,0,0.053874969482421875,60
922,0,0.025663018226623535,60
923,0,0.025400996208190918,60
924,0,0.02864396572113037,60
925,0,0.06858301162719727,60
