GAME,WINNER,TIME,random,random,random
1444,1,0.2383580207824707,24,40,22
1445,1,0.23492801189422607,25,40,25
1446,1,0.2101600170135498,22,40,21
1447,0,0.19176900386810303,41,19,25
1448,0,0.19900906085968018,40,25,25
1449,2,0.24466991424560547,25,26,39
1450,1,0.22190511226654053,24,42,28
1451,2,0.20379197597503662,21,24,38
1452,0,0.1823970079421997,41,21,23
1453,0,0.24860799312591553,38,26,28
1454,1,0.25695204734802246,25,44,24
1455,1,0.21717000007629395,25,35,23
1456,2,0.22550296783447266,19,23,38
1457,2,0.22794103622436523,27,27,40
1458,1,0.19220101833343506,19,39,22
1459,1,0.18153905868530273,21,37,21
1460,0,0.18964099884033203,40,25,26
1461,0,0.2509239912033081,41,27,26
1462,0,0.21388602256774902,44,29,23
1463,1,0.2234560251235962,23,39,24
1464,2,0.17391204833984375,23,20,36
1465,1,0.20707905292510986,25,37,25
1466,0,0.19710910320281982,40,25,25
1467,1,0.22405290603637695,29,42,28
1468,0,0.23147296905517578,38,26,26
1469,1,0.27228689193725586,27,38,30
1470,2,0.18649506568908691,27,18,42
1471,0,0.20329999923706055,40,25,23
1472,0,0.17325901985168457,37,22,23
1473,1,0.1854640245437622,26,39,20
1474,2,0.2224140167236328,27,40,41
1475,2,0.22712409496307373,25,23,38
1476,1,0.2035520076751709,27,41,28
1477,0,0.19782590866088867,39,36,25
1478,1,0.20003104209899902,18,39,18
1479,1,0.2619349956512451,29,41,41
1480,0,0.18555700778961182,38,23,22
1481,1,0.21723103523254395,21,40,25
1482,2,0.2613440752029419,27,22,41
1483,0,0.22723007202148438,42,27,27
1484,1,0.22309792041778564,25,37,27
1485,1,0.22484004497528076,19,41,26
1486,0,0.2322930097579956,41,24,21
1487,0,0.23616206645965576,40,22,24
1488,0,0.19203197956085205,38,38,24
1489,2,0.1857839822769165,23,26,37
1490,0,0.16442298889160156,38,21,19
1491,1,0.2051680088043213,25,40,23
1492,2,0.20767700672149658,29,20,37
1493,2,0.2531900405883789,25,26,43
1494,0,0.22250699996948242,39,28,37
1495,2,0.17458200454711914,25,23,38
1496,0,0.1885620355606079,43,21,19
1497,1,0.2200019359588623,27,41,27
1498,1,0.25079500675201416,31,41,27
1499,0,0.17248106002807617,41,23,23
1500,0,0.22350597381591797,39,21,27
1501,1,0.2298060655593872,22,38,22
1502,0,0.20860505104064941,43,23,27
1503,2,0.17779994010925293,20,28,38
1504,0,0.2091590166091919,38,28,23
1505,1,0.19953405857086182,20,38,25
1506,1,0.19605505466461182,23,36,27
1507,0,0.2381279468536377,41,22,24
1508,0,0.19875800609588623,38,23,29
1509,0,0.23160791397094727,39,29,27
1510,2,0.23889601230621338,28,23,39
1511,0,0.1775740385055542,36,25,18
1512,0,0.20488297939300537,36,23,21
1513,0,0.2980459928512573,42,41,27
1514,1,0.25343799591064453,26,41,26
1515,2,0.19326996803283691,25,22,37
1516,2,0.21752393245697021,26,25,42
1517,2,0.22547805309295654,23,28,42
1518,1,0.23579096794128418,25,39,23
1519,0,0.19568097591400146,37,24,22
1520,0,0.21363890171051025,41,24,27
1521,0,0.17231297492980957,38,20,18
1522,1,0.19824504852294922,21,45,19
1523,1,0.2439190149307251,33,42,32
1524,0,0.2455120086669922,39,27,24
1525,1,0.2170569896697998,23,43,25
1526,1,0.21822309494018555,38,40,24
1527,0,0.23902404308319092,40,26,28
1528,2,0.2612820863723755,26,39,43
1529,0,0.24004101753234863,37,22,21
1530,2,0.2021620273590088,16,28,40
1531,1,0.19532597064971924,23,38,23
1532,1,0.23806893825531006,26,42,22
1533,1,0.23167800903320312,17,40,27
1534,0,0.2547910213470459,42,26,26
1535,1,0.21950101852416992,23,36,21
1536,2,0.20811700820922852,26,36,38
1537,0,0.23782801628112793,40,26,16
1538,1,0.2670919895172119,27,40,40
1539,0,0.19414901733398438,38,23,20
1540,2,0.20791292190551758,24,24,39
1541,0,0.2113649845123291,41,28,24
1542,0,0.20231592655181885,39,36,25
1543,2,0.22572004795074463,24,29,40
1544,0,0.18938791751861572,38,25,28
1545,1,0.21148908138275146,28,42,26
1546,0,0.20260298252105713,39,22,24
1547,1,0.2174140214920044,26,38,29
1548,2,0.2520029544830322,25,27,37
1549,1,0.17817604541778564,15,36,24
1550,2,0.20067691802978516,21,24,38
1551,0,0.2108699083328247,40,24,22
1552,2,0.20465803146362305,22,23,38
1553,1,0.20859408378601074,21,39,24
1554,0,0.250262975692749,38,24,20
1555,0,0.22490596771240234,41,28,27
1556,1,0.19977796077728271,25,46,30
1557,1,0.2449359893798828,28,39,26
1558,0,0.1870861053466797,39,20,19
1559,1,0.23502004146575928,24,38,27
1560,2,0.2154560089111328,26,26,38
1561,0,0.20778095722198486,40,38,17
1562,0,0.2194749116897583,44,24,28
1563,0,0.21239101886749268,38,22,38
1564,0,0.25808000564575195,43,30,31
1565,0,0.27103400230407715,40,24,19
1566,0,0.2143850326538086,37,29,26
1567,0,0.23538100719451904,40,19,27
1568,0,0.1861799955368042,38,28,23
1569,0,0.18300104141235352,36,21,22
1570,0,0.18514800071716309,37,19,20
1571,1,0.21243107318878174,31,41,28
1572,0,0.2073138952255249,40,24,25
1573,1,0.16057300567626953,19,39,21
1574,0,0.31384897232055664,43,41,21
1575,0,0.2722749710083008,44,31,25
1576,2,0.23216605186462402,38,30,39
1577,2,0.22796106338500977,31,20,43
1578,2,0.1975470781326294,31,28,41
1579,2,0.17542004585266113,21,19,39
1580,1,0.2087029218673706,28,44,29
1581,1,0.24592196941375732,24,40,22
1582,0,0.2023409605026245,37,26,23
1583,0,0.2276700735092163,39,22,22
1584,2,0.2542300224304199,25,22,45
1585,0,0.1899319887161255,41,21,27
1586,1,0.21762192249298096,26,42,22
1587,0,0.22214102745056152,39,23,24
1588,2,0.21094799041748047,25,26,42
1589,1,0.1899549961090088,23,38,22
1590,1,0.1867760419845581,22,43,24
1591,2,0.21415507793426514,26,26,44
1592,2,0.20661306381225586,20,21,38
1593,0,0.20723700523376465,38,23,26
1594,1,0.20893394947052002,19,42,25
1595,1,0.19685399532318115,18,40,24
1596,0,0.1590869426727295,40,19,15
1597,2,0.2074720859527588,26,28,38
1598,2,0.20487594604492188,29,35,39
1599,0,0.1770089864730835,38,24,26
1600,0,0.17379999160766602,36,20,27
1601,0,0.21687400341033936,44,31,31
1602,1,0.21723997592926025,23,37,26
1603,1,0.23592495918273926,29,42,26
1604,1,0.1947920322418213,25,37,26
1605,2,0.2558239698410034,26,26,42
1606,1,0.19035601615905762,21,40,39
1607,2,0.22654294967651367,39,39,42
1608,0,0.21001708507537842,38,23,25
1609,1,0.20183801651000977,25,39,25
1610,1,0.22756695747375488,26,39,22
1611,0,0.23662304878234863,38,27,25
1612,2,0.18907105922698975,26,23,39
1613,2,0.2042679786682129,24,23,40
1614,2,0.2135530710220337,26,22,38
1615,2,0.18077397346496582,24,22,40
1616,0,0.1887190341949463,38,21,24
1617,0,0.20695900917053223,41,27,27
1618,0,0.23820102214813232,39,27,27
1619,0,0.21888399124145508,43,24,28
1620,2,0.21319401264190674,26,24,40
1621,1,0.19955193996429443,26,39,26
1622,1,0.1856989860534668,26,38,21
1623,0,0.20457208156585693,37,25,17
1624,2,0.23243200778961182,19,27,37
1625,1,0.23683297634124756,28,43,22
1626,0,0.21470999717712402,43,22,19
1627,2,0.19252002239227295,20,20,39
1628,1,0.20420598983764648,23,36,23
1629,0,0.19202899932861328,38,23,24
1630,1,0.21515405178070068,27,41,29
1631,1,0.20037901401519775,23,40,40
1632,0,0.21975600719451904,40,26,38
1633,2,0.18131601810455322,20,23,42
1634,2,0.19683396816253662,20,26,39
1635,2,0.19865500926971436,21,36,37
1636,2,0.19206690788269043,21,27,38
1637,2,0.18886792659759521,20,20,39
1638,2,0.20011591911315918,24,24,38
1639,0,0.18283605575561523,37,23,22
1640,2,0.2205749750137329,27,25,38
1641,1,0.20087897777557373,23,36,24
1642,2,0.23943102359771729,24,28,42
1643,2,0.20249998569488525,26,23,37
1644,0,0.207535982131958,41,25,27
1645,2,0.221282958984375,26,21,40
1646,1,0.15766894817352295,25,40,23
1647,0,0.2122640609741211,43,38,22
1648,1,0.17640089988708496,20,38,38
1649,2,0.1959589719772339,24,22,40
1650,0,0.14542293548583984,38,17,20
1651,0,0.21612191200256348,40,24,23
1652,1,0.2176189422607422,25,38,26
1653,1,0.20893192291259766,27,41,25
1654,2,0.18585491180419922,20,23,36
1655,1,0.18077504634857178,24,40,21
1656,1,0.2078770399093628,27,40,26
1657,0,0.195093035697937,39,20,24
1658,0,0.21637308597564697,41,24,22
1659,0,0.16381597518920898,40,18,24
1660,2,0.19878005981445312,23,38,42
1661,1,0.21533203125,25,38,19
1662,0,0.21005892753601074,39,21,26
1663,2,0.17760801315307617,20,18,38
1664,2,0.20878195762634277,23,20,37
1665,2,0.21205604076385498,37,26,43
1666,2,0.2017890214920044,29,25,41
1667,2,0.20074105262756348,22,25,36
1668,1,0.1966240406036377,25,40,24
1669,0,0.2078249454498291,41,21,24
1670,1,0.16779100894927979,22,37,22
1671,1,0.25875604152679443,22,39,28
1672,0,0.35748791694641113,39,24,26
1673,1,0.24390697479248047,39,42,19
1674,0,0.19011402130126953,38,28,23
1675,2,0.18560898303985596,19,22,41
1676,0,0.18052005767822266,40,29,25
1677,0,0.2129589319229126,39,27,24
1678,0,0.22060298919677734,43,25,29
1679,0,0.24578893184661865,41,22,41
1680,2,0.18255400657653809,24,26,37
1681,0,0.19234108924865723,37,21,21
1682,0,0.1737149953842163,39,24,19
1683,1,0.18680202960968018,22,37,16
1684,0,0.18590199947357178,41,24,24
1685,0,0.20107793807983398,36,26,20
1686,2,0.23315691947937012,25,25,36
1687,1,0.20177507400512695,20,36,24
1688,2,0.20130109786987305,22,25,36
1689,0,0.2001049518585205,38,21,27
1690,1,0.2226099967956543,41,42,21
1691,0,0.24711596965789795,39,28,23
1692,2,0.23183000087738037,25,22,39
1693,1,0.2381070852279663,26,42,26
1694,1,0.2269899845123291,24,42,24
1695,2,0.1715090274810791,25,26,37
1696,0,0.35834598541259766,41,23,23
1697,0,0.20644009113311768,39,26,28
1698,0,0.28877103328704834,41,40,39
1699,2,0.23450696468353271,28,26,43
1700,1,0.243446946144104,39,41,24
1701,1,0.2359609603881836,25,40,25
1702,2,0.21038293838500977,24,23,37
1703,1,0.2614920139312744,25,42,31
1704,0,0.20864999294281006,38,28,26
1705,0,0.2176799774169922,40,40,40
1706,2,0.17775797843933105,17,24,41
1707,1,0.2238219976425171,25,42,31
1708,0,0.23960602283477783,43,22,25
1709,2,0.22842299938201904,25,22,40
1710,0,0.20254993438720703,36,21,28
1711,0,0.23153293132781982,42,26,22
1712,2,0.22058701515197754,26,24,43
1713,1,0.2007659673690796,25,36,28
1714,0,0.21959102153778076,42,25,30
1715,1,0.1778700351715088,25,37,17
1716,2,0.18067800998687744,25,17,43
1717,0,0.18309509754180908,38,21,27
1718,1,0.18128490447998047,23,39,21
1719,2,0.20316696166992188,23,23,43
1720,1,0.24334800243377686,26,41,29
1721,0,0.21511399745941162,39,22,25
1722,2,0.20076704025268555,25,28,40
1723,2,0.21432697772979736,25,25,39
1724,1,0.22913801670074463,27,42,31
1725,2,0.20304501056671143,21,22,40
1726,1,0.22309601306915283,26,42,25
1727,0,0.21021807193756104,41,20,18
1728,0,0.22891509532928467,42,28,21
1729,0,0.1823279857635498,37,17,18
1730,0,0.1673949956893921,39,22,27
1731,0,0.18135595321655273,36,22,18
1732,1,0.24264490604400635,31,39,28
1733,0,0.23605406284332275,44,26,23
1734,2,0.22280597686767578,19,21,40
1735,0,0.18581199645996094,38,30,21
1736,1,0.2127159833908081,28,40,39
1737,0,0.20853900909423828,42,40,27
1738,1,0.1877230405807495,25,39,24
1739,0,0.16381800174713135,37,21,28
1740,0,0.2048170566558838,40,39,21
1741,0,0.22249901294708252,46,29,25
1742,1,0.17434799671173096,26,41,26
1743,1,0.24480199813842773,26,37,24
1744,0,0.21017098426818848,37,22,24
1745,1,0.18944001197814941,25,40,20
1746,1,0.20761394500732422,17,39,20
1747,2,0.17556405067443848,37,27,39
1748,0,0.18865489959716797,39,27,27
1749,1,0.1687830686569214,21,39,22
1750,0,0.2035660743713379,37,23,23
1751,0,0.19216489791870117,39,25,22
1752,0,0.2531810998916626,45,28,29
1753,2,0.17494797706604004,36,26,40
1754,2,0.19538307189941406,25,27,41
1755,2,0.19837892055511475,23,25,39
1756,1,0.17944002151489258,21,38,20
1757,0,0.19097208976745605,37,21,25
1758,2,0.208204984664917,27,24,42
1759,0,0.192641019821167,41,22,24
1760,2,0.24320495128631592,23,41,43
1761,0,0.22698402404785156,39,25,27
1762,0,0.16592299938201904,36,15,21
1763,0,0.18836796283721924,39,27,24
1764,0,0.2059539556503296,39,21,19
1765,1,0.20248007774353027,29,39,21
1766,0,0.21617400646209717,42,27,25
1767,0,0.18213999271392822,44,21,25
1768,0,0.18008005619049072,37,23,22
1769,0,0.20405089855194092,36,22,27
1770,1,0.1736530065536499,26,38,25
1771,0,0.24322903156280518,38,22,27
1772,1,0.2176380157470703,26,40,24
1773,0,0.20604705810546875,41,27,28
1774,2,0.22328996658325195,28,24,42
1775,2,0.2173609733581543,23,26,38
1776,2,0.22141098976135254,37,27,41
1777,0,0.240697979927063,43,28,25
1778,0,0.19167101383209229,40,22,22
1779,2,0.1949230432510376,27,25,37
1780,0,0.19633102416992188,38,21,16
1781,0,0.20241200923919678,40,24,28
1782,1,0.1836949586868286,22,36,21
1783,1,0.2653440237045288,24,43,23
1784,0,0.17381703853607178,39,22,21
1785,1,0.19717395305633545,22,39,25
1786,1,0.20042109489440918,26,40,26
1787,1,0.1936129331588745,21,40,28
1788,0,0.21636497974395752,38,22,28
1789,0,0.22488903999328613,42,24,27
1790,0,0.24326300621032715,41,29,41
1791,0,0.20000910758972168,39,24,24
1792,2,0.19428801536560059,27,20,39
1793,1,0.16245698928833008,19,38,23
1794,0,0.23010098934173584,45,31,31
1795,2,0.20725703239440918,25,21,40
1796,0,0.20326197147369385,37,27,22
1797,0,0.19850099086761475,40,26,24
1798,0,0.22719502449035645,39,29,22
1799,0,0.1727360486984253,36,21,19
1800,2,0.219446063041687,18,25,40
1801,1,0.20859193801879883,26,38,18
1802,0,0.2930229902267456,39,25,25
1803,0,0.1824040412902832,39,26,24
1804,2,0.2426689863204956,24,25,37
1805,1,0.30473196506500244,20,39,16
1806,0,0.1835799217224121,41,23,17
1807,1,0.190667986869812,26,41,23
1808,0,0.19320201873779297,40,24,19
1809,1,0.35256505012512207,21,38,25
1810,2,0.24883294105529785,22,24,40
1811,2,0.3049119710922241,25,25,39
1812,0,0.17638003826141357,37,21,21
1813,1,0.1872560977935791,26,41,22
1814,2,0.23817896842956543,24,25,40
1815,0,0.21459496021270752,39,24,19
1816,1,0.21621203422546387,29,38,22
1817,0,0.25019192695617676,46,27,27
1818,2,0.21493291854858398,23,18,41
1819,0,0.1900099515914917,39,20,20
1820,1,0.23501098155975342,20,38,25
1821,0,0.20904695987701416,40,28,40
1822,1,0.23599493503570557,28,43,23
1823,0,0.25320208072662354,39,27,24
1824,0,0.22863495349884033,37,23,27
1825,1,0.20079803466796875,21,38,24
1826,2,0.19916296005249023,26,25,40
1827,2,0.25213491916656494,41,26,43
1828,0,0.1984800100326538,38,22,26
1829,1,0.29548001289367676,22,41,20
1830,0,0.22945892810821533,37,25,19
1831,1,0.34762096405029297,39,40,25
1832,2,0.18968796730041504,23,17,36
1833,1,0.20935702323913574,25,43,21
1834,2,0.20954596996307373,25,23,38
1835,1,0.20964503288269043,31,38,26
1836,2,0.22464299201965332,16,27,38
1837,2,0.2136859893798828,22,24,43
1838,2,0.214574933052063,21,17,37
1839,2,0.23823606967926025,26,25,39
1840,1,0.25876593589782715,24,40,26
1841,0,0.20443499088287354,40,27,23
1842,2,0.18643391132354736,23,17,38
1843,0,0.22166001796722412,39,36,25
1844,2,0.22342801094055176,19,24,39
1845,2,0.19674205780029297,20,26,40
1846,2,0.2421640157699585,28,32,43
1847,2,0.1773989200592041,21,13,38
1848,1,0.24276494979858398,33,40,31
1849,0,0.20623493194580078,37,21,25
1850,2,0.22481894493103027,27,27,39
1851,0,0.20476102828979492,38,20,27
1852,0,0.24654805660247803,42,27,28
1853,1,0.1881169080734253,22,40,24
1854,1,0.1974949836730957,24,38,23
1855,2,0.1844390630722046,21,21,38
1856,0,0.2160400152206421,41,26,25
1857,0,0.23475706577301025,38,28,37
1858,0,0.17767298221588135,39,27,23
1859,2,0.19424092769622803,19,27,37
1860,1,0.1757059097290039,26,38,17
1861,0,0.20726799964904785,36,21,18
1862,2,0.19858503341674805,24,27,39
1863,1,0.2432260513305664,28,41,25
1864,1,0.19135403633117676,20,41,22
1865,2,0.19700300693511963,26,25,45
1866,1,0.20544397830963135,22,40,20
1867,0,0.20538091659545898,40,26,23
1868,2,0.2590740919113159,41,42,45
1869,1,0.21119797229766846,24,40,39
1870,2,0.22452807426452637,27,38,39
1871,2,0.20633697509765625,25,22,43
1872,0,0.1912440061569214,44,24,23
1873,1,0.28430700302124023,25,42,40
1874,0,0.21696698665618896,39,24,26
1875,1,0.2835160493850708,20,41,17
1876,2,0.21751296520233154,22,26,41
1877,2,0.24129796028137207,24,20,39
1878,2,0.21203100681304932,26,25,38
1879,1,0.22398900985717773,23,38,22
1880,0,0.16795694828033447,37,17,24
1881,2,0.3008929491043091,22,26,38
1882,2,0.18006110191345215,21,18,36
1883,2,0.29986608028411865,32,25,46
1884,1,0.20573198795318604,24,42,22
1885,1,0.24439799785614014,26,40,27
1886,2,0.2443639039993286,25,27,38
1887,0,0.22036206722259521,39,19,18
1888,1,0.20193004608154297,24,39,23
1889,2,0.2263319492340088,17,25,41
1890,0,0.195032000541687,40,22,20
1891,1,0.22906208038330078,24,42,26
1892,1,0.2623870372772217,24,41,29
1893,2,0.23037505149841309,21,32,40
1894,0,0.20990300178527832,38,25,27
1895,1,0.17921006679534912,27,37,19
1896,2,0.2324000597000122,17,25,37
1897,2,0.23621392250061035,22,37,38
1898,0,0.1819620132446289,38,20,27
1899,0,0.23442304134368896,38,24,28
1900,1,0.1959589719772339,24,37,19
1901,0,0.2486640214920044,42,26,24
1902,0,0.2126150131225586,38,23,26
1903,2,0.26753294467926025,31,28,42
1904,0,0.23985505104064941,42,31,27
1905,1,0.1978600025177002,23,38,17
1906,1,0.19754207134246826,26,36,25
1907,0,0.22815001010894775,36,24,26
1908,0,0.21669399738311768,40,19,23
1909,2,0.1973409652709961,27,27,38
1910,1,0.20750606060028076,29,43,25
1911,1,0.22863006591796875,27,42,30
1912,1,0.22050392627716064,24,43,27
1913,0,0.2330160140991211,41,22,30
1914,0,0.2618030309677124,41,30,25
1915,1,0.197701096534729,25,39,25
1916,0,0.22191095352172852,37,25,27
1917,0,0.167464017868042,36,18,22
1918,2,0.18501901626586914,27,24,41
1919,0,0.16611993312835693,38,21,16
1920,1,0.18469107151031494,23,38,22
1921,2,0.17858994007110596,26,26,40
1922,0,0.217695951461792,41,22,27
1923,1,0.19966506958007812,28,38,24
1924,0,0.2418069839477539,44,26,44
1925,1,0.21312201023101807,27,36,27
1926,2,0.19728899002075195,21,21,40
1927,1,0.22739195823669434,25,42,23
1928,0,0.17407798767089844,38,22,23
1929,0,0.1619579792022705,38,21,24
1930,1,0.20392799377441406,25,39,27
1931,0,0.19833195209503174,40,26,30
1932,2,0.22924494743347168,28,26,40
1933,1,0.2514369487762451,22,39,18
1934,0,0.2332899570465088,38,28,27
1935,1,0.1880350112915039,19,38,25
1936,1,0.23897600173950195,30,39,24
1937,0,0.2214360237121582,38,24,27
1938,0,0.18287897109985352,38,22,22
1939,0,0.21205103397369385,41,22,26
1940,0,0.19404995441436768,37,24,22
1941,1,0.23026204109191895,22,38,24
1942,1,0.16461896896362305,22,39,18
1943,1,0.23092997074127197,21,39,26
1944,2,0.2420099973678589,37,25,39
1945,2,0.21342706680297852,23,26,40
1946,1,0.20385289192199707,21,36,25
1947,0,0.1771479845046997,37,28,26
1948,0,0.18987596035003662,40,23,23
1949,1,0.2279449701309204,24,41,25
1950,1,0.16862905025482178,19,40,23
1951,2,0.2352520227432251,23,28,39
1952,2,0.19231796264648438,27,24,40
1953,0,0.2362229824066162,40,29,26
1954,0,0.15817105770111084,36,18,28
1955,0,0.21771395206451416,38,23,25
1956,1,0.27393996715545654,25,41,27
1957,0,0.24236595630645752,38,26,26
1958,1,0.19886302947998047,26,38,22
1959,2,0.28495490550994873,32,25,44
1960,1,0.1745140552520752,23,40,21
1961,0,0.19944798946380615,40,39,30
1962,0,0.2549349069595337,46,26,31
1963,1,0.19520294666290283,26,43,23
1964,1,0.24663102626800537,21,40,28
1965,0,0.20792198181152344,41,32,27
1966,0,0.2001570463180542,38,26,25
1967,2,0.2271280288696289,26,22,40
1968,0,0.1956319808959961,40,38,29
1969,1,0.1916869878768921,21,38,23
1970,1,0.264523983001709,29,35,26
1971,2,0.1917879581451416,28,21,41
1972,1,0.20637404918670654,27,36,26
1973,1,0.26082003116607666,23,41,22
1974,2,0.24122190475463867,29,27,41
1975,0,0.21849501132965088,43,24,22
1976,1,0.23648905754089355,22,44,26
1977,0,0.268218994140625,36,22,22
1978,1,0.19245803356170654,21,42,29
1979,0,0.2181689739227295,41,26,23
1980,2,0.20379996299743652,21,21,44
1981,1,0.2317579984664917,25,43,29
1982,1,0.20729291439056396,21,38,27
1983,1,0.1953359842300415,26,41,25
1984,0,0.21150708198547363,37,26,23
1985,1,0.22720003128051758,25,41,41
1986,1,0.19564199447631836,25,39,27
1987,2,0.2092059850692749,25,29,42
1988,2,0.2233060598373413,21,22,42
1989,2,0.22715294361114502,28,25,44
1990,2,0.2450169324874878,28,29,41
1991,2,0.22769105434417725,24,31,45
1992,2,0.2107909917831421,27,32,40
1993,2,0.19291794300079346,26,22,43
1994,2,0.21332299709320068,29,23,40
1995,2,0.22442996501922607,27,23,43
1996,0,0.20886099338531494,37,24,23
1997,1,0.21908605098724365,26,42,29
1998,1,0.22164905071258545,20,38,22
1999,2,0.2277740240097046,25,26,40
2000,1,0.2152639627456665,25,38,24
2001,0,0.19194495677947998,40,23,19
2002,1,0.1763460636138916,22,38,27
2003,0,0.22829794883728027,41,41,22
2004,2,0.2089838981628418,22,26,39
2005,1,0.2339850664138794,21,38,27
2006,2,0.21891999244689941,22,29,38
2007,1,0.19565296173095703,28,39,29
2008,0,0.214758038520813,40,24,38
2009,1,0.33564603328704834,22,39,25
2010,0,0.21153998374938965,36,22,25
2011,0,0.20899498462677002,37,21,21
2012,2,0.21962499618530273,23,23,42
2013,0,0.21093404293060303,36,20,24
2014,2,0.21313202381134033,38,19,39
2015,1,0.20570898056030273,27,38,24
2016,1,0.21897506713867188,26,41,22
2017,2,0.23435306549072266,23,21,40
2018,0,0.1975640058517456,36,29,24
2019,0,0.1770329475402832,40,23,18
2020,2,0.23791301250457764,38,30,39
2021,1,0.2447279691696167,26,41,26
2022,1,0.23387396335601807,23,39,24
2023,1,0.15659093856811523,24,36,25
2024,1,0.20540893077850342,27,40,27
2025,0,0.22923696041107178,42,22,26
2026,2,0.2348799705505371,26,23,42
2027,1,0.21020996570587158,27,38,38
2028,2,0.26214301586151123,29,31,42
2029,0,0.17376697063446045,40,18,24
2030,1,0.2815709114074707,26,45,18
2031,0,0.18738007545471191,38,28,25
2032,1,0.19478893280029297,24,42,22
2033,0,0.21921801567077637,38,21,25
2034,2,0.18998801708221436,27,22,40
2035,1,0.187142014503479,22,37,26
2036,1,0.17123401165008545,23,38,18
2037,1,0.21334302425384521,22,40,37
2038,1,0.1709909439086914,20,36,22
2039,2,0.168739914894104,27,21,40
2040,2,0.19168293476104736,22,28,39
2041,2,0.22336101531982422,20,28,38
2042,1,0.24428999423980713,26,41,30
2043,0,0.26684892177581787,41,32,31
2044,2,0.23389708995819092,27,19,37
2045,1,0.2328319549560547,25,37,25
2046,2,0.2273859977722168,24,24,41
2047,2,0.23556101322174072,25,22,38
2048,0,0.27228498458862305,43,24,27
2049,1,0.22903800010681152,27,41,25
2050,0,0.22507894039154053,39,21,27
2051,2,0.24422407150268555,28,38,40
2052,2,0.19672000408172607,20,27,41
2053,1,0.19722604751586914,19,37,19
2054,1,0.2580510377883911,23,41,27
2055,1,0.29342198371887207,26,40,24
2056,2,0.222802996635437,29,27,44
2057,1,0.1956028938293457,29,36,20
2058,2,0.19877493381500244,29,24,36
2059,0,0.23166704177856445,40,20,20
2060,2,0.22854292392730713,39,26,42
2061,0,0.20122694969177246,41,31,27
2062,0,0.20973193645477295,40,25,23
2063,1,0.18845009803771973,38,40,26
2064,1,0.2458730936050415,28,43,26
2065,2,0.21078097820281982,26,21,42
2066,1,0.19468200206756592,22,36,22
2067,2,0.19544994831085205,24,29,43
2068,2,0.20282995700836182,24,27,38
2069,0,0.19905602931976318,39,24,23
2070,2,0.19567811489105225,24,27,36
2071,1,0.20106399059295654,22,40,24
2072,1,0.19673407077789307,38,39,23
2073,0,0.21133995056152344,40,26,27
2074,0,0.2000960111618042,40,25,25
2075,2,0.22248506546020508,26,28,39
2076,1,0.19665300846099854,30,39,22
2077,1,0.24470293521881104,23,44,39
2078,0,0.22189295291900635,45,41,26
2079,0,0.20635592937469482,39,26,17
2080,1,0.18018507957458496,24,38,26
2081,1,0.26471996307373047,40,41,24
2082,2,0.21701395511627197,26,28,42
2083,0,0.21325910091400146,36,25,26
2084,0,0.2177029848098755,43,25,22
2085,1,0.23326408863067627,22,39,25
2086,0,0.19421005249023438,41,37,25
2087,2,0.2587989568710327,28,26,44
2088,1,0.26325905323028564,40,41,26
2089,0,0.20292198657989502,41,23,26
2090,1,0.19456207752227783,25,38,23
2091,1,0.23505699634552002,27,36,20
2092,1,0.19072091579437256,22,42,22
2093,0,0.19803106784820557,40,39,19
2094,2,0.24014806747436523,24,24,42
2095,0,0.23636198043823242,41,28,26
2096,0,0.17675292491912842,39,20,24
2097,1,0.21977198123931885,26,40,21
2098,2,0.18059492111206055,19,27,37
2099,2,0.25256502628326416,23,26,41
2100,1,0.22409605979919434,24,42,27
2101,2,0.20955109596252441,20,17,42
2102,0,0.20580804347991943,40,25,28
2103,0,0.20595300197601318,39,27,28
2104,1,0.2046719789505005,26,38,25
2105,1,0.19113397598266602,21,39,25
2106,2,0.1813439130783081,20,27,39
2107,0,0.1864079236984253,39,27,20
2108,0,0.1938260793685913,42,27,17
2109,2,0.21606910228729248,31,27,45
2110,1,0.2239840030670166,29,43,22
2111,2,0.23173809051513672,26,25,39
2112,1,0.1917020082473755,23,39,20
2113,0,0.17906200885772705,37,18,23
2114,1,0.20386004447937012,29,42,25
2115,1,0.2741529941558838,22,37,27
2116,2,0.23411500453948975,29,21,39
2117,0,0.1973409652709961,38,23,28
2118,0,0.2013099193572998,39,27,23
2119,0,0.2104569673538208,41,21,28
2120,2,0.192330002784729,21,24,39
2121,2,0.20686101913452148,23,24,41
2122,1,0.21229100227355957,20,36,16
2123,1,0.23274290561676025,27,43,41
2124,2,0.18752288818359375,20,29,39
2125,1,0.22187399864196777,23,39,28
2126,2,0.22808992862701416,40,26,43
2127,0,0.23948800563812256,41,30,23
2128,0,0.22427499294281006,39,26,24
2129,1,0.28561902046203613,22,38,26
2130,1,0.250899076461792,42,43,43
2131,2,0.19652605056762695,25,38,40
2132,2,0.1855480670928955,23,22,40
2133,0,0.17735302448272705,38,19,25
2134,0,0.22193801403045654,41,21,27
2135,2,0.20482206344604492,25,22,42
2136,2,0.20775306224822998,24,24,38
2137,2,0.18730401992797852,22,28,40
2138,1,0.19164395332336426,37,38,24
2139,0,0.3395669460296631,37,28,25
2140,0,0.20232892036437988,39,25,25
2141,0,0.19193291664123535,36,25,28
2142,1,0.16329705715179443,19,40,21
2143,1,0.20951902866363525,27,39,20
