GAME,WINNER,TIME,random,random,random
731,0,0.22872602939605713,39,26,24
732,0,0.2553650140762329,41,21,20
733,2,0.227524995803833,23,25,38
734,0,0.2255420684814453,37,22,24
735,0,0.25789403915405273,39,25,21
736,0,0.23897004127502441,41,25,22
737,0,0.24611902236938477,39,23,21
738,1,0.24925696849822998,21,36,26
739,0,0.22613894939422607,39,20,20
740,1,0.3563969135284424,30,43,28
741,1,0.20635700225830078,23,37,23
742,2,0.25691497325897217,23,27,39
743,2,0.2508600950241089,29,23,43
744,2,0.2675079107284546,30,21,42
745,0,0.24458599090576172,36,22,17
746,1,0.2747330665588379,24,43,26
747,0,0.24058198928833008,39,27,24
748,0,0.18865394592285156,41,18,21
749,0,0.23505806922912598,38,23,21
750,2,0.23584997653961182,24,21,41
751,0,0.2215719223022461,38,21,20
752,2,0.21594691276550293,25,22,38
753,1,0.20753800868988037,20,40,25
754,0,0.21950101852416992,39,25,25
755,2,0.2311699390411377,24,22,40
756,1,0.3226139545440674,27,39,23
757,2,0.274211049079895,24,24,35
758,0,0.28743302822113037,39,27,28
759,1,0.2443709373474121,25,40,21
760,2,0.2669769525527954,23,17,40
761,2,0.25991392135620117,22,28,36
762,0,0.22220909595489502,40,24,22
763,2,0.24281108379364014,21,27,38
764,0,0.26354002952575684,37,25,21
765,0,0.27410995960235596,40,26,26
766,0,0.2977409362792969,39,25,22
767,1,0.2149369716644287,26,40,25
768,2,0.2853279113769531,39,24,41
769,1,0.2530471086502075,18,44,28
770,1,0.26456594467163086,24,41,22
771,2,0.25620198249816895,22,23,38
772,1,0.23274099826812744,22,39,20
773,2,0.2604200839996338,20,25,35
774,1,0.30801093578338623,26,38,25
775,0,0.2567809820175171,41,23,20
776,2,0.26057398319244385,22,23,41
777,1,0.2906920909881592,18,40,24
778,0,0.23729491233825684,38,23,25
779,1,0.2733759880065918,25,41,28
780,0,0.2707020044326782,42,25,29
781,0,0.260469913482666,40,24,27
782,1,0.24739110469818115,24,37,22
783,1,0.26023900508880615,20,37,19
784,2,0.32743191719055176,38,23,43
785,0,0.23192107677459717,42,18,22
786,2,0.2791280746459961,27,27,39
787,1,0.24220097064971924,22,37,23
788,2,0.2510249614715576,24,26,42
789,2,0.220770001411438,28,24,38
790,0,0.25151896476745605,41,27,18
791,0,0.34682798385620117,46,30,41
792,2,0.23774397373199463,28,19,38
793,0,0.2418140172958374,38,22,23
794,1,0.27516603469848633,26,38,19
795,1,0.21219897270202637,23,38,23
796,1,0.30814695358276367,23,40,23
797,0,0.20079898834228516,37,20,21
798,0,0.23724794387817383,40,26,19
799,1,0.20907294750213623,24,43,22
800,1,0.22025907039642334,27,40,29
801,0,0.3377770185470581,40,23,26
802,1,0.21151399612426758,26,40,18
803,2,0.28839707374572754,25,27,39
804,0,0.24662506580352783,43,23,20
805,2,0.2415090799331665,26,23,39
806,0,0.23461699485778809,38,22,27
807,0,0.2565039396286011,40,27,24
808,0,0.32905709743499756,44,30,23
809,1,0.2086329460144043,24,40,16
810,1,0.24452996253967285,28,38,20
811,0,0.3304719924926758,36,23,25
812,1,0.2524060010910034,25,40,27
813,1,0.28782808780670166,29,41,28
814,0,0.28548598289489746,41,25,30
815,1,0.26921796798706055,38,41,24
816,0,0.2573009729385376,42,22,19
817,0,0.29171204566955566,43,27,27
818,0,0.2131669521331787,37,22,27
819,2,0.21773099899291992,25,27,38
820,0,0.25347399711608887,36,25,22
821,0,0.2128809690475464,41,22,23
822,1,0.2549639940261841,26,39,28
823,2,0.19794094562530518,25,23,38
824,1,0.21856796741485596,27,39,21
825,0,0.1994459629058838,36,25,22
826,1,0.23214292526245117,21,39,19
827,1,0.21380996704101562,21,40,28
828,0,0.2183290719985962,40,28,21
829,0,0.25209009647369385,38,20,26
830,1,0.22501003742218018,22,39,21
831,0,0.23628592491149902,42,22,26
832,0,0.2251490354537964,40,27,23
833,1,0.20225095748901367,20,38,38
834,2,0.2712589502334595,23,28,40
835,0,0.2260129451751709,39,28,26
836,1,0.2390040159225464,19,41,24
837,0,0.20296704769134521,37,21,17
838,0,0.20897197723388672,38,21,20
839,1,0.2505539655685425,28,40,25
840,2,0.21715903282165527,23,25,38
841,1,0.2276780605316162,29,41,33
842,2,0.2490910291671753,21,25,39
843,0,0.20966601371765137,36,20,19
844,1,0.26775503158569336,26,39,24
845,1,0.27022504806518555,29,39,25
846,0,0.2956429719924927,40,29,24
847,1,0.2738480567932129,21,40,22
848,0,0.3191399574279785,45,24,25
849,1,0.25573694705963135,24,37,25
850,1,0.252795934677124,21,39,22
851,0,0.3183939456939697,39,27,21
852,1,0.22905802726745605,26,41,22
853,1,0.27777099609375,29,38,23
854,1,0.2656829357147217,28,39,20
855,1,0.22845399379730225,25,40,20
856,1,0.37537097930908203,22,38,38
857,0,0.2656869888305664,36,25,21
858,0,0.25940895080566406,42,32,28
859,1,0.2305920124053955,26,36,25
860,1,0.32573091983795166,22,43,25
861,0,0.2407369613647461,42,24,24
862,0,0.21176302433013916,38,21,19
863,1,0.31592094898223877,25,39,24
864,2,0.2690800428390503,18,22,39
865,0,0.23380804061889648,39,20,27
866,0,0.2942240238189697,42,25,26
867,1,0.2503359317779541,21,39,19
868,2,0.32868897914886475,26,30,44
869,2,0.252439022064209,22,20,39
870,1,0.27149903774261475,22,42,28
871,0,0.27959299087524414,42,18,26
872,0,0.2382359504699707,38,25,27
873,0,0.21601688861846924,40,25,25
874,2,0.307873010635376,26,25,43
875,0,0.19843697547912598,41,28,19
876,1,0.2390880584716797,27,41,21
877,0,0.20829010009765625,40,20,21
878,0,0.24115705490112305,41,23,22
879,2,0.22584295272827148,27,23,36
880,0,0.26034796237945557,40,28,32
881,1,0.25495004653930664,25,41,27
882,2,0.24958300590515137,24,22,42
883,1,0.2218630313873291,23,41,25
884,2,0.24422788619995117,30,27,43
885,1,0.24504303932189941,25,40,26
886,1,0.23382508754730225,30,39,24
887,1,0.2276620864868164,25,37,24
888,0,0.26601696014404297,43,22,24
889,1,0.22654497623443604,25,40,25
890,2,0.19621098041534424,25,26,42
891,2,0.23436498641967773,25,25,39
892,1,0.20654797554016113,24,39,27
893,0,0.250669002532959,38,22,24
894,1,0.20322895050048828,26,37,24
895,1,0.23586106300354004,26,43,27
896,0,0.23764896392822266,40,27,37
897,0,0.2026439905166626,40,22,27
898,0,0.22597599029541016,39,26,29
899,0,0.23719501495361328,36,26,28
900,0,0.21905899047851562,41,22,24
901,0,0.22351205348968506,39,23,21
902,0,0.20323801040649414,40,26,26
903,2,0.24982202053070068,23,18,40
904,0,0.28475892543792725,43,27,23
905,2,0.2647979259490967,29,27,43
906,2,0.16173994541168213,21,25,38
907,0,0.25694406032562256,38,25,29
908,0,0.16502094268798828,40,19,20
909,1,0.20761394500732422,23,41,24
910,0,0.23109793663024902,40,23,26
911,1,0.19357800483703613,16,38,29
912,2,0.22318994998931885,26,23,37
913,1,0.24205195903778076,24,39,19
914,1,0.30776095390319824,32,43,25
915,0,0.23039090633392334,38,25,24
916,0,0.28112995624542236,43,28,40
917,0,0.21582698822021484,37,27,25
918,1,0.21034693717956543,26,43,23
919,0,0.2158600091934204,40,24,23
920,2,0.22903704643249512,31,42,43
921,1,0.2003180980682373,27,42,26
922,0,0.2115340232849121,44,22,23
923,0,0.22725796699523926,37,19,24
924,0,0.2588229179382324,41,23,23
925,1,0.21890902519226074,21,38,27
926,1,0.19719505310058594,25,39,22
927,0,0.22127699851989746,40,21,25
928,0,0.21460092067718506,38,26,27
929,1,0.17372405529022217,17,37,24
930,0,0.24289202690124512,44,25,24
931,2,0.24005591869354248,19,30,41
932,2,0.2234179973602295,26,28,36
933,2,0.2152869701385498,23,28,41
934,1,0.25435495376586914,22,37,24
935,1,0.20412802696228027,27,38,37
936,1,0.31707608699798584,23,39,24
937,0,0.23214209079742432,38,24,23
938,2,0.24108600616455078,27,29,41
939,0,0.20270097255706787,39,25,25
940,1,0.23543298244476318,19,43,24
941,2,0.19364500045776367,22,21,39
942,0,0.2262880802154541,38,23,22
943,0,0.29788804054260254,42,30,25
944,0,0.2748289108276367,39,27,39
945,2,0.22810101509094238,17,26,42
946,1,0.2340620756149292,19,43,27
947,0,0.18243193626403809,38,25,23
948,2,0.3061330318450928,31,32,44
949,1,0.22756195068359375,40,45,24
950,0,0.2607231140136719,36,25,20
951,2,0.17656195163726807,20,26,39
952,2,0.3186739683151245,26,31,40
953,1,0.21682500839233398,27,41,21
954,1,0.30658602714538574,29,40,28
955,1,0.22326207160949707,26,41,22
956,2,0.2429419755935669,25,38,40
957,0,0.20699596405029297,40,28,25
958,0,0.255031943321228,36,27,24
959,1,0.2850569486618042,24,41,25
960,1,0.21805906295776367,23,41,26
961,1,0.20578598976135254,23,40,24
962,2,0.26816701889038086,16,20,45
963,1,0.24918889999389648,25,41,27
964,1,0.22859394550323486,21,39,23
965,1,0.21590495109558105,27,37,23
966,0,0.1999669075012207,41,22,22
967,0,0.24403893947601318,44,22,26
968,1,0.19124901294708252,20,38,25
969,0,0.235029935836792,41,22,27
970,2,0.20676898956298828,24,26,40
971,0,0.2070460319519043,38,24,23
972,0,0.16522693634033203,38,26,23
973,1,0.2558269500732422,40,42,28
974,0,0.21378493309020996,40,27,23
975,1,0.20893895626068115,39,40,26
976,0,0.22169899940490723,37,21,25
977,0,0.24566495418548584,41,27,40
978,1,0.21766698360443115,39,42,26
979,0,0.21886193752288818,41,30,23
980,0,0.16336393356323242,39,25,17
981,2,0.25380802154541016,25,18,43
982,0,0.2240769863128662,40,27,36
983,2,0.2371370792388916,25,30,42
984,0,0.23503005504608154,43,20,27
985,1,0.2254009246826172,26,38,25
986,0,0.2392040491104126,43,27,23
987,0,0.2427070140838623,38,23,25
988,2,0.24570202827453613,28,25,45
989,0,0.30868303775787354,43,21,25
990,1,0.25130510330200195,27,41,18
991,0,0.1719139814376831,37,24,28
992,0,0.2117999792098999,41,19,38
993,1,0.2320239543914795,26,38,25
994,0,0.23498106002807617,41,29,27
995,0,0.2261439561843872,39,19,38
996,2,0.23844003677368164,25,26,39
997,0,0.19173097610473633,42,28,23
998,0,0.19926691055297852,36,22,25
999,0,0.21709907054901123,41,23,25
1000,1,0.16297602653503418,24,41,24
1001,1,0.2022780179977417,27,36,25
1002,2,0.20325100421905518,24,27,42
1003,2,0.2484149932861328,26,33,44
1004,1,0.194269061088562,27,38,18
1005,2,0.23733699321746826,28,21,36
1006,2,0.25077295303344727,30,24,43
1007,0,0.20138192176818848,38,26,28
1008,0,0.19644904136657715,38,28,21
1009,1,0.25081396102905273,30,42,25
1010,0,0.2957049608230591,44,42,29
1011,1,0.2522200345993042,24,38,26
1012,1,0.219757080078125,24,41,24
1013,1,0.21876704692840576,25,39,26
1014,0,0.2179429531097412,38,23,28
1015,0,0.20196306705474854,39,23,27
1016,2,0.31246888637542725,28,23,40
1017,0,0.19818997383117676,36,27,23
1018,2,0.2000579833984375,21,25,40
1019,0,0.22441089153289795,42,26,25
1020,0,0.18325698375701904,37,20,15
1021,2,0.19623005390167236,24,21,38
1022,2,0.25986993312835693,25,40,41
1023,0,0.2016589641571045,39,26,20
1024,1,0.22065091133117676,38,39,24
1025,0,0.17709696292877197,38,28,22
1026,1,0.196990966796875,24,38,20
1027,1,0.2003389596939087,21,38,27
1028,2,0.2200239896774292,21,26,40
1029,1,0.17670702934265137,23,38,25
1030,1,0.21136105060577393,26,38,18
1031,0,0.20700299739837646,38,25,27
1032,1,0.19011998176574707,24,37,21
1033,1,0.22645092010498047,28,40,24
1034,2,0.1774529218673706,22,24,39
1035,0,0.21170401573181152,40,19,23
1036,2,0.19662702083587646,22,21,39
1037,2,0.2306380271911621,20,20,39
1038,2,0.19654405117034912,25,22,39
1039,1,0.26231205463409424,26,41,40
1040,0,0.22897601127624512,38,26,26
1041,0,0.1980910301208496,39,25,21
1042,0,0.23256099224090576,42,26,42
1043,2,0.21309804916381836,26,22,41
1044,2,0.20554006099700928,22,24,39
1045,2,0.21741509437561035,22,23,38
1046,0,0.1770949363708496,39,25,21
1047,0,0.23607206344604492,39,25,22
1048,0,0.2071160078048706,36,24,23
1049,1,0.21551907062530518,28,38,24
1050,2,0.25312304496765137,29,29,42
1051,1,0.19587302207946777,26,38,22
1052,2,0.25640201568603516,28,26,43
1053,0,0.2109510898590088,36,26,17
1054,1,0.21530389785766602,26,41,23
1055,0,0.2128159999847412,41,28,24
1056,1,0.23253405094146729,30,45,28
1057,2,0.24327802658081055,23,22,39
1058,0,0.23496592044830322,38,28,24
1059,1,0.21830391883850098,38,40,24
1060,1,0.21759796142578125,42,44,24
1061,2,0.21432805061340332,23,23,37
1062,0,0.23462200164794922,38,24,24
1063,0,0.18845903873443604,37,26,22
1064,2,0.24852991104125977,30,28,45
1065,1,0.20661497116088867,25,39,22
1066,1,0.19353103637695312,25,39,21
1067,0,0.20076501369476318,41,27,24
1068,1,0.19902503490447998,27,39,20
1069,2,0.19949603080749512,26,22,38
1070,0,0.23409199714660645,41,31,21
1071,2,0.23138201236724854,23,27,40
1072,0,0.19723796844482422,41,23,25
1073,1,0.19721198081970215,21,39,23
1074,2,0.19372296333312988,22,25,39
1075,0,0.22684705257415771,41,24,20
1076,1,0.2429180145263672,24,40,19
1077,2,0.22772490978240967,28,24,38
1078,1,0.19841396808624268,26,38,22
1079,0,0.27604401111602783,41,25,25
1080,1,0.20463502407073975,26,43,24
1081,0,0.2187349796295166,38,23,21
1082,0,0.22120404243469238,40,17,25
1083,1,0.21467900276184082,23,42,25
1084,2,0.2558990716934204,20,24,42
1085,2,0.20800602436065674,22,20,38
1086,1,0.25405097007751465,23,38,26
1087,2,0.24450194835662842,27,21,37
1088,2,0.2469409704208374,18,21,43
1089,2,0.2258850336074829,25,24,40
1090,0,0.17925703525543213,36,21,22
1091,1,0.211448073387146,23,43,27
1092,0,0.2083820104598999,40,26,21
1093,1,0.21581006050109863,23,38,25
1094,1,0.2125849723815918,23,41,24
1095,2,0.1951589584350586,20,19,37
1096,0,0.18052399158477783,37,22,23
1097,0,0.24078691005706787,40,27,36
1098,1,0.2143930196762085,28,42,26
1099,1,0.17844295501708984,19,36,20
1100,0,0.20680391788482666,43,26,26
1101,1,0.26616203784942627,26,45,32
1102,1,0.2316499948501587,21,39,23
1103,0,0.21307504177093506,40,30,22
1104,2,0.2561919689178467,25,19,36
1105,2,0.22086000442504883,28,27,38
1106,0,0.20571601390838623,39,28,22
1107,1,0.22714102268218994,26,38,18
1108,0,0.2214430570602417,40,39,24
1109,0,0.29299795627593994,43,25,43
1110,2,0.24762892723083496,22,22,36
1111,1,0.2082279920578003,27,39,32
1112,1,0.21975493431091309,27,41,29
1113,0,0.2523469924926758,43,40,27
1114,0,0.20201802253723145,39,25,22
1115,2,0.26549994945526123,22,25,37
1116,0,0.21323394775390625,41,17,24
1117,0,0.20653796195983887,39,21,22
1118,1,0.2306499481201172,29,41,24
1119,0,0.21563899517059326,44,25,24
1120,0,0.21315908432006836,36,20,27
1121,2,0.21377801895141602,25,25,39
1122,2,0.20804095268249512,20,20,39
1123,1,0.1901489496231079,27,37,25
1124,1,0.2722311019897461,31,38,28
1125,0,0.19333302974700928,41,24,24
1126,2,0.22453999519348145,26,25,39
1127,0,0.237280011177063,37,26,23
1128,0,0.2528179883956909,41,41,33
1129,2,0.25872504711151123,25,25,38
1130,1,0.2302790880203247,28,39,26
1131,2,0.21418404579162598,16,23,40
1132,2,0.18164598941802979,24,17,38
1133,1,0.22019100189208984,23,41,26
1134,1,0.26608800888061523,29,42,30
1135,0,0.21229302883148193,40,24,23
1136,2,0.22783398628234863,28,26,43
1137,0,0.22936904430389404,40,26,20
1138,0,0.24028706550598145,36,27,27
1139,2,0.17343997955322266,28,18,36
1140,0,0.2096329927444458,41,27,18
1141,0,0.29053008556365967,43,41,40
1142,2,0.2525418996810913,19,31,39
1143,2,0.21460294723510742,38,24,41
1144,2,0.2255549430847168,28,31,41
1145,0,0.24281001091003418,37,25,20
1146,0,0.2460249662399292,41,24,25
1147,0,0.23238897323608398,38,22,27
1148,2,0.25094103813171387,37,24,39
1149,1,0.3026469945907593,38,43,23
1150,2,0.24561607837677002,23,30,41
1151,0,0.24611592292785645,42,38,22
1152,0,0.18308794498443604,39,23,25
1153,0,0.2111949920654297,38,27,22
1154,0,0.20525908470153809,41,19,21
1155,0,0.1833280324935913,40,19,22
1156,2,0.19189703464508057,22,22,38
1157,1,0.22088396549224854,22,41,27
1158,0,0.22613298892974854,44,27,26
1159,0,0.21050000190734863,43,28,24
1160,0,0.21021997928619385,38,28,22
1161,1,0.28733503818511963,39,42,30
1162,0,0.2194739580154419,41,26,25
1163,0,0.22502100467681885,38,23,28
1164,2,0.21422195434570312,22,26,38
1165,0,0.17835593223571777,37,20,21
1166,1,0.20940399169921875,24,43,19
1167,2,0.19397592544555664,27,20,39
1168,2,0.20560598373413086,25,25,40
1169,1,0.17548096179962158,27,43,26
1170,1,0.2008650302886963,22,39,22
1171,2,0.24412298202514648,27,25,41
1172,2,0.21400797367095947,27,26,38
1173,0,0.2195119857788086,40,23,23
1174,0,0.16871607303619385,38,18,23
1175,2,0.17843806743621826,23,24,39
1176,0,0.16578197479248047,36,27,26
1177,2,0.22130203247070312,24,24,45
1178,0,0.18225502967834473,37,21,25
1179,0,0.20653104782104492,45,28,19
1180,1,0.19045507907867432,22,38,26
1181,1,0.18984496593475342,25,42,25
1182,1,0.20107197761535645,24,44,22
1183,0,0.1921370029449463,41,26,23
1184,0,0.2251650094985962,44,27,23
1185,1,0.22832095623016357,24,42,23
1186,2,0.21596205234527588,24,25,41
1187,1,0.20171093940734863,25,40,25
1188,2,0.22058391571044922,26,28,42
1189,0,0.20534706115722656,38,26,26
1190,1,0.20823299884796143,27,38,21
1191,1,0.21501994132995605,25,41,26
1192,0,0.20973992347717285,39,21,19
1193,1,0.20438599586486816,26,39,24
1194,1,0.17834806442260742,25,40,27
1195,1,0.24197399616241455,23,43,27
1196,0,0.2211970090866089,39,39,29
1197,2,0.21359193325042725,27,27,40
1198,2,0.2517479658126831,24,32,41
1199,1,0.23319900035858154,21,40,39
1200,1,0.17999398708343506,17,39,37
1201,0,0.23360097408294678,37,27,29
1202,1,0.19698703289031982,25,40,21
1203,1,0.2321169376373291,24,37,29
1204,1,0.20507895946502686,25,40,22
1205,1,0.23714900016784668,25,38,23
1206,0,0.20934593677520752,37,24,22
1207,2,0.24110400676727295,27,27,42
1208,1,0.18680799007415771,27,39,23
1209,1,0.27215301990509033,25,41,25
1210,2,0.16433203220367432,20,26,36
1211,0,0.17666399478912354,37,18,27
1212,1,0.24667596817016602,40,41,26
1213,2,0.23862802982330322,22,37,38
1214,1,0.23501598834991455,20,40,26
1215,2,0.18140697479248047,20,27,38
1216,2,0.18417203426361084,18,23,41
1217,2,0.2162719964981079,23,26,38
1218,1,0.18547499179840088,25,37,17
1219,1,0.20726895332336426,24,36,20
1220,0,0.18692898750305176,40,27,19
1221,0,0.18104791641235352,41,23,22
1222,2,0.21731901168823242,26,30,41
1223,1,0.17250895500183105,38,39,22
1224,1,0.1984860897064209,22,39,22
1225,0,0.2030249834060669,35,24,24
1226,0,0.2287660837173462,38,27,27
1227,0,0.23003292083740234,39,26,29
1228,0,0.2656060457229614,36,29,24
1229,0,0.24357998371124268,40,28,29
1230,1,0.316972017288208,25,38,27
1231,0,0.2485520839691162,36,29,25
1232,2,0.19366800785064697,25,22,37
1233,0,0.17259204387664795,40,23,19
1234,1,0.20034801959991455,25,39,26
1235,0,0.212691068649292,41,26,24
1236,1,0.1913280487060547,21,41,26
1237,1,0.19603800773620605,19,38,26
1238,1,0.2252439260482788,23,41,18
1239,0,0.20997297763824463,36,27,23
1240,0,0.2413100004196167,38,27,38
1241,2,0.22621500492095947,23,23,38
1242,0,0.1867619752883911,41,17,21
1243,0,0.22165000438690186,45,18,22
1244,1,0.21185803413391113,26,37,23
1245,0,0.2551569938659668,37,24,15
1246,1,0.2330549955368042,36,40,40
1247,0,0.22642600536346436,40,24,26
1248,0,0.21133100986480713,41,41,18
1249,0,0.23383593559265137,41,20,25
1250,2,0.20610308647155762,21,25,40
1251,1,0.19621896743774414,26,38,28
1252,2,0.19600999355316162,28,24,38
1253,2,0.2426990270614624,28,25,44
1254,0,0.3173239231109619,43,30,28
1255,0,0.1842479705810547,40,22,24
1256,1,0.2301269769668579,25,39,25
1257,2,0.19320905208587646,17,22,40
1258,0,0.16984796524047852,39,25,24
1259,2,0.19466400146484375,20,20,39
1260,2,0.1934279203414917,16,27,42
1261,0,0.24713504314422607,37,17,26
1262,1,0.230383038520813,21,40,24
1263,0,0.209381103515625,37,20,19
1264,2,0.2816300392150879,22,26,42
1265,1,0.2228410243988037,28,39,23
1266,2,0.2144850492477417,21,21,40
1267,2,0.2290968894958496,26,25,42
1268,1,0.23200106620788574,24,42,27
1269,0,0.1988379955291748,42,25,25
1270,0,0.2145920991897583,43,25,30
1271,0,0.1714479923248291,38,27,17
1272,1,0.18635404109954834,23,39,20
1273,2,0.17914295196533203,20,23,41
1274,2,0.19001305103302002,25,23,39
1275,2,0.17769193649291992,26,23,37
1276,2,0.20987391471862793,24,25,41
1277,1,0.21080505847930908,27,37,29
1278,1,0.20903897285461426,25,37,28
1279,2,0.22427499294281006,26,25,42
1280,1,0.21500003337860107,24,40,19
1281,1,0.21324193477630615,25,39,25
1282,2,0.17202401161193848,25,20,39
1283,2,0.18549799919128418,20,22,40
1284,0,0.22977197170257568,38,27,22
1285,0,0.21098995208740234,40,22,23
1286,1,0.19300508499145508,23,39,25
1287,0,0.18780791759490967,39,25,25
1288,0,0.2330399751663208,43,24,25
1289,0,0.2553839683532715,40,24,20
1290,2,0.23670101165771484,40,30,41
1291,1,0.2289729118347168,25,38,24
1292,0,0.20518898963928223,38,27,28
1293,1,0.21376097202301025,28,44,27
1294,2,0.19716405868530273,25,17,37
1295,0,0.1910400390625,39,22,26
1296,1,0.23268604278564453,28,37,25
1297,0,0.22134804725646973,43,22,25
1298,2,0.22112500667572021,24,28,44
1299,2,0.2162860631942749,19,25,39
1300,2,0.2905970811843872,25,23,39
1301,1,0.2094041109085083,25,42,22
1302,1,0.20158600807189941,26,36,25
1303,0,0.17207694053649902,38,20,24
1304,1,0.2240159511566162,25,44,28
1305,1,0.2304689884185791,40,46,27
1306,0,0.21510207653045654,37,28,25
1307,0,0.23292899131774902,45,27,28
1308,2,0.21109294891357422,27,24,38
1309,2,0.2181529998779297,26,28,38
1310,0,0.2328120470046997,42,25,24
1311,1,0.20967304706573486,24,40,21
1312,0,0.1777510643005371,40,24,17
1313,0,0.1661369800567627,38,22,19
1314,0,0.20517098903656006,40,23,26
1315,0,0.2656940221786499,40,27,19
1316,1,0.260775089263916,25,42,27
1317,2,0.1791290044784546,17,18,41
1318,0,0.2236030101776123,39,27,27
1319,1,0.24863803386688232,30,42,25
1320,1,0.2063840627670288,24,42,24
1321,0,0.21828508377075195,36,26,26
1322,0,0.18270695209503174,40,26,19
1323,0,0.23395705223083496,41,32,28
1324,0,0.21330296993255615,37,21,25
1325,0,0.22429895401000977,39,28,26
1326,0,0.2095940113067627,42,28,21
1327,0,0.2792940139770508,40,27,29
1328,0,0.19771194458007812,41,22,20
1329,1,0.21085500717163086,24,41,25
1330,2,0.2256009578704834,24,24,39
1331,0,0.1760920286178589,40,19,23
1332,0,0.25042200088500977,41,29,27
1333,0,0.1709979772567749,39,20,20
1334,0,0.22315001487731934,39,30,24
1335,1,0.19790196418762207,21,37,25
1336,1,0.2044280767440796,26,38,26
1337,2,0.2390369176864624,20,24,44
1338,0,0.21378397941589355,38,24,21
1339,0,0.23517608642578125,37,26,37
1340,2,0.16850805282592773,23,25,36
1341,2,0.2178119421005249,24,23,40
1342,0,0.22640204429626465,41,24,21
1343,0,0.20866096019744873,39,23,27
1344,1,0.2169170379638672,27,39,16
1345,2,0.20338702201843262,22,27,38
1346,2,0.20281004905700684,27,26,36
1347,2,0.2256389856338501,26,37,40
1348,1,0.2759360074996948,26,38,25
1349,1,0.2918130159378052,29,41,27
1350,1,0.25367701053619385,24,40,21
1351,0,0.24162495136260986,45,25,27
1352,2,0.2554579973220825,39,25,40
1353,0,0.20875096321105957,37,25,20
1354,1,0.19147789478302002,28,38,16
1355,2,0.19581389427185059,22,17,40
1356,1,0.2793920040130615,29,41,24
1357,2,0.1917099952697754,28,17,44
1358,2,0.22155404090881348,22,30,38
1359,0,0.22057604789733887,43,21,26
1360,2,0.22718095779418945,24,22,40
1361,2,0.25415992736816406,22,27,41
1362,0,0.2118089199066162,41,27,30
1363,0,0.20126104354858398,35,28,27
1364,1,0.19885599613189697,23,37,25
1365,0,0.24781692028045654,39,24,24
1366,0,0.17222905158996582,38,25,21
1367,0,0.20396602153778076,39,22,28
1368,1,0.22273409366607666,27,38,25
1369,2,0.2275019884109497,26,24,41
1370,0,0.2100130319595337,39,23,24
1371,0,0.2194579839706421,40,22,24
1372,0,0.22989106178283691,38,26,24
1373,0,0.23501205444335938,41,27,24
1374,0,0.23918390274047852,42,40,25
1375,2,0.20601403713226318,22,27,38
1376,0,0.2083749771118164,40,38,25
1377,1,0.2179659605026245,22,41,23
1378,1,0.20272696018218994,20,41,28
1379,1,0.28617799282073975,23,46,27
1380,1,0.1949549913406372,25,38,20
1381,0,0.21527504920959473,42,28,23
1382,2,0.22682297229766846,22,25,39
1383,0,0.22578299045562744,37,27,26
1384,0,0.20903503894805908,37,24,21
1385,2,0.1724400520324707,22,19,37
1386,1,0.21794605255126953,22,37,23
1387,1,0.21045398712158203,23,42,24
1388,2,0.25136804580688477,25,40,42
1389,0,0.20756089687347412,38,24,28
1390,1,0.22298407554626465,30,41,29
1391,0,0.27892398834228516,42,25,26
1392,0,0.23530197143554688,41,23,22
1393,0,0.1899780035018921,37,21,24
1394,2,0.22512197494506836,26,24,40
1395,1,0.21274197101593018,27,41,29
1396,2,0.21619296073913574,23,25,35
1397,2,0.23148000240325928,25,25,40
1398,0,0.19377601146697998,37,23,26
1399,2,0.2101670503616333,28,31,40
1400,2,0.2970839738845825,29,23,44
1401,0,0.19360506534576416,40,17,28
1402,2,0.2605719566345215,33,25,41
1403,1,0.22522103786468506,24,36,26
1404,2,0.18722403049468994,20,14,40
1405,0,0.18670296669006348,41,31,20
1406,1,0.2249159812927246,25,37,25
1407,1,0.22438395023345947,30,43,22
1408,0,0.1943509578704834,40,21,24
1409,0,0.20619702339172363,41,19,23
1410,0,0.20271003246307373,41,22,27
1411,1,0.2963749170303345,23,42,25
1412,2,0.20215392112731934,31,23,45
1413,1,0.2185729742050171,23,38,23
1414,0,0.22088396549224854,40,21,28
1415,1,0.22586393356323242,21,47,24
1416,2,0.19224798679351807,18,22,36
1417,0,0.21882593631744385,38,24,23
1418,0,0.25923705101013184,43,29,28
1419,1,0.1722869873046875,28,41,26
1420,2,0.2570699453353882,39,28,40
1421,0,0.20574605464935303,43,25,21
1422,1,0.20435893535614014,24,37,26
1423,0,0.2193659543991089,39,38,27
1424,2,0.18426001071929932,25,21,39
1425,0,0.2156599760055542,41,32,24
1426,0,0.2319120168685913,40,23,27
1427,0,0.23379600048065186,44,23,26
1428,1,0.2525089979171753,21,40,26
1429,0,0.17625999450683594,38,23,18
1430,0,0.2323969602584839,41,27,28
1431,1,0.2427680492401123,26,39,27
1432,2,0.24016308784484863,25,26,38
1433,0,0.18898093700408936,41,19,25
1434,2,0.17145991325378418,22,25,36
1435,1,0.22486698627471924,23,37,20
1436,1,0.22019195556640625,30,40,27
1437,0,0.2521449327468872,40,26,25
1438,0,0.23801100254058838,37,23,24
1439,1,0.272055983543396,18,41,27
1440,1,0.2605479955673218,27,44,23
1441,2,0.2630070447921753,27,41,42
1442,1,0.27434098720550537,28,44,28
1443,0,0.25101304054260254,41,25,27
