GAME,WINNER,TIME,big,big,big,big
1314,2,0.13988196849822998,35,35,59,36
1315,0,0.5496799945831299,57,32,42,49
1316,2,0.11257505416870117,28,42,53,35
1317,1,0.10877597332000732,42,53,28,28
1318,3,0.14684796333312988,28,28,36,59
1319,0,0.25839996337890625,59,43,28,52
1320,0,0.12078297138214111,59,36,28,28
1321,2,0.13676798343658447,35,35,59,36
1322,2,0.16130495071411133,43,35,52,42
1323,1,0.1610410213470459,35,59,43,28
1324,0,0.20550405979156494,52,36,42,35
1325,1,0.28247392177581787,35,59,43,28
1326,2,0.13259100914001465,28,21,59,29
1327,3,0.23645806312561035,35,35,42,53
1328,3,0.21775901317596436,35,43,28,59
1329,0,0.20248901844024658,52,36,35,42
1330,0,0.18704497814178467,59,36,35,35
1331,3,0.18355095386505127,35,28,42,53
1332,2,0.3990659713745117,35,35,59,43
1333,0,0.2371680736541748,53,35,21,42
1334,1,0.21343004703521729,52,59,36,28
1335,0,0.20918500423431396,57,42,39,46
1336,0,0.40296101570129395,57,39,42,46
1337,0,0.17287993431091309,52,42,36,52
1338,1,0.3047879934310913,52,59,29,35
1339,0,0.1561030149459839,52,35,43,35
1340,3,0.22703897953033447,35,21,42,53
1341,2,0.22530806064605713,29,28,52,42
1342,1,0.12051498889923096,35,53,35,28
1343,1,0.12478697299957275,35,59,36,35
1344,1,0.20207905769348145,28,59,36,28
1345,3,0.11838197708129883,43,28,21,59
1346,2,0.27694404125213623,52,28,59,36
1347,1,0.3644280433654785,43,52,35,42
1348,0,0.41194307804107666,59,28,35,43
1349,3,0.14754009246826172,35,21,42,53
1350,3,0.13950908184051514,35,21,42,53
1351,0,0.331697940826416,59,43,28,35
1352,0,0.1602269411087036,59,29,35,28
1353,2,0.16398394107818604,21,35,59,36
1354,3,0.15497004985809326,43,52,28,59
1355,1,0.14789795875549316,28,52,36,35
1356,0,0.18380701541900635,59,36,28,28
1357,0,0.3058570623397827,52,42,36,35
1358,0,0.43151700496673584,59,29,21,52
1359,2,0.4244530200958252,42,49,57,28
1360,0,0.1146390438079834,59,36,28,35
1361,1,0.15010690689086914,43,52,28,42
1362,1,0.20904898643493652,28,52,42,29
1363,0,0.22365295886993408,59,43,35,35
1364,1,0.296239972114563,21,59,36,35
1365,1,0.20491600036621094,28,59,43,28
1366,3,0.27372896671295166,28,43,35,59
1367,0,0.1872650384902954,53,28,28,42
1368,2,0.41022610664367676,39,49,57,39
1369,1,0.2162419557571411,35,59,29,28
1370,2,0.21740901470184326,35,43,59,35
1371,1,0.1636899709701538,28,59,43,35
1372,0,0.39321696758270264,52,43,35,42
1373,2,0.2951619625091553,35,35,59,36
1374,1,0.13459396362304688,42,53,35,35
1375,3,0.3705940246582031,35,35,36,59
1376,2,0.18268489837646484,21,28,59,29
1377,3,0.1441199779510498,35,42,36,52
1378,1,0.28690600395202637,28,59,36,35
1379,1,0.12754201889038086,43,59,21,28
1380,2,0.21159696578979492,43,35,52,42
1381,1,0.35403501987457275,49,57,32,42
1382,3,0.2837550640106201,39,42,46,57
1383,0,0.336448073387146,52,52,40,46
1384,2,0.3112061023712158,28,21,59,43
1385,3,0.14729011058807373,43,35,28,59
1386,2,0.1415170431137085,35,35,59,36
1387,2,0.26583194732666016,21,52,59,43
1388,2,0.1116189956665039,28,28,59,36
1389,3,0.22286200523376465,35,35,42,53
1390,3,0.24288296699523926,35,28,35,53
1391,3,0.21706199645996094,43,28,35,59
1392,3,0.3144679069519043,35,28,43,59
1393,2,0.32283103466033936,52,28,59,43
1394,0,0.23216402530670166,57,42,32,49
1395,3,0.5211690664291382,49,42,36,57
1396,3,0.11042594909667969,36,28,28,59
1397,1,0.29478299617767334,35,59,43,35
1398,0,0.3941720724105835,53,35,35,42
1399,0,0.3084230422973633,52,42,43,35
1400,1,0.24725794792175293,28,59,36,52
1401,1,0.1978670358657837,43,52,28,42
1402,3,0.561737060546875,42,43,35,52
1403,3,0.1401219367980957,35,43,28,59
1404,3,0.2957320213317871,43,35,35,59
1405,3,0.18684804439544678,35,35,42,53
1406,1,0.16794705390930176,35,59,36,35
1407,0,0.136086106300354,59,43,35,28
1408,2,0.11967694759368896,21,35,59,36
1409,2,0.2511410713195801,28,28,59,43
1410,2,0.29058706760406494,28,42,53,28
1411,3,0.22265100479125977,52,36,35,59
1412,0,0.13292992115020752,59,43,28,21
1413,1,0.24049806594848633,28,59,43,35
1414,1,0.1474289894104004,42,53,28,28
1415,0,0.11447608470916748,59,29,21,35
1416,2,0.2587329149246216,46,42,57,39
1417,2,0.13508808612823486,35,35,59,43
1418,3,0.12965905666351318,43,35,21,59
1419,1,0.23548591136932373,35,52,42,36
1420,3,0.32219207286834717,36,35,52,59
1421,0,0.11708998680114746,53,28,21,42
1422,0,0.1303189992904663,59,36,28,28
1423,0,0.3790459632873535,59,36,35,35
1424,0,0.4827389717102051,59,43,35,35
1425,0,0.21381902694702148,57,42,36,49
1426,2,0.41807401180267334,52,32,59,43
1427,1,0.11033904552459717,42,53,35,35
1428,2,0.25579798221588135,35,52,59,36
1429,1,0.2130110263824463,35,59,36,35
1430,3,0.12820494174957275,28,35,35,53
1431,1,0.15386903285980225,36,59,21,35
1432,0,0.33196794986724854,52,39,46,43
1433,1,0.29864299297332764,42,57,39,46
1434,1,0.1313610076904297,35,59,36,21
1435,2,0.2871450185775757,36,35,52,42
1436,3,0.16393303871154785,35,39,49,57
1437,0,0.11061501502990723,59,43,28,35
1438,3,0.25455403327941895,42,43,28,52
1439,3,0.23874104022979736,43,28,35,59
1440,0,0.12230396270751953,59,36,35,35
1441,2,0.17321205139160156,52,28,59,36
1442,0,0.16936790943145752,59,36,28,52
1443,3,0.21572303771972656,35,35,42,53
1444,2,0.3893609046936035,28,35,59,43
1445,1,0.12789201736450195,42,53,28,28
1446,0,0.24101698398590088,59,36,28,52
1447,0,0.1294339895248413,53,28,28,42
1448,1,0.21518206596374512,35,59,43,28
1449,0,0.18899893760681152,59,28,36,28
1450,2,0.22982406616210938,28,52,59,36
1451,2,0.12039792537689209,35,28,59,43
1452,1,0.12804102897644043,28,59,36,28
1453,3,0.2015979290008545,43,52,28,59
1454,2,0.13902497291564941,35,35,59,43
1455,2,0.19878697395324707,28,42,53,28
1456,2,0.1309819221496582,35,35,59,36
1457,2,0.16796696186065674,21,42,53,35
1458,1,0.19359207153320312,35,59,43,28
1459,3,0.12995994091033936,35,35,42,53
1460,1,0.4212759733200073,43,52,35,35
1461,1,0.276358962059021,35,59,43,28
1462,1,0.16856491565704346,28,59,43,28
1463,3,0.19990897178649902,35,28,35,53
1464,2,0.22255897521972656,42,36,52,35
1465,2,0.3128730058670044,35,52,59,40
1466,0,0.1802980899810791,59,43,28,28
1467,2,0.22152602672576904,32,52,59,43
1468,0,0.17041194438934326,52,28,42,43
1469,0,0.1215660572052002,53,28,28,42
1470,0,0.19596099853515625,52,21,42,36
1471,3,0.14208710193634033,43,35,28,59
1472,2,0.41241002082824707,21,35,59,43
1473,1,0.19721198081970215,35,59,28,43
1474,3,0.18756401538848877,43,52,32,59
1475,2,0.19975996017456055,35,28,59,43
1476,1,0.12212097644805908,28,59,36,35
1477,2,0.12518703937530518,35,35,59,36
1478,1,0.23141193389892578,42,53,28,28
1479,2,0.3058210611343384,28,28,59,36
1480,2,0.21271300315856934,35,35,59,43
1481,3,0.4935610294342041,43,42,35,52
1482,0,0.3092689514160156,59,36,21,52
1483,1,0.21593999862670898,46,57,42,39
1484,2,0.12131500244140625,28,42,53,28
1485,1,0.27330803871154785,36,59,28,28
1486,2,0.41328704357147217,39,49,57,39
1487,3,0.2003309726715088,42,36,35,52
1488,3,0.35696303844451904,43,28,52,59
1489,1,0.12685692310333252,28,59,36,35
1490,1,0.1286759376525879,35,59,43,35
1491,0,0.12030208110809326,59,36,35,35
1492,1,0.17858195304870605,42,53,35,21
1493,3,0.18666493892669678,35,42,43,52
1494,2,0.13469398021697998,42,36,52,21
1495,1,0.11979210376739502,42,53,21,35
1496,1,0.4217710494995117,28,59,52,43
1497,3,0.15289998054504395,35,35,42,53
1498,3,0.14613091945648193,43,28,35,59
1499,2,0.13184309005737305,28,28,59,36
1500,3,0.24795091152191162,42,21,28,53
1501,0,0.298321008682251,52,35,42,36
1502,1,0.3084070682525635,35,59,43,35
1503,2,0.25476598739624023,35,28,59,43
1504,2,0.42729198932647705,35,28,53,35
1505,3,0.17714595794677734,43,35,35,59
1506,1,0.14713895320892334,42,53,35,35
1507,2,0.18181800842285156,21,35,53,42
1508,1,0.1532829999923706,36,52,35,42
1509,3,0.13138794898986816,36,35,21,59
1510,1,0.15657711029052734,42,53,28,28
1511,2,0.23188292980194092,36,28,59,28
1512,0,0.1501380205154419,59,43,21,28
1513,0,0.487637996673584,59,54,39,52
1514,0,0.21306002140045166,52,28,42,43
1515,0,0.0979999303817749,59,29,28,28
1516,1,0.28993403911590576,35,59,43,28
1517,2,0.3107229471206665,28,42,53,28
1518,1,0.17281806468963623,52,59,29,28
1519,1,0.1765049695968628,28,59,36,14
1520,2,0.6281020641326904,35,28,59,36
1521,1,0.3039209842681885,28,59,43,35
1522,2,0.27358806133270264,42,46,57,35
1523,2,0.14977598190307617,28,28,59,29
1524,1,0.11607599258422852,28,59,36,21
1525,0,0.4352189302444458,57,39,39,49
1526,2,0.13145506381988525,36,28,59,28
1527,2,0.2410980463027954,28,21,59,43
1528,0,0.30253803730010986,59,36,35,35
1529,2,0.18296194076538086,28,28,59,29
1530,0,0.2813049554824829,52,43,28,42
1531,2,0.264415979385376,35,52,59,40
1532,3,0.15981101989746094,43,35,28,59
1533,1,0.1314849853515625,35,59,43,28
1534,1,0.5594500303268433,39,57,49,39
1535,3,0.21269893646240234,36,35,35,59
1536,2,0.1446230411529541,35,35,59,43
1537,3,0.23329401016235352,42,43,35,52
1538,2,0.19948804378509521,29,35,52,35
1539,3,0.21108496189117432,42,36,35,52
1540,2,0.1596050262451172,52,28,59,43
1541,1,0.19871604442596436,35,59,43,35
1542,3,0.24639809131622314,43,35,35,59
1543,0,0.18088889122009277,59,36,35,35
1544,2,0.23714101314544678,35,42,53,35
1545,2,0.11251604557037354,35,35,59,36
1546,2,0.16759800910949707,35,42,53,21
1547,2,0.15522396564483643,52,35,59,36
1548,0,0.1599029302597046,59,43,35,28
1549,3,0.22244799137115479,35,42,43,52
1550,1,0.28626298904418945,28,59,28,36
1551,3,0.1511770486831665,43,32,52,59
1552,2,0.20290493965148926,35,42,53,21
1553,1,0.13318002223968506,42,53,35,35
1554,3,0.1388239860534668,35,21,42,53
1555,3,0.2562459707260132,36,28,28,59
1556,0,0.2469639778137207,59,43,21,28
1557,1,0.12678003311157227,42,53,35,21
1558,0,0.20995604991912842,53,21,35,42
1559,3,0.1524639129638672,43,35,28,59
1560,0,0.2163679599761963,59,43,32,52
1561,2,0.23158001899719238,28,28,59,43
1562,3,0.3220059871673584,43,35,35,59
1563,0,0.4025599956512451,57,42,36,49
1564,3,0.2930179834365845,36,35,35,59
1565,1,0.10641002655029297,28,59,36,28
1566,0,0.3313649892807007,57,39,39,49
1567,3,0.15068399906158447,43,28,35,59
1568,2,0.24530696868896484,36,35,59,35
1569,0,0.13399600982666016,59,28,35,43
1570,2,0.13382911682128906,28,28,59,36
1571,0,0.2618149518966675,59,36,28,52
1572,1,0.37611401081085205,42,52,43,28
1573,0,0.16419804096221924,53,35,21,42
1574,2,0.28477799892425537,32,52,59,43
1575,2,0.25444304943084717,21,36,59,35
1576,1,0.15383696556091309,35,59,36,35
1577,3,0.45690202713012695,39,39,49,57
1578,2,0.1400090456008911,42,35,53,21
1579,0,0.5496900081634521,57,42,39,46
1580,1,0.21013998985290527,28,59,43,35
1581,0,0.16746890544891357,59,43,35,28
1582,3,0.14127695560455322,35,28,35,53
1583,3,0.21148693561553955,42,29,28,52
1584,3,0.35421693325042725,42,35,35,53
1585,2,0.25693798065185547,43,35,52,42
1586,2,0.330314040184021,35,35,59,36
1587,0,0.13580501079559326,53,28,28,42
1588,2,0.3008570671081543,52,28,59,36
1589,0,0.11992204189300537,59,36,28,28
1590,0,0.12788307666778564,59,43,28,21
1591,1,0.5463109016418457,52,59,54,39
1592,1,0.5435119867324829,39,57,49,39
1593,0,0.1427830457687378,52,28,42,43
1594,1,0.11488199234008789,42,53,28,28
1595,1,0.2096329927444458,52,59,29,35
1596,3,0.1223900318145752,36,21,35,59
1597,0,0.2312549352645874,52,35,42,36
1598,1,0.3034719228744507,42,52,35,43
1599,2,0.1362839937210083,35,42,53,35
1600,3,0.13283896446228027,43,35,35,59
1601,0,0.11722195148468018,59,36,28,28
1602,3,0.1838970184326172,35,35,42,53
1603,1,0.35100996494293213,46,57,42,39
1604,0,0.1422489881515503,53,35,21,42
1605,3,0.3691110610961914,43,35,35,59
1606,2,0.309298038482666,39,49,57,39
1607,2,0.48785507678985596,39,46,57,42
1608,1,0.2651960849761963,49,57,28,42
1609,0,0.09804904460906982,59,29,21,21
1610,2,0.22099804878234863,35,35,53,28
1611,1,0.1472470760345459,43,52,28,42
1612,0,0.12172603607177734,59,21,21,29
1613,0,0.16556799411773682,52,42,43,28
1614,1,0.11292600631713867,28,59,28,36
1615,1,0.17336499691009521,35,53,35,28
1616,2,0.31797802448272705,35,43,59,35
1617,0,0.2762399911880493,52,42,36,52
1618,1,0.19857299327850342,28,59,36,28
1619,2,0.26964402198791504,35,28,59,43
1620,0,0.19868600368499756,53,35,28,42
1621,1,0.12251293659210205,35,59,36,35
1622,3,0.14787602424621582,43,35,28,59
1623,2,0.20047903060913086,46,40,52,52
1624,2,0.11887502670288086,28,42,53,28
1625,3,0.25121307373046875,28,28,42,53
1626,0,0.15384304523468018,59,43,35,28
1627,2,0.19510102272033691,35,42,53,35
1628,2,0.149804949760437,35,35,59,43
1629,1,0.3070189952850342,52,59,36,28
1630,1,0.24457800388336182,42,53,35,35
1631,0,0.4298330545425415,57,42,32,49
1632,1,0.11507701873779297,36,59,28,28
1633,3,0.16761696338653564,28,28,42,53
1634,0,0.10783600807189941,53,28,35,42
1635,1,0.3120650053024292,35,59,36,21
1636,2,0.3477839231491089,36,52,59,28
1637,0,0.4913259744644165,57,39,42,46
1638,1,0.20662105083465576,28,59,43,28
1639,0,0.14187991619110107,59,43,35,35
1640,2,0.4146130084991455,32,52,59,43
1641,1,0.20777595043182373,42,53,35,35
1642,0,0.13538289070129395,59,43,35,28
1643,3,0.34668195247650146,35,35,42,53
1644,2,0.14854001998901367,35,42,53,35
1645,2,0.23664498329162598,39,46,57,42
1646,2,0.15163302421569824,28,35,59,43
1647,1,0.1815929412841797,28,59,35,43
1648,3,0.4751070737838745,35,28,42,53
1649,2,0.28089606761932373,42,36,52,52
1650,3,0.1713789701461792,43,32,52,59
1651,0,0.12550699710845947,59,36,35,28
1652,2,0.1215510368347168,21,42,53,35
1653,1,0.15368998050689697,35,59,36,28
1654,2,0.1177290678024292,28,28,59,36
1655,1,0.19949102401733398,52,59,36,35
1656,0,0.23295795917510986,59,43,35,28
1657,0,0.1578589677810669,53,35,42,35
1658,3,0.19377100467681885,43,35,28,59
1659,2,0.21336400508880615,21,42,53,35
1660,0,0.13708603382110596,59,36,28,28
1661,2,0.2481900453567505,28,28,59,36
1662,0,0.1909250020980835,53,28,35,35
1663,1,0.23313605785369873,28,59,21,43
1664,2,0.1141510009765625,28,42,53,35
1665,3,0.14406800270080566,28,42,43,52
1666,2,0.14478206634521484,35,35,59,36
1667,3,0.1303269863128662,35,21,42,53
1668,0,0.13238894939422607,53,35,21,42
1669,1,0.18497800827026367,42,53,21,28
1670,3,0.2460559606552124,36,28,28,59
1671,0,0.241705060005188,59,36,28,28
1672,2,0.3635890483856201,35,28,59,43
1673,0,0.327470064163208,52,35,36,52
1674,0,0.24315297603607178,53,28,28,42
1675,1,0.42273199558258057,46,57,42,39
1676,2,0.24114394187927246,28,52,59,36
1677,3,0.17731106281280518,35,21,42,53
1678,0,0.26396501064300537,59,43,32,52
1679,0,0.44033002853393555,57,39,42,46
1680,1,0.13934803009033203,35,59,43,35
1681,3,0.5323269367218018,39,39,49,57
1682,0,0.2907259464263916,59,43,35,28
1683,0,0.22967803478240967,59,36,28,52
1684,0,0.1749500036239624,59,29,21,52
1685,0,0.13675391674041748,59,36,35,35
1686,0,0.17872703075408936,57,39,39,49
1687,3,0.23717594146728516,43,35,35,59
1688,0,0.27841508388519287,52,43,35,35
1689,3,0.13868296146392822,35,21,42,53
1690,0,0.25514400005340576,52,35,35,43
1691,0,0.29360103607177734,59,43,28,28
1692,1,0.11599493026733398,42,53,28,35
1693,1,0.2665489912033081,35,59,43,35
1694,2,0.12980401515960693,28,28,59,36
1695,2,0.22248196601867676,28,35,59,43
1696,0,0.1503159999847412,59,43,32,52
1697,0,0.159682035446167,59,36,52,35
1698,1,0.11957597732543945,42,53,28,28
1699,3,0.14617395401000977,42,36,35,52
1700,3,0.3517329692840576,35,35,42,53
1701,2,0.1260889768600464,35,28,59,29
1702,3,0.11528301239013672,35,29,28,59
1703,1,0.1609179973602295,28,59,36,35
1704,1,0.3820120096206665,32,59,43,52
1705,2,0.37324297428131104,52,28,59,36
1706,0,0.4020730257034302,59,43,35,28
1707,1,0.12837493419647217,42,53,35,28
1708,2,0.2388089895248413,43,28,59,35
1709,0,0.13498902320861816,59,43,28,35
1710,3,0.09751391410827637,21,14,42,53
1711,0,0.1097099781036377,59,29,21,21
1712,2,0.1536639928817749,35,52,59,36
1713,2,0.20205998420715332,28,28,59,43
1714,1,0.4360901117324829,42,53,35,35
1715,0,0.21223902702331543,53,28,42,35
1716,1,0.16798698902130127,35,59,35,43
1717,2,0.12117898464202881,42,35,53,35
1718,0,0.22101199626922607,52,28,42,43
1719,2,0.5199459791183472,46,43,52,39
1720,3,0.13491499423980713,43,28,35,59
1721,2,0.1270509958267212,21,42,53,35
1722,1,0.2503780126571655,40,52,52,42
1723,3,0.2689019441604614,35,35,42,53
1724,1,0.1978740692138672,46,57,42,39
1725,0,0.10647499561309814,53,28,21,35
1726,0,0.13351500034332275,59,43,28,35
1727,1,0.1601560115814209,28,59,43,52
1728,2,0.13077104091644287,35,35,59,43
1729,1,0.1463230848312378,42,52,43,28
1730,1,0.15863704681396484,42,53,28,28
1731,1,0.16340303421020508,28,59,35,43
1732,1,0.2268509864807129,28,59,36,28
1733,2,0.17062509059906006,39,49,57,39
1734,0,0.16993498802185059,59,36,35,35
1735,2,0.2681620121002197,35,35,59,36
1736,2,0.13451600074768066,28,28,59,36
1737,1,0.2968069314956665,28,59,43,35
1738,2,0.11842691898345947,21,42,53,35
1739,2,0.261523962020874,39,49,57,35
1740,2,0.3400310277938843,36,35,59,35
1741,1,0.14487898349761963,52,59,36,28
1742,2,0.28999602794647217,35,42,53,35
1743,1,0.27337396144866943,49,57,42,36
1744,2,0.11844503879547119,35,35,59,43
1745,1,0.38330304622650146,28,53,28,42
1746,0,0.19723904132843018,52,52,42,36
1747,2,0.18480896949768066,28,21,59,43
1748,3,0.20293593406677246,40,52,35,59
1749,3,0.14725196361541748,36,52,28,59
1750,3,0.24239695072174072,36,21,35,59
1751,3,0.2861520051956177,43,35,28,59
1752,0,0.16721796989440918,59,43,35,28
1753,0,0.35868704319000244,53,28,42,28
1754,0,0.2525540590286255,59,43,28,35
1755,3,0.13428103923797607,42,29,28,52
1756,3,0.13399899005889893,42,29,28,52
1757,1,0.16137301921844482,36,52,52,42
1758,2,0.30992603302001953,35,35,59,36
1759,3,0.20216190814971924,40,39,52,59
1760,1,0.1125040054321289,42,53,21,35
1761,0,0.12415194511413574,59,36,35,35
1762,1,0.322733998298645,35,52,42,36
1763,0,0.2952549457550049,59,36,35,21
1764,1,0.15906298160552979,52,59,36,28
1765,1,0.2052299976348877,35,59,43,28
1766,2,0.15253400802612305,21,35,53,21
1767,1,0.1443270444869995,21,53,35,42
1768,2,0.24918699264526367,28,52,59,43
1769,3,0.14524304866790771,35,35,42,53
1770,0,0.3284909725189209,59,43,32,52
1771,2,0.24268603324890137,35,28,59,43
1772,0,0.14789903163909912,52,35,42,36
1773,2,0.11793100833892822,28,42,53,28
1774,1,0.32520592212677,28,59,52,36
1775,0,0.38737404346466064,52,42,40,52
1776,2,0.17450499534606934,35,35,59,36
1777,2,0.36387109756469727,35,52,59,29
1778,2,0.4616429805755615,28,35,59,43
1779,2,0.2204190492630005,28,36,59,28
1780,1,0.5306129455566406,42,57,46,39
1781,0,0.16065502166748047,52,28,42,43
1782,2,0.4438430070877075,39,46,57,42
1783,0,0.11396408081054688,59,36,35,35
1784,3,0.1402750015258789,43,21,28,59
1785,1,0.14576101303100586,35,59,29,52
1786,1,0.13200902938842773,28,59,43,21
1787,2,0.16810405254364014,36,35,59,35
1788,2,0.467663049697876,32,49,57,42
1789,3,0.16193902492523193,28,42,43,52
1790,0,0.1997380256652832,59,43,35,28
1791,2,0.24856793880462646,28,35,53,35
1792,3,0.19178998470306396,28,42,43,52
1793,3,0.3129880428314209,36,35,52,59
1794,2,0.1706780195236206,28,52,59,36
1795,3,0.19602501392364502,42,36,28,52
1796,2,0.3066849708557129,35,35,59,36
1797,1,0.13495302200317383,28,59,43,21
1798,0,0.26185905933380127,52,52,46,40
1799,1,0.2516430616378784,46,57,39,42
1800,1,0.14415395259857178,52,59,43,28
1801,3,0.2969210147857666,36,52,35,59
1802,1,0.3037639856338501,52,59,40,39
1803,0,0.2520890235900879,59,36,28,21
1804,1,0.11190104484558105,21,59,29,21
1805,3,0.13032209873199463,43,35,35,59
1806,0,0.5292490720748901,59,43,32,52
1807,0,0.21074295043945312,59,43,52,32
1808,0,0.376723051071167,57,39,42,46
1809,0,0.3545769453048706,59,43,28,35
1810,1,0.1295011043548584,28,59,43,35
1811,2,0.2790029048919678,35,42,53,35
1812,2,0.2003229856491089,35,42,53,35
1813,3,0.12049901485443115,35,21,42,53
1814,3,0.15445303916931152,43,35,35,59
1815,3,0.2767699956893921,35,36,35,59
1816,2,0.12153995037078857,28,42,53,28
1817,3,0.23785996437072754,28,21,42,53
1818,0,0.15744197368621826,59,43,52,21
1819,0,0.12162292003631592,59,36,35,35
1820,0,0.1306999921798706,53,28,28,42
1821,0,0.15116798877716064,59,36,35,52
1822,2,0.13827407360076904,52,28,59,36
1823,3,0.189284086227417,35,42,43,52
1824,0,0.10214805603027344,59,29,21,21
1825,0,0.1492319107055664,59,36,28,52
1826,0,0.19104993343353271,59,43,35,28
1827,1,0.13984298706054688,35,59,29,52
1828,1,0.19776701927185059,52,59,36,28
1829,2,0.11950600147247314,35,35,59,36
1830,0,0.318822979927063,52,42,43,35
1831,3,0.1880660057067871,43,35,35,59
1832,2,0.15468502044677734,28,35,59,43
1833,1,0.12294602394104004,42,53,35,28
1834,1,0.40640294551849365,39,57,49,35
1835,3,0.14677393436431885,35,35,42,53
1836,1,0.13774991035461426,42,53,35,35
1837,2,0.12051105499267578,35,28,59,43
1838,0,0.2515469789505005,59,43,52,28
1839,0,0.18557500839233398,52,35,42,36
1840,2,0.3267810344696045,28,42,53,28
1841,0,0.1197350025177002,59,36,35,35
1842,3,0.21747195720672607,36,35,35,59
1843,1,0.17922890186309814,28,52,42,43
1844,3,0.12439501285552979,43,35,35,59
1845,3,0.14258301258087158,43,35,28,59
1846,1,0.3365299701690674,42,52,35,36
1847,1,0.12965500354766846,42,53,35,28
1848,0,0.16260099411010742,59,36,52,35
1849,0,0.12236404418945312,59,36,28,35
1850,1,0.1250389814376831,35,59,36,28
1851,3,0.23061299324035645,35,35,42,53
1852,2,0.12624800205230713,21,42,53,35
1853,0,0.1401679515838623,59,36,28,35
1854,3,0.38415801525115967,39,39,49,57
1855,3,0.20978295803070068,42,35,35,53
1856,0,0.3817790746688843,53,35,42,35
1857,3,0.12077701091766357,36,35,35,59
1858,3,0.17997705936431885,43,35,35,59
1859,3,0.20783209800720215,21,35,43,52
1860,1,0.16343891620635986,43,52,28,42
1861,2,0.1293659210205078,35,42,53,21
1862,3,0.15658104419708252,43,28,35,59
1863,0,0.17494094371795654,52,35,35,43
1864,0,0.39285898208618164,59,43,35,35
1865,2,0.13193905353546143,35,42,53,35
1866,0,0.40666699409484863,53,35,28,35
1867,3,0.2194809913635254,52,35,36,59
1868,0,0.18201398849487305,59,28,52,36
1869,1,0.12758302688598633,42,53,28,28
1870,0,0.3124730587005615,59,40,52,35
1871,3,0.14107394218444824,29,52,35,59
1872,0,0.20505905151367188,59,43,28,28
1873,2,0.34300291538238525,52,39,59,40
1874,2,0.30735599994659424,35,35,53,42
1875,2,0.23776602745056152,28,52,59,36
1876,1,0.49312102794647217,49,57,42,36
1877,2,0.23859107494354248,35,28,59,29
1878,1,0.19326293468475342,52,59,36,28
1879,3,0.15272700786590576,43,35,28,59
1880,1,0.11485898494720459,35,59,36,35
1881,0,0.2821410894393921,59,43,35,28
1882,3,0.10875296592712402,28,28,42,53
1883,1,0.13788104057312012,28,59,43,35
1884,0,0.1651250123977661,59,36,28,52
1885,0,0.19236600399017334,59,43,28,35
1886,0,0.24928998947143555,59,36,35,35
1887,0,0.17089903354644775,52,42,43,28
1888,0,0.25865793228149414,59,36,28,52
1889,2,0.13946807384490967,28,35,59,43
1890,1,0.14632391929626465,35,59,43,28
1891,0,0.15747296810150146,53,28,28,42
1892,1,0.11604905128479004,42,53,28,21
1893,2,0.14079999923706055,35,42,53,35
1894,2,0.1220090389251709,35,42,53,35
1895,1,0.12500298023223877,35,59,43,35
1896,0,0.2858539819717407,53,35,42,35
1897,1,0.179487943649292,40,52,52,46
1898,1,0.2742699384689331,35,59,43,28
1899,2,0.30686795711517334,52,39,59,54
1900,2,0.14132404327392578,28,36,59,28
1901,0,0.12219905853271484,53,42,28,28
1902,3,0.2627229690551758,36,35,35,59
1903,2,0.27543795108795166,28,35,59,43
1904,2,0.1346679925918579,35,28,59,43
1905,3,0.22030401229858398,42,43,35,52
1906,0,0.24397599697113037,59,36,35,35
1907,3,0.1914680004119873,43,42,28,52
1908,3,0.2183159589767456,35,35,42,53
1909,3,0.13330793380737305,35,35,42,53
1910,0,0.4027620553970337,59,40,35,52
1911,2,0.28147292137145996,35,35,59,36
1912,3,0.24268901348114014,43,28,35,59
1913,0,0.16255199909210205,59,43,52,28
1914,0,0.159093976020813,52,29,42,28
1915,1,0.2925649881362915,42,53,28,28
1916,3,0.13383102416992188,35,42,36,52
1917,3,0.2216169834136963,42,36,35,52
1918,3,0.1314469575881958,28,28,42,53
1919,2,0.13854992389678955,28,35,59,43
1920,3,0.34240806102752686,42,36,49,57
1921,2,0.21790003776550293,35,35,59,43
1922,2,0.23012399673461914,43,28,59,35
1923,0,0.241690993309021,57,42,32,49
1924,3,0.21428906917572021,28,28,42,53
1925,3,0.1224449872970581,36,28,28,59
1926,2,0.11824703216552734,28,28,59,36
1927,3,0.18516898155212402,35,35,42,53
1928,1,0.12147891521453857,35,59,43,28
1929,1,0.3996840715408325,35,52,42,36
1930,0,0.48456501960754395,59,43,32,52
1931,3,0.1862630844116211,40,39,52,59
1932,1,0.22303009033203125,28,53,35,35
1933,0,0.15352892875671387,53,28,28,42
1934,1,0.49781596660614014,28,59,43,28
1935,1,0.16757500171661377,35,53,35,28
1936,3,0.2300630807876587,36,35,28,52
1937,1,0.2797790765762329,32,59,43,52
1938,2,0.17403805255889893,28,52,59,43
1939,0,0.148826003074646,59,43,35,35
1940,2,0.11501598358154297,35,42,53,35
1941,2,0.22195899486541748,35,28,59,43
1942,1,0.14118003845214844,35,59,43,28
1943,1,0.19797205924987793,35,59,36,35
1944,3,0.18147993087768555,39,39,49,57
1945,2,0.1491149663925171,35,35,53,28
1946,3,0.15070903301239014,35,42,36,52
1947,1,0.11452102661132812,42,53,28,28
1948,1,0.3187990188598633,46,57,42,39
1949,3,0.11640799045562744,35,28,35,53
