GAME,WINNER,TIME,big,big,big,big
662,0,0.15535688400268555,59,43,35,28
663,0,0.1599210500717163,59,43,35,35
664,1,0.14442908763885498,35,59,36,35
665,0,0.297793984413147,52,35,42,36
666,0,0.12555503845214844,53,21,35,42
667,1,0.19346797466278076,35,59,36,35
668,0,0.1404399871826172,53,35,35,42
669,1,0.1393810510635376,21,59,43,28
670,0,0.5301799774169922,59,33,52,52
671,3,0.14682698249816895,28,28,42,53
672,1,0.2092200517654419,46,57,35,42
673,2,0.28207600116729736,35,42,53,35
674,1,0.2821890115737915,28,59,29,35
675,1,0.1331770420074463,35,59,36,35
676,0,0.2933720350265503,57,39,39,49
677,3,0.4027520418167114,36,52,28,59
678,1,0.22806298732757568,52,59,29,35
679,0,0.13938605785369873,59,43,35,35
680,2,0.4074280261993408,52,39,59,54
681,1,0.24589502811431885,28,59,36,28
682,2,0.1430109739303589,35,35,59,36
683,3,0.14744198322296143,43,35,28,59
684,1,0.12290394306182861,42,53,35,21
685,2,0.13954997062683105,28,42,53,28
686,3,0.17296600341796875,42,43,35,52
687,3,0.12971293926239014,35,35,42,53
688,1,0.14681291580200195,42,53,28,28
689,2,0.1648859977722168,21,21,59,36
690,0,0.2851240634918213,59,43,32,52
691,3,0.14101600646972656,36,35,28,59
692,3,0.12877297401428223,43,35,28,59
693,1,0.21021997928619385,43,59,35,28
694,1,0.24204695224761963,35,52,42,36
695,3,0.14735007286071777,43,28,35,59
696,1,0.14003396034240723,35,59,43,35
697,2,0.3250730037689209,43,35,52,42
698,2,0.23585200309753418,35,42,53,35
699,3,0.47012293338775635,35,42,43,52
700,0,0.5595079660415649,57,39,49,39
701,3,0.18081092834472656,43,35,28,59
702,1,0.16322708129882812,35,59,43,28
703,2,0.3469979763031006,42,46,57,39
704,3,0.300258994102478,35,29,35,52
705,1,0.16292202472686768,28,53,28,42
706,2,0.3531060218811035,42,43,52,35
707,0,0.13396501541137695,53,35,28,42
708,3,0.17319107055664062,35,28,50,52
709,2,0.17581701278686523,42,40,52,52
710,2,0.173287034034729,36,35,52,42
711,1,0.1583390235900879,42,53,35,35
712,1,0.29594099521636963,52,59,36,35
713,3,0.1818629503250122,43,52,21,59
714,0,0.30779194831848145,52,46,40,52
715,3,0.17849397659301758,36,28,52,59
716,2,0.1852630376815796,35,35,59,43
717,2,0.12023806571960449,35,35,59,36
718,1,0.13354504108428955,35,59,43,28
719,2,0.2966870069503784,28,28,59,29
720,1,0.15184402465820312,35,59,36,35
721,1,0.15120506286621094,28,59,43,35
722,1,0.370574951171875,28,52,42,29
723,0,0.2606379985809326,59,43,35,35
724,0,0.23600995540618896,59,43,35,35
725,0,0.19700801372528076,53,35,42,35
726,0,0.11958897113800049,59,36,28,28
727,2,0.13684391975402832,35,35,59,43
728,0,0.1832869052886963,59,43,39,39
729,3,0.16210901737213135,43,35,35,59
730,0,0.20390701293945312,59,43,28,35
731,2,0.296921968460083,21,42,53,35
732,2,0.13984405994415283,28,28,59,36
733,2,0.12642192840576172,35,35,59,36
734,2,0.2325730323791504,28,36,59,28
735,1,0.13271307945251465,35,59,43,35
736,1,0.2383040189743042,35,52,42,43
737,3,0.2638779878616333,28,28,42,53
738,1,0.13121795654296875,35,59,36,35
739,2,0.09396195411682129,21,21,59,29
740,2,0.16612505912780762,42,46,57,39
741,1,0.0958329439163208,21,59,29,21
742,1,0.12480998039245605,35,59,36,21
743,1,0.2636460065841675,42,53,28,28
744,1,0.36934494972229004,35,59,43,35
745,0,0.13591599464416504,59,43,35,28
746,3,0.12007200717926025,28,28,42,53
747,2,0.14830195903778076,28,42,53,28
748,1,0.1952000856399536,42,53,35,21
749,0,0.23879694938659668,53,35,28,35
750,0,0.4158529043197632,53,42,35,35
751,2,0.15278100967407227,28,28,59,36
752,1,0.19795989990234375,28,59,36,28
753,0,0.49848806858062744,57,42,39,46
754,2,0.1158210039138794,35,42,53,28
755,1,0.2742609977722168,35,59,36,35
756,1,0.14581799507141113,28,52,29,42
757,0,0.3955519199371338,59,43,39,35
758,1,0.34759294986724854,35,52,42,43
759,3,0.2581840753555298,35,28,35,53
760,1,0.1259160041809082,42,53,35,35
761,2,0.22816193103790283,42,43,52,28
762,1,0.3233410120010376,35,59,36,35
763,2,0.14398694038391113,35,28,59,43
764,3,0.26902294158935547,43,28,52,59
765,1,0.23400402069091797,28,59,29,35
766,0,0.23683500289916992,59,36,28,28
767,1,0.3147090673446655,35,59,36,52
768,1,0.15212798118591309,42,53,35,35
769,1,0.09458708763122559,42,53,14,21
770,0,0.12964701652526855,59,36,28,28
771,3,0.15816593170166016,36,35,21,59
772,0,0.17300796508789062,52,42,36,52
773,1,0.20132791996002197,35,52,35,43
774,0,0.28747308254241943,59,36,52,35
775,2,0.1441659927368164,28,35,59,43
776,0,0.4890899658203125,59,43,28,52
777,2,0.18146610260009766,35,35,59,43
778,3,0.1404050588607788,36,28,28,59
779,3,0.11854696273803711,43,21,28,59
780,3,0.12493002414703369,36,35,35,59
781,3,0.12727999687194824,35,28,35,53
782,0,0.15955901145935059,59,36,28,52
783,3,0.12913203239440918,36,35,35,59
784,1,0.1502389907836914,28,59,43,35
785,1,0.24016499519348145,35,59,36,35
786,1,0.2415529489517212,35,52,42,36
787,1,0.1456151008605957,35,59,43,35
788,3,0.13844597339630127,28,28,42,53
789,1,0.3062930107116699,28,59,43,35
790,0,0.1381690502166748,59,43,28,35
791,1,0.15847504138946533,21,59,36,35
792,3,0.28343701362609863,43,28,35,59
793,0,0.27872395515441895,52,42,36,35
794,2,0.11095201969146729,21,28,59,29
795,2,0.20478403568267822,43,39,52,46
796,2,0.1649860143661499,42,28,53,28
797,2,0.17118799686431885,42,43,52,35
798,1,0.12948596477508545,28,59,36,35
799,3,0.13635694980621338,35,29,28,59
800,2,0.127890944480896,28,42,53,28
801,0,0.09699499607086182,53,21,21,35
802,0,0.12425601482391357,59,35,21,36
803,0,0.1815880537033081,59,43,28,52
804,2,0.21200501918792725,28,35,53,35
805,2,0.228753924369812,35,35,59,36
806,2,0.14170396327972412,28,43,59,21
807,1,0.1300889253616333,28,59,36,28
808,2,0.3125,52,39,59,36
809,0,0.12646496295928955,53,35,21,42
810,0,0.14522600173950195,52,28,42,43
811,3,0.22761905193328857,43,35,28,59
812,1,0.13385295867919922,35,59,43,28
813,0,0.12286603450775146,59,35,36,21
814,1,0.11832201480865479,35,53,35,28
815,1,0.24182093143463135,36,59,35,21
816,1,0.15170300006866455,43,52,28,42
817,3,0.1961590051651001,54,52,39,59
818,3,0.3319140672683716,43,52,28,59
819,2,0.13182306289672852,35,28,59,43
820,0,0.17660999298095703,59,36,28,35
821,2,0.15821897983551025,35,35,59,43
822,3,0.3481680154800415,36,35,35,59
823,3,0.15381991863250732,28,28,42,53
824,3,0.17357909679412842,36,28,52,59
825,1,0.2982980012893677,43,59,35,28
826,0,0.2860109806060791,59,43,28,35
827,1,0.1919020414352417,28,59,43,35
828,0,0.11969602108001709,53,35,42,35
829,1,0.12714695930480957,42,53,35,28
830,2,0.4570450782775879,42,43,57,42
831,2,0.2549179792404175,35,42,53,35
832,0,0.14729797840118408,59,36,35,35
833,0,0.13468801975250244,53,35,35,42
834,2,0.16150903701782227,35,35,59,43
835,1,0.19431602954864502,28,59,36,28
836,3,0.1459519863128662,35,35,42,53
837,1,0.12242305278778076,21,59,29,28
838,2,0.13627898693084717,28,21,59,43
839,0,0.23354601860046387,59,36,35,52
840,1,0.1523219347000122,42,53,28,28
841,1,0.1634669303894043,35,53,35,28
842,1,0.1527489423751831,28,59,43,35
843,3,0.17957794666290283,35,43,28,59
844,2,0.33179807662963867,52,35,59,36
845,1,0.3267359733581543,49,57,42,36
846,2,0.1896970272064209,28,52,59,36
847,0,0.3227349519729614,59,43,28,35
848,1,0.39190399646759033,43,59,35,28
849,0,0.34745097160339355,52,42,36,35
850,2,0.15357697010040283,35,42,53,35
851,0,0.14956998825073242,53,35,35,42
852,1,0.1272590160369873,35,53,35,28
853,1,0.1267620325088501,35,59,29,28
854,3,0.12335598468780518,29,21,35,59
855,0,0.2799490690231323,52,21,42,36
856,3,0.3565579652786255,40,35,52,59
857,0,0.29464995861053467,53,28,28,42
858,1,0.33769798278808594,28,59,43,35
859,2,0.17925095558166504,36,21,52,42
860,3,0.28211307525634766,42,35,43,52
861,3,0.1322629451751709,43,35,28,59
862,1,0.1560649871826172,28,59,29,35
863,3,0.18009495735168457,35,39,49,57
864,1,0.21566593647003174,35,59,43,35
865,0,0.2744150161743164,59,36,21,35
866,0,0.137800931930542,53,28,28,42
867,0,0.1650930643081665,59,36,28,52
868,3,0.304919958114624,36,35,35,59
869,1,0.3088810443878174,52,59,43,28
870,2,0.1984729766845703,28,35,53,35
871,3,0.13774609565734863,35,36,28,52
872,2,0.32126104831695557,28,42,52,43
873,2,0.38628089427948,35,35,59,43
874,2,0.1948460340499878,35,42,53,35
875,0,0.15191102027893066,59,29,28,35
876,0,0.12799203395843506,53,28,28,42
877,2,0.131072998046875,28,42,53,28
878,1,0.13769304752349854,28,59,43,35
879,0,0.11935091018676758,59,36,35,35
880,2,0.14263200759887695,35,35,59,43
881,0,0.12355101108551025,59,36,35,35
882,3,0.10505592823028564,29,21,21,59
883,0,0.1077500581741333,59,28,29,28
884,1,0.4086430072784424,32,59,43,52
885,2,0.11957597732543945,21,42,53,28
886,1,0.13465404510498047,28,59,43,35
887,2,0.11153292655944824,35,42,53,28
888,0,0.14558398723602295,52,42,36,28
889,3,0.121940016746521,36,28,28,59
890,2,0.12361109256744385,35,35,59,36
891,3,0.20518600940704346,40,39,52,59
892,2,0.2534240484237671,36,35,52,42
893,0,0.14019489288330078,53,28,28,42
894,1,0.5819799900054932,28,59,43,35
895,2,0.46016108989715576,35,43,52,52
896,1,0.1076890230178833,21,59,29,21
897,0,0.26862597465515137,53,35,35,42
898,3,0.17461097240447998,36,52,35,59
899,0,0.31937408447265625,59,35,21,36
900,0,0.2184300422668457,52,43,14,42
901,0,0.10811305046081543,59,29,35,28
902,0,0.26691293716430664,59,36,28,52
903,0,0.17791509628295898,53,35,21,42
904,1,0.1351109743118286,43,59,35,28
905,0,0.18086600303649902,59,43,39,39
906,1,0.15127205848693848,35,59,43,28
907,2,0.13030803203582764,28,28,59,36
908,1,0.13678598403930664,42,53,35,21
909,0,0.41513097286224365,59,43,28,52
910,1,0.1968400478363037,49,57,39,39
911,2,0.1726900339126587,42,43,52,28
912,1,0.30089497566223145,28,59,43,52
913,2,0.15269899368286133,28,35,59,43
914,3,0.11665904521942139,28,35,42,53
915,2,0.11962401866912842,28,28,59,36
916,2,0.190635085105896,32,49,57,42
917,3,0.35691308975219727,42,32,49,57
918,1,0.19796299934387207,28,59,36,28
919,1,0.21517705917358398,28,59,43,21
920,1,0.13589704036712646,21,52,42,36
921,0,0.1383190155029297,59,43,21,28
922,2,0.31135499477386475,43,46,52,35
923,1,0.20186901092529297,28,59,29,35
924,3,0.18485605716705322,43,32,52,59
925,1,0.3577699661254883,46,57,42,39
926,0,0.430683970451355,57,39,42,46
927,0,0.17280292510986328,53,28,28,42
928,0,0.39032697677612305,52,52,46,40
929,1,0.12846601009368896,28,59,43,35
930,2,0.18408095836639404,39,49,57,39
931,0,0.26430201530456543,59,28,35,36
932,1,0.1072840690612793,42,53,21,28
933,1,0.16528797149658203,28,59,36,28
934,3,0.12806391716003418,35,21,42,53
935,2,0.24985599517822266,32,52,59,43
936,3,0.4358440637588501,43,52,28,59
937,1,0.1434030532836914,35,59,43,28
938,1,0.28476595878601074,29,52,28,42
939,3,0.13383805751800537,35,35,35,53
940,1,0.2135850191116333,42,53,35,21
941,3,0.13539600372314453,43,35,28,59
942,2,0.14982295036315918,43,35,52,42
943,3,0.39401698112487793,35,39,49,57
944,2,0.1136789321899414,28,28,59,36
945,0,0.28344297409057617,53,35,21,42
946,1,0.28073203563690186,35,59,43,28
947,1,0.1276000738143921,35,53,35,28
948,3,0.14616310596466064,28,35,42,53
949,2,0.31076908111572266,35,43,52,35
950,0,0.4351170063018799,57,39,42,46
951,0,0.35071003437042236,59,36,35,52
952,3,0.22754108905792236,28,35,42,53
953,2,0.17859899997711182,42,43,52,35
954,2,0.11079204082489014,21,42,53,35
955,2,0.16121196746826172,28,35,59,43
956,0,0.10873198509216309,60,21,21,28
957,2,0.15941894054412842,35,52,59,36
958,3,0.28330302238464355,35,35,42,53
959,0,0.352186918258667,59,36,35,52
960,3,0.43723106384277344,43,35,42,52
961,3,0.13821899890899658,43,28,35,59
962,3,0.4693300724029541,39,39,49,57
963,3,0.3487989902496338,43,35,28,59
964,0,0.1367340087890625,59,43,35,28
965,2,0.1499919891357422,28,52,59,36
966,3,0.1514800786972046,35,39,49,57
967,3,0.2680480480194092,43,35,28,59
968,0,0.1840440034866333,52,35,42,36
969,3,0.32006704807281494,36,35,52,59
970,2,0.3275259733200073,42,49,57,32
971,1,0.1309720277786255,35,59,43,28
972,2,0.16143798828125,35,35,59,36
973,2,0.288970947265625,36,35,59,28
974,0,0.25676894187927246,52,35,35,43
975,0,0.11556100845336914,53,28,28,42
976,3,0.2441248893737793,35,35,42,53
977,1,0.1659170389175415,28,59,36,28
978,1,0.19481992721557617,42,53,35,35
979,0,0.16815602779388428,59,36,28,28
980,3,0.1594480276107788,43,52,28,59
981,1,0.4311419725418091,35,59,28,43
982,0,0.1391969919204712,52,35,36,28
983,1,0.12935400009155273,42,53,35,35
984,1,0.1011350154876709,42,53,28,35
985,1,0.13371503353118896,28,59,43,35
986,2,0.1267859935760498,35,35,59,43
987,1,0.13081598281860352,28,53,35,28
988,3,0.24813807010650635,36,35,35,59
989,2,0.2417449951171875,28,36,59,28
990,2,0.2348870038986206,35,39,59,43
991,3,0.1804119348526001,28,28,42,53
992,3,0.2653820514678955,36,28,52,59
993,1,0.22527790069580078,35,59,36,21
994,2,0.15791499614715576,35,42,53,35
995,1,0.17830610275268555,35,59,43,28
996,1,0.09886598587036133,21,59,36,14
997,2,0.1425330638885498,28,35,59,36
998,3,0.14523398876190186,35,35,42,53
999,1,0.1270509958267212,21,59,43,28
1000,1,0.12880492210388184,28,59,43,35
1001,0,0.35829102993011475,59,35,35,43
1002,3,0.18695199489593506,43,35,28,59
1003,1,0.1395319700241089,35,59,43,35
1004,0,0.1737610101699829,59,43,28,52
1005,3,0.4046100378036499,39,42,46,57
1006,0,0.4294179677963257,57,42,39,46
1007,3,0.20278310775756836,39,39,49,57
1008,3,0.14135992527008057,36,28,28,59
1009,3,0.3506969213485718,35,35,42,53
1010,2,0.1599670648574829,28,35,59,43
1011,1,0.1331920623779297,28,59,36,35
1012,1,0.14202702045440674,28,59,43,35
1013,1,0.33555901050567627,28,52,43,42
1014,2,0.49753105640411377,28,52,59,43
1015,1,0.35902297496795654,35,59,28,43
1016,0,0.3859020471572876,59,52,35,29
1017,1,0.4621999263763428,42,53,35,21
1018,0,0.33813703060150146,59,52,40,35
1019,0,0.14186108112335205,53,35,21,28
1020,3,0.1429990530014038,29,28,35,59
1021,1,0.18673300743103027,49,57,39,39
1022,2,0.16974294185638428,35,35,59,43
1023,3,0.11274302005767822,35,28,35,53
1024,0,0.15381908416748047,59,29,28,35
1025,0,0.22425103187561035,59,21,36,21
1026,3,0.12461698055267334,21,21,42,53
1027,2,0.541053056716919,43,35,59,35
1028,2,0.21742594242095947,35,35,59,36
1029,2,0.21807098388671875,28,42,53,28
1030,0,0.19279396533966064,52,46,40,52
1031,1,0.22493505477905273,43,52,28,42
1032,2,0.13172399997711182,35,35,59,43
1033,1,0.13728010654449463,35,59,29,28
1034,3,0.11058604717254639,36,35,35,59
1035,2,0.1040118932723999,35,35,53,28
1036,3,0.15207302570343018,43,28,21,59
1037,1,0.46018803119659424,35,59,43,35
1038,1,0.1448899507522583,42,53,28,28
1039,3,0.22957897186279297,28,42,43,52
1040,1,0.1329120397567749,28,59,36,35
1041,1,0.18365299701690674,35,59,43,28
1042,2,0.1412900686264038,52,35,59,36
1043,0,0.1709890365600586,59,43,28,35
1044,2,0.18946802616119385,52,35,59,36
1045,1,0.20550894737243652,28,59,35,43
1046,0,0.1286790370941162,53,35,35,42
1047,2,0.11647701263427734,35,35,59,36
1048,0,0.37504303455352783,52,42,43,35
1049,1,0.31887710094451904,46,57,39,42
1050,3,0.25485897064208984,36,28,28,59
1051,3,0.3555699586868286,43,35,35,59
1052,1,0.166267991065979,52,59,36,28
1053,1,0.13707506656646729,35,53,28,35
1054,0,0.136741042137146,53,35,21,42
1055,1,0.37878191471099854,35,59,43,35
1056,1,0.16571593284606934,28,52,42,29
1057,3,0.1388930082321167,36,28,52,59
1058,2,0.12469899654388428,35,35,59,43
1059,0,0.35903799533843994,52,36,42,35
1060,3,0.1573479175567627,43,35,28,59
1061,1,0.35996294021606445,49,57,39,35
1062,2,0.16500699520111084,35,35,53,42
1063,2,0.4660460948944092,32,52,59,43
1064,0,0.3646070957183838,59,43,35,28
1065,1,0.16714704036712646,28,59,43,21
1066,0,0.16692495346069336,53,35,42,35
1067,2,0.1789710521697998,28,28,59,36
1068,0,0.10563290119171143,59,29,28,21
1069,2,0.18185806274414062,35,35,59,36
1070,2,0.41222894191741943,39,49,57,39
1071,0,0.3022710084915161,59,43,28,35
1072,0,0.1435849666595459,59,43,35,28
1073,0,0.17898404598236084,53,35,21,42
1074,2,0.3151000738143921,32,52,59,43
1075,3,0.12271499633789062,35,21,42,53
1076,1,0.4685310125350952,35,59,36,35
1077,2,0.3508220911026001,28,43,59,35
1078,0,0.12965500354766846,53,35,35,42
1079,0,0.1489959955215454,59,43,35,28
1080,0,0.11698794364929199,59,28,28,36
1081,2,0.157709002494812,35,35,59,43
1082,0,0.22979700565338135,59,43,28,35
1083,3,0.3902789354324341,43,52,28,59
1084,0,0.32897698879241943,53,35,35,42
1085,0,0.13584303855895996,59,43,35,35
1086,2,0.1267249584197998,28,28,59,36
1087,2,0.0895310640335083,21,14,59,36
1088,3,0.22117602825164795,36,21,28,59
1089,1,0.36809301376342773,35,59,43,35
1090,2,0.13181495666503906,21,42,53,35
1091,3,0.12717103958129883,35,21,42,53
1092,0,0.12352800369262695,59,43,28,28
1093,1,0.125311017036438,28,59,36,35
1094,3,0.1246720552444458,28,36,28,59
1095,0,0.1163029670715332,59,43,35,28
1096,3,0.22369694709777832,35,35,42,53
1097,3,0.143049955368042,36,35,35,59
1098,3,0.6153240203857422,43,32,52,59
1099,3,0.24296605587005615,43,52,21,59
1100,2,0.12462997436523438,35,42,53,35
1101,3,0.2285020351409912,43,42,28,52
1102,0,0.15613210201263428,59,43,21,35
1103,3,0.266848087310791,36,28,35,59
1104,3,0.18613696098327637,28,28,42,53
1105,2,0.30034399032592773,28,35,59,29
1106,2,0.11952602863311768,35,42,53,35
1107,2,0.32380497455596924,32,49,57,42
1108,1,0.1997239589691162,28,59,36,28
1109,0,0.12213003635406494,53,35,35,35
1110,3,0.14247596263885498,43,28,35,59
1111,0,0.4581410884857178,57,39,39,49
1112,3,0.2793290615081787,42,43,35,52
1113,1,0.14224600791931152,28,59,43,35
1114,0,0.15994703769683838,59,43,28,35
1115,2,0.1362529993057251,35,42,53,35
1116,3,0.17266595363616943,36,42,35,52
1117,0,0.37247300148010254,57,39,42,46
1118,0,0.17198598384857178,59,36,35,35
1119,2,0.21846997737884521,35,35,53,42
1120,2,0.3320199251174927,52,35,59,36
1121,3,0.1633930206298828,35,35,42,53
1122,3,0.23957693576812744,46,43,39,52
1123,3,0.1724640130996704,35,28,42,53
1124,3,0.16241693496704102,35,35,42,53
1125,3,0.1794600486755371,35,42,36,52
1126,0,0.24613404273986816,59,28,35,43
1127,0,0.13090205192565918,59,43,35,35
1128,2,0.3668919801712036,32,52,59,43
1129,3,0.3743419647216797,39,39,49,57
1130,2,0.17109203338623047,21,35,59,29
1131,2,0.24936604499816895,35,28,59,43
1132,2,0.3184700012207031,28,35,59,36
1133,1,0.23002207279205322,52,59,43,32
1134,1,0.19494497776031494,36,59,35,21
1135,2,0.14268600940704346,28,21,59,43
1136,3,0.15242600440979004,36,28,28,59
1137,0,0.35005903244018555,59,43,35,35
1138,1,0.12476205825805664,28,59,36,28
1139,1,0.16301000118255615,35,52,42,36
1140,2,0.16949009895324707,28,52,59,43
1141,0,0.21410799026489258,52,35,42,36
1142,1,0.13136303424835205,42,53,35,21
1143,1,0.5163450241088867,49,57,39,39
1144,3,0.10240006446838379,29,21,21,59
1145,2,0.14748692512512207,35,52,59,36
1146,2,0.26978600025177,35,28,59,43
1147,1,0.2828439474105835,35,59,43,35
1148,3,0.11318910121917725,35,21,42,53
1149,0,0.127824068069458,59,36,35,35
1150,1,0.1732579469680786,28,53,35,35
1151,0,0.14675402641296387,59,36,35,35
1152,3,0.3226050138473511,42,36,49,57
1153,3,0.23155999183654785,35,43,28,59
1154,0,0.11092996597290039,53,28,21,42
1155,3,0.12477397918701172,43,35,21,59
1156,3,0.2608119249343872,35,35,42,53
1157,2,0.44289207458496094,28,28,59,36
1158,0,0.1798490285873413,52,42,36,35
1159,2,0.2765539884567261,28,52,59,43
1160,2,0.10655105113983154,28,42,53,28
1161,1,0.15851008892059326,35,52,42,36
1162,0,0.1466120481491089,59,29,21,21
1163,0,0.5971039533615112,59,36,35,28
1164,0,0.4289439916610718,59,43,35,28
1165,1,0.13701403141021729,35,59,36,35
1166,0,0.1284109354019165,53,21,35,21
1167,0,0.1283869743347168,59,43,21,35
1168,3,0.1749110221862793,28,28,42,53
1169,1,0.13184404373168945,42,53,35,21
1170,2,0.1457129716873169,35,43,52,35
1171,0,0.2010660171508789,53,35,21,42
1172,2,0.17931199073791504,28,28,59,36
1173,2,0.1614229679107666,35,35,59,43
1174,0,0.13828301429748535,59,43,35,28
1175,2,0.29135310649871826,28,35,59,43
1176,0,0.2049880027770996,59,36,28,52
1177,2,0.25002408027648926,21,35,59,36
1178,1,0.2636120319366455,43,52,28,42
1179,3,0.13302302360534668,36,28,28,59
1180,1,0.16117095947265625,52,59,43,32
1181,2,0.12818992137908936,42,43,52,28
1182,3,0.1889859437942505,43,35,28,59
1183,2,0.3075469732284546,35,28,59,43
1184,2,0.19328904151916504,35,42,53,35
1185,0,0.1388460397720337,59,43,35,35
1186,2,0.3949739933013916,39,49,57,39
1187,2,0.34008800983428955,28,35,59,43
1188,0,0.23457300662994385,53,35,35,42
1189,1,0.4342470169067383,35,59,43,35
1190,3,0.18033897876739502,28,28,42,53
1191,1,0.12928104400634766,42,53,35,21
1192,1,0.12805497646331787,28,59,29,35
1193,1,0.14342403411865234,35,52,42,36
1194,0,0.24747002124786377,59,36,35,28
1195,1,0.5701760053634644,35,59,43,35
1196,1,0.27228403091430664,28,59,36,28
1197,0,0.12778699398040771,53,28,28,42
1198,0,0.22016692161560059,59,36,28,28
1199,0,0.19587194919586182,59,43,21,28
1200,1,0.265468955039978,35,59,43,35
1201,0,0.1384800672531128,52,21,35,43
1202,0,0.11685407161712646,53,28,28,42
1203,0,0.13056397438049316,53,35,21,42
1204,1,0.14431297779083252,28,59,43,35
1205,0,0.10347402095794678,59,14,29,28
1206,0,0.14311003684997559,59,36,28,28
1207,1,0.13552606105804443,35,59,36,35
1208,1,0.18467199802398682,35,53,35,42
1209,2,0.13169705867767334,28,28,59,36
1210,3,0.1022939682006836,29,21,21,59
1211,0,0.17483603954315186,59,28,43,35
1212,3,0.11964893341064453,43,35,35,59
1213,2,0.13730597496032715,35,42,53,35
1214,2,0.15752100944519043,35,35,59,43
1215,3,0.14724600315093994,28,42,43,52
1216,3,0.1565859317779541,43,52,28,59
1217,3,0.15587198734283447,43,35,28,59
1218,1,0.2784390449523926,36,52,52,42
1219,0,0.13054609298706055,59,36,28,35
1220,1,0.15796804428100586,52,59,36,35
1221,2,0.16367900371551514,35,28,59,36
1222,2,0.13529300689697266,28,28,59,36
1223,0,0.24517393112182617,57,42,32,49
1224,2,0.2575420141220093,42,36,52,35
1225,1,0.134660005569458,28,59,35,43
1226,3,0.1893090009689331,36,35,35,59
1227,0,0.2364569902420044,53,28,42,28
1228,3,0.33265507221221924,36,21,35,59
1229,1,0.1304079294204712,35,59,43,35
1230,2,0.23352789878845215,28,35,59,43
1231,1,0.127020001411438,35,59,36,21
1232,2,0.2573639154434204,35,35,59,36
1233,2,0.2168869972229004,35,35,59,36
1234,1,0.11404895782470703,28,59,36,28
1235,0,0.3435479402542114,59,39,52,40
1236,2,0.15628206729888916,42,29,52,28
1237,0,0.11103403568267822,59,36,28,28
1238,1,0.1266770362854004,28,59,29,35
1239,1,0.1070939302444458,35,59,36,28
1240,3,0.1320970058441162,43,35,28,59
1241,1,0.44503605365753174,28,59,43,52
1242,0,0.30442190170288086,59,36,35,35
1243,1,0.11465799808502197,21,59,43,35
1244,1,0.13302600383758545,35,59,43,35
1245,2,0.4172179698944092,42,46,57,39
1246,0,0.20601391792297363,52,28,42,43
1247,2,0.11206507682800293,21,42,53,35
1248,2,0.08614897727966309,21,14,59,36
1249,1,0.11405205726623535,42,53,35,35
1250,1,0.1503080129623413,42,53,35,21
1251,1,0.251789927482605,35,59,29,28
1252,0,0.10721993446350098,53,35,21,42
1253,0,0.14041602611541748,59,43,35,28
1254,1,0.1665719747543335,52,59,36,28
1255,2,0.20807504653930664,35,35,59,43
1256,0,0.20935893058776855,53,35,42,28
1257,0,0.27452099323272705,53,28,28,42
1258,1,0.32583296298980713,28,59,28,43
1259,1,0.30782997608184814,40,52,52,46
1260,0,0.2688959836959839,53,28,28,42
1261,2,0.22488105297088623,42,43,52,28
1262,1,0.40305399894714355,43,52,35,42
1263,1,0.16566598415374756,35,53,35,28
1264,1,0.12577807903289795,42,53,21,35
1265,3,0.11345100402832031,35,35,42,53
1266,2,0.3168710470199585,21,42,53,35
1267,3,0.29507505893707275,36,35,35,59
1268,1,0.13393902778625488,28,59,43,35
1269,3,0.16608691215515137,35,35,42,53
1270,3,0.16860508918762207,35,42,36,52
1271,3,0.3419458866119385,40,52,39,59
1272,0,0.13224804401397705,53,35,21,42
1273,1,0.16441500186920166,52,59,43,28
1274,1,0.13642394542694092,28,59,36,28
1275,1,0.5691488981246948,49,57,42,36
1276,2,0.3497260808944702,35,35,59,43
1277,1,0.12473297119140625,42,53,21,21
1278,1,0.1097860336303711,42,53,28,28
1279,3,0.23956406116485596,35,28,35,53
1280,2,0.17478597164154053,35,35,59,43
1281,0,0.1338670253753662,59,43,35,35
1282,1,0.4265550374984741,52,59,43,28
1283,2,0.17431104183197021,35,42,53,35
1284,0,0.11501801013946533,59,36,28,28
1285,2,0.2208319902420044,28,35,59,36
1286,0,0.13384604454040527,53,35,21,42
1287,0,0.13135802745819092,59,43,35,35
1288,0,0.24668407440185547,59,36,35,52
1289,0,0.12581098079681396,59,36,35,28
1290,1,0.15802407264709473,52,59,43,28
1291,2,0.13421595096588135,28,35,53,35
1292,0,0.18437409400939941,53,28,42,28
1293,0,0.3992760181427002,59,40,39,52
1294,3,0.17648005485534668,36,28,28,59
1295,2,0.11822700500488281,35,28,59,36
1296,1,0.3182929754257202,35,52,42,36
1297,1,0.3906000852584839,43,52,35,42
1298,0,0.11422908306121826,59,36,35,35
1299,1,0.16618895530700684,28,59,43,35
1300,3,0.13278591632843018,43,28,35,59
1301,0,0.152662992477417,59,36,35,35
1302,2,0.14005708694458008,28,35,59,43
1303,2,0.21587598323822021,21,28,59,29
1304,1,0.11153292655944824,28,59,36,28
1305,3,0.28314101696014404,40,39,52,59
1306,3,0.25597894191741943,43,35,28,59
1307,3,0.13596105575561523,28,35,36,52
1308,1,0.10487699508666992,42,53,35,21
1309,0,0.16257095336914062,52,42,40,52
1310,2,0.20803797245025635,43,35,52,42
1311,1,0.16777002811431885,36,52,52,35
1312,2,0.15533697605133057,35,52,59,36
1313,2,0.1990950107574463,21,35,59,36
