# MCTS: [] []
# PLAYERS: [MCTS_TicketToRide.PlayerType.big, MCTS_TicketToRide.PlayerType.big, MCTS_TicketToRide.PlayerType.big]
GAME,WINNER,TIME,big,big,big
1420,2,0.09060704708099365,28,42,53
1421,2,0.07935690879821777,36,35,59
1422,2,0.08414292335510254,35,42,53
1423,1,0.07953405380249023,28,59,43
1424,1,0.28117799758911133,28,59,43
1425,0,0.1819469928741455,59,43,35
1426,0,0.10346400737762451,59,43,28
1427,2,0.08431494235992432,43,28,59
1428,0,0.09514796733856201,59,43,28
1429,2,0.08422601222991943,36,35,59
1430,0,0.11028802394866943,59,43,28
1431,1,0.08901607990264893,21,59,43
1432,1,0.06926488876342773,35,59,36
1433,2,0.0834270715713501,36,35,59
1434,0,0.17918908596038818,52,35,43
1435,2,0.09960997104644775,42,36,52
1436,0,0.12013101577758789,59,36,35
1437,0,0.0746530294418335,59,43,28
1438,0,0.12671196460723877,59,43,28
1439,1,0.07666397094726562,42,53,35
1440,0,0.28612804412841797,59,52,43
1441,0,0.11169397830963135,59,43,28
1442,1,0.0693349838256836,28,59,36
1443,0,0.0833749771118164,59,36,35
1444,1,0.10883903503417969,42,53,35
1445,1,0.08992195129394531,35,59,36
1446,0,0.09367609024047852,53,35,42
1447,1,0.09083998203277588,35,59,43
1448,0,0.08249497413635254,59,43,28
1449,2,0.1219949722290039,36,35,59
1450,0,0.09707295894622803,53,28,42
1451,0,0.09695303440093994,59,36,35
1452,2,0.08544600009918213,35,42,53
1453,2,0.0952920913696289,35,42,53
1454,2,0.07400298118591309,28,42,53
1455,2,0.08945095539093018,43,28,59
1456,0,0.14149904251098633,59,43,21
1457,0,0.08004295825958252,53,35,42
1458,0,0.07114505767822266,53,28,42
1459,2,0.13654601573944092,36,35,59
1460,2,0.11508393287658691,36,35,59
1461,2,0.07909798622131348,28,42,53
1462,2,0.10373497009277344,35,42,53
1463,0,0.15771794319152832,53,35,42
1464,2,0.10413193702697754,35,29,52
1465,2,0.0860060453414917,35,42,53
1466,2,0.12294697761535645,35,42,53
1467,2,0.1940840482711792,43,35,59
1468,1,0.09483706951141357,42,53,35
1469,2,0.08231604099273682,36,35,59
1470,0,0.07146000862121582,59,36,28
1471,1,0.08898401260375977,42,53,35
1472,0,0.08170604705810547,53,35,42
1473,0,0.10564994812011719,59,43,28
1474,1,0.07840096950531006,42,53,35
1475,2,0.08086395263671875,36,28,59
1476,2,0.10543608665466309,43,21,59
1477,1,0.07626903057098389,28,59,43
1478,0,0.07796204090118408,59,43,28
1479,1,0.13650500774383545,28,59,43
1480,2,0.12816107273101807,36,35,59
1481,0,0.07815909385681152,59,36,35
1482,0,0.07689905166625977,53,28,42
1483,2,0.12083101272583008,36,28,59
1484,1,0.06833803653717041,28,59,36
1485,1,0.14079701900482178,28,59,43
1486,2,0.07030606269836426,35,42,53
1487,2,0.08170497417449951,28,42,53
1488,2,0.13411903381347656,43,35,59
1489,2,0.10660707950592041,43,28,59
1490,0,0.09127604961395264,53,35,42
1491,0,0.08761310577392578,59,43,28
1492,0,0.07632601261138916,59,36,35
1493,0,0.13196909427642822,59,43,28
1494,1,0.0786370038986206,28,59,43
1495,0,0.08182299137115479,53,35,42
1496,0,0.08511602878570557,59,43,28
1497,1,0.20988893508911133,35,53,42
1498,0,0.07400596141815186,53,35,42
1499,0,0.07903409004211426,53,35,42
1500,0,0.09389591217041016,59,43,28
1501,2,0.0797119140625,43,28,59
1502,2,0.08778703212738037,43,28,59
1503,1,0.09665894508361816,42,53,28
1504,1,0.09539198875427246,36,52,42
1505,2,0.08839905261993408,43,28,59
1506,1,0.08639001846313477,42,53,35
1507,1,0.08301901817321777,35,59,43
1508,1,0.07667899131774902,35,59,36
1509,0,0.11344599723815918,53,28,42
1510,0,0.08385205268859863,59,36,35
1511,0,0.0727241039276123,53,28,42
1512,2,0.08764100074768066,43,35,59
1513,0,0.07814598083496094,53,35,42
1514,0,0.13331496715545654,59,36,28
1515,1,0.09936809539794922,28,59,43
1516,1,0.09995198249816895,36,59,35
1517,1,0.1801530122756958,42,53,28
1518,0,0.07926905155181885,59,36,35
1519,0,0.1987999677658081,59,36,35
1520,1,0.07851099967956543,42,53,28
1521,2,0.07876598834991455,43,28,59
1522,0,0.08371007442474365,59,43,28
1523,0,0.09299004077911377,59,43,28
1524,1,0.07941901683807373,35,59,36
1525,0,0.13934195041656494,59,43,28
1526,0,0.10494601726531982,53,35,42
1527,2,0.08698892593383789,36,35,59
1528,0,0.1381380558013916,52,42,36
1529,2,0.07841002941131592,36,35,59
1530,0,0.08257198333740234,59,43,35
1531,0,0.10976207256317139,59,36,35
1532,2,0.06733500957489014,36,35,59
1533,0,0.12801194190979004,53,35,42
1534,0,0.08619499206542969,59,36,35
1535,0,0.0881190299987793,59,43,28
1536,0,0.07947492599487305,59,36,35
1537,0,0.07757401466369629,59,36,28
1538,1,0.07499098777770996,28,59,36
1539,0,0.09429597854614258,59,36,52
1540,1,0.09466111660003662,42,53,28
1541,2,0.16289901733398438,35,42,53
1542,2,0.16383004188537598,36,35,59
1543,0,0.1318960189819336,59,43,28
1544,2,0.11698806285858154,36,35,59
1545,1,0.1303539276123047,35,59,36
1546,1,0.10848402976989746,35,59,43
1547,2,0.11478400230407715,36,28,59
1548,2,0.1494079828262329,43,28,59
1549,0,0.19527602195739746,59,43,35
1550,2,0.08027791976928711,43,28,59
1551,1,0.11382889747619629,52,59,43
1552,1,0.09665799140930176,42,53,35
1553,0,0.10282599925994873,59,43,28
1554,2,0.3959999084472656,36,35,59
1555,1,0.09760797023773193,35,59,36
1556,0,0.09180998802185059,53,35,42
1557,0,0.07311689853668213,59,36,35
1558,0,0.07861495018005371,59,36,28
1559,0,0.11740899085998535,59,43,52
1560,0,0.08032107353210449,59,43,28
1561,0,0.1636650562286377,59,36,35
1562,1,0.07545602321624756,35,59,36
1563,1,0.11169099807739258,35,59,43
1564,2,0.19425201416015625,43,28,59
1565,0,0.08010208606719971,59,36,35
1566,2,0.15478205680847168,42,36,52
1567,2,0.09213399887084961,28,42,53
1568,1,0.08505690097808838,35,59,36
1569,2,0.08890604972839355,36,35,59
1570,0,0.1710340976715088,59,43,28
1571,0,0.0946660041809082,59,36,35
1572,1,0.15790796279907227,42,53,35
1573,2,0.1002579927444458,35,42,53
1574,2,0.11008596420288086,36,35,59
1575,1,0.11319291591644287,43,59,28
1576,0,0.1742490530014038,59,43,28
1577,1,0.10675311088562012,35,59,43
1578,2,0.08175396919250488,36,35,59
1579,2,0.10949897766113281,35,42,53
1580,2,0.0961230993270874,35,42,53
1581,1,0.08879697322845459,35,59,36
1582,0,0.14000606536865234,59,43,52
1583,0,0.2246330976486206,52,42,36
1584,2,0.08356201648712158,43,28,59
1585,1,0.09200096130371094,28,59,36
1586,1,0.06917095184326172,35,59,29
1587,0,0.11167705059051514,59,43,52
1588,0,0.15148699283599854,53,35,42
1589,0,0.1434110403060913,59,36,35
1590,1,0.07174301147460938,42,53,35
1591,1,0.11512398719787598,42,53,28
1592,1,0.2152029275894165,35,59,36
1593,2,0.12671291828155518,36,28,59
1594,1,0.086434006690979,28,59,36
1595,0,0.14485597610473633,59,43,52
1596,2,0.12076902389526367,35,42,53
1597,2,0.19823598861694336,42,43,52
1598,0,0.12810099124908447,59,43,28
1599,0,0.09595298767089844,59,36,28
1600,2,0.11177492141723633,43,28,59
1601,1,0.1638810634613037,28,59,43
1602,1,0.14793896675109863,28,59,43
1603,0,0.18847298622131348,59,36,35
1604,1,0.08989095687866211,42,53,35
1605,1,0.15232408046722412,28,59,43
1606,2,0.07763898372650146,36,35,59
1607,1,0.08627700805664062,21,59,43
1608,1,0.08611106872558594,35,59,36
1609,0,0.3149590492248535,59,43,28
1610,2,0.09234607219696045,43,28,59
1611,1,0.13285601139068604,28,59,43
1612,2,0.11444294452667236,43,52,59
1613,0,0.13116908073425293,59,43,52
1614,1,0.152243971824646,42,53,28
1615,1,0.0881730318069458,35,59,36
1616,1,0.07398998737335205,42,53,28
1617,0,0.07293403148651123,53,28,42
1618,0,0.08092796802520752,53,35,42
1619,1,0.1215590238571167,35,59,36
1620,2,0.10985493659973145,36,35,59
1621,1,0.08869898319244385,28,59,36
1622,0,0.09128904342651367,59,43,28
1623,0,0.10009205341339111,59,43,28
1624,1,0.08333206176757812,35,59,36
1625,0,0.10564994812011719,59,43,28
1626,0,0.08936691284179688,53,35,42
1627,2,0.10418105125427246,36,35,59
1628,0,0.16128897666931152,52,42,36
1629,2,0.08733093738555908,36,21,59
1630,1,0.11462199687957764,35,53,42
1631,2,0.09863698482513428,36,35,59
1632,1,0.11861598491668701,28,59,43
1633,0,0.1062159538269043,59,36,28
1634,1,0.09050607681274414,35,59,43
1635,1,0.09119009971618652,35,59,36
1636,0,0.08844494819641113,59,36,35
1637,1,0.1582869291305542,28,59,43
1638,1,0.08834898471832275,28,59,43
1639,2,0.0850440263748169,43,28,59
1640,2,0.07732295989990234,36,35,59
1641,1,0.08682501316070557,35,59,43
1642,0,0.11147809028625488,59,43,28
1643,1,0.38749492168426514,35,59,43
1644,2,0.23085296154022217,35,42,53
1645,1,0.11459898948669434,35,59,43
1646,2,0.08047091960906982,36,35,59
1647,0,0.08147799968719482,59,43,28
1648,2,0.08185100555419922,36,35,59
1649,2,0.07066094875335693,36,35,59
1650,0,0.1267549991607666,52,42,43
1651,1,0.08296000957489014,28,59,43
1652,1,0.07806396484375,42,53,35
1653,1,0.0940389633178711,42,53,28
1654,0,0.16427195072174072,59,36,28
1655,1,0.09174096584320068,35,59,36
1656,1,0.07968902587890625,42,53,35
1657,2,0.08736991882324219,43,28,59
1658,2,0.07488501071929932,36,35,59
1659,0,0.08344101905822754,59,36,35
1660,2,0.09828197956085205,36,35,59
1661,0,0.11071205139160156,53,35,42
1662,1,0.1081540584564209,35,59,36
1663,0,0.11917400360107422,59,43,28
1664,0,0.07527410984039307,53,35,42
1665,2,0.08480095863342285,36,35,59
1666,2,0.07950699329376221,43,28,59
1667,0,0.08290696144104004,59,36,35
1668,0,0.20646703243255615,59,43,28
1669,0,0.1724529266357422,59,36,35
1670,0,0.15178406238555908,53,35,42
1671,1,0.07855093479156494,28,59,36
1672,2,0.07800507545471191,43,28,59
1673,1,0.0871429443359375,28,59,36
1674,2,0.07914400100708008,36,35,59
1675,0,0.08555996417999268,53,35,42
1676,1,0.07793498039245605,35,59,36
1677,1,0.08176398277282715,28,59,43
1678,0,0.09026098251342773,59,43,35
1679,0,0.08043599128723145,59,43,28
1680,2,0.10528504848480225,36,35,59
1681,0,0.08803701400756836,53,35,42
1682,1,0.07978701591491699,42,53,35
1683,0,0.1054689884185791,59,43,28
1684,2,0.10677993297576904,36,35,59
1685,2,0.10849297046661377,29,35,59
1686,1,0.06113791465759277,28,59,36
1687,0,0.09720802307128906,59,43,28
1688,2,0.07447493076324463,43,21,59
1689,0,0.13461601734161377,59,43,28
1690,0,0.07327902317047119,53,35,42
1691,0,0.1106100082397461,59,43,52
1692,1,0.08082497119903564,35,59,36
1693,0,0.12753403186798096,59,43,28
1694,1,0.08320605754852295,42,53,35
1695,1,0.1192089319229126,42,53,35
1696,0,0.07795596122741699,59,43,28
1697,1,0.08020901679992676,28,59,43
1698,0,0.1461780071258545,59,43,28
1699,2,0.07470405101776123,36,35,59
1700,2,0.08265304565429688,43,21,59
1701,2,0.14903497695922852,43,28,59
1702,2,0.0732489824295044,35,42,53
1703,2,0.11775398254394531,35,42,53
1704,1,0.07484698295593262,28,59,43
1705,0,0.08078610897064209,59,36,35
1706,0,0.079833984375,59,43,28
1707,2,0.09800302982330322,43,28,59
1708,1,0.11045300960540771,35,59,43
1709,0,0.07408201694488525,59,36,35
1710,0,0.12884294986724854,59,43,28
1711,2,0.09783005714416504,43,35,59
1712,0,0.0771099328994751,59,36,35
1713,0,0.09426891803741455,59,43,28
1714,1,0.13185298442840576,28,59,43
1715,2,0.07351601123809814,36,35,59
1716,2,0.08180391788482666,43,28,59
1717,1,0.11377894878387451,35,59,36
1718,0,0.07382702827453613,59,36,35
1719,1,0.10519695281982422,42,53,28
1720,2,0.10696303844451904,35,42,53
1721,1,0.07426488399505615,42,53,35
1722,1,0.07477200031280518,28,59,43
1723,0,0.09886598587036133,59,43,28
1724,1,0.10592293739318848,42,53,28
1725,1,0.09897291660308838,42,53,35
1726,2,0.0889120101928711,36,35,59
1727,1,0.09170699119567871,28,59,43
1728,1,0.0858309268951416,35,59,36
1729,0,0.06666600704193115,53,35,42
1730,1,0.13954102993011475,42,53,28
1731,1,0.08399999141693115,28,59,36
1732,0,0.0872730016708374,59,43,28
1733,2,0.09011006355285645,43,28,59
1734,0,0.0821990966796875,59,43,28
1735,0,0.09734296798706055,53,35,42
1736,2,0.0679389238357544,14,7,60
1737,2,0.0885770320892334,36,35,59
1738,1,0.12445509433746338,28,59,36
1739,0,0.08706498146057129,59,43,28
1740,0,0.07991504669189453,59,43,35
1741,2,0.07064199447631836,36,28,59
1742,0,0.13525700569152832,53,35,42
1743,0,0.09296894073486328,53,28,42
1744,2,0.15303099155426025,43,28,59
1745,2,0.16868102550506592,43,28,59
1746,1,0.10530400276184082,28,59,43
1747,0,0.09804999828338623,59,36,28
1748,0,0.09545695781707764,59,36,35
1749,2,0.09794294834136963,36,28,59
1750,0,0.14081501960754395,59,43,35
1751,0,0.15185701847076416,59,36,28
1752,0,0.11920201778411865,59,43,52
1753,1,0.10686099529266357,35,59,43
1754,0,0.15222597122192383,59,43,28
1755,2,0.11347699165344238,42,36,52
1756,1,0.08995497226715088,28,59,43
1757,0,0.1784449815750122,52,42,36
1758,0,0.10816407203674316,59,36,35
1759,0,0.08402597904205322,53,35,42
1760,2,0.0763329267501831,36,35,59
1761,0,0.07608199119567871,59,36,28
1762,0,0.07988595962524414,59,36,35
1763,0,0.07809197902679443,53,42,35
1764,0,0.2141169309616089,53,42,35
1765,2,0.08814406394958496,36,35,59
1766,1,0.08075106143951416,35,59,36
1767,0,0.09925293922424316,59,43,28
1768,2,0.09134805202484131,42,36,52
1769,1,0.08316993713378906,42,53,35
1770,2,0.09265494346618652,36,28,59
1771,0,0.08594799041748047,59,43,28
1772,0,0.1150960922241211,59,43,35
1773,2,0.07896006107330322,36,28,59
1774,1,0.12583398818969727,21,59,43
1775,0,0.09944796562194824,59,43,28
1776,0,0.07973003387451172,59,43,28
1777,2,0.10737407207489014,43,28,59
1778,1,0.10289895534515381,35,59,36
1779,0,0.0966329574584961,59,43,28
1780,0,0.16456592082977295,59,52,43
1781,2,0.09380698204040527,43,28,59
1782,2,0.08930397033691406,43,28,59
1783,0,0.1480710506439209,59,43,52
1784,1,0.09763908386230469,42,53,35
1785,0,0.1510220766067505,59,43,35
1786,0,0.07367599010467529,59,29,21
1787,2,0.08112502098083496,28,42,53
1788,1,0.08516299724578857,35,59,36
1789,2,0.12964308261871338,35,42,53
1790,0,0.08680808544158936,53,42,28
1791,0,0.08973407745361328,59,43,28
1792,0,0.12642502784729004,59,43,28
1793,0,0.11752402782440186,59,43,28
1794,1,0.08512496948242188,28,59,29
1795,1,0.09666097164154053,42,53,35
1796,0,0.1500539779663086,59,36,35
1797,1,0.33474910259246826,28,59,36
1798,1,0.07603895664215088,35,59,36
1799,0,0.08423793315887451,53,28,42
1800,2,0.09085202217102051,36,35,59
1801,2,0.09692203998565674,43,28,59
1802,2,0.0838320255279541,43,28,59
1803,1,0.13199496269226074,28,59,43
1804,2,0.11471593379974365,35,42,53
1805,0,0.08186697959899902,59,43,28
1806,0,0.12220394611358643,53,35,42
1807,0,0.07308101654052734,59,36,28
1808,0,0.11564207077026367,53,35,42
1809,2,0.0846940279006958,28,42,53
1810,2,0.11008799076080322,36,35,59
1811,2,0.11700093746185303,36,35,59
1812,1,0.14184200763702393,36,52,42
1813,1,0.0882500410079956,35,59,36
1814,2,0.07021903991699219,21,42,53
1815,0,0.08770406246185303,59,36,35
1816,1,0.1432429552078247,42,53,35
1817,2,0.11454904079437256,35,42,53
1818,0,0.21046507358551025,59,36,35
1819,2,0.11986696720123291,36,35,59
1820,2,0.2465219497680664,43,52,59
1821,2,0.08472800254821777,35,42,53
1822,2,0.10257101058959961,43,28,59
1823,0,0.11092007160186768,59,36,28
1824,1,0.09240198135375977,35,59,36
1825,1,0.09618794918060303,42,53,35
1826,2,0.11090302467346191,43,35,59
1827,2,0.07645297050476074,43,28,59
1828,2,0.07865500450134277,36,35,59
1829,0,0.0918729305267334,53,35,42
1830,0,0.11139392852783203,59,36,35
1831,2,0.12083399295806885,42,36,52
1832,2,0.08594107627868652,35,42,53
1833,1,0.06895899772644043,28,59,36
1834,0,0.15786993503570557,59,36,35
1835,0,0.16965103149414062,59,43,21
1836,2,0.10563898086547852,42,36,52
1837,0,0.10753703117370605,59,36,28
1838,0,0.09494006633758545,53,35,42
1839,0,0.13242900371551514,59,36,35
1840,0,0.10302793979644775,59,43,28
1841,2,0.09114396572113037,43,28,59
1842,0,0.11234390735626221,53,35,42
1843,0,0.08244192600250244,59,36,35
1844,2,0.12964797019958496,35,42,53
1845,2,0.10167801380157471,43,35,59
1846,1,0.09549999237060547,42,53,28
1847,0,0.07835197448730469,53,35,42
1848,2,0.08996903896331787,36,35,59
1849,0,0.0758049488067627,59,36,35
1850,1,0.09113788604736328,42,53,35
1851,2,0.10217392444610596,43,28,59
1852,0,0.08775603771209717,53,35,42
1853,1,0.08920598030090332,42,53,35
1854,1,0.11277592182159424,28,59,36
1855,2,0.14739906787872314,43,28,59
1856,0,0.09220898151397705,53,35,42
1857,2,0.08416891098022461,28,42,53
1858,2,0.08782804012298584,43,35,59
1859,2,0.09913098812103271,36,28,59
1860,0,0.11635899543762207,59,43,28
1861,2,0.2131810188293457,43,35,59
1862,1,0.08422303199768066,36,59,35
1863,2,0.1818639039993286,36,28,59
1864,1,0.09228193759918213,42,53,28
1865,0,0.184251070022583,59,36,28
1866,0,0.12349808216094971,59,43,28
1867,0,0.07834506034851074,59,36,35
1868,1,0.0846019983291626,28,59,43
1869,0,0.08609402179718018,59,43,28
1870,1,0.12230098247528076,28,59,43
1871,0,0.08274900913238525,53,35,42
1872,0,0.08176302909851074,59,36,35
1873,1,0.0866919755935669,35,59,36
1874,0,0.11036407947540283,59,36,35
1875,1,0.10057199001312256,35,59,36
1876,2,0.07196593284606934,36,35,59
1877,1,0.12657701969146729,28,59,43
1878,0,0.13011693954467773,59,43,28
1879,2,0.1698969602584839,36,35,59
1880,0,0.09718501567840576,59,43,28
1881,0,0.09876000881195068,59,36,28
1882,1,0.07994198799133301,28,59,36
1883,1,0.11725211143493652,52,59,43
1884,0,0.09684097766876221,59,43,28
1885,0,0.07709789276123047,59,43,28
1886,0,0.10125100612640381,53,35,42
1887,1,0.08049297332763672,28,59,36
1888,0,0.08539903163909912,59,36,35
1889,2,0.10723400115966797,35,42,53
1890,0,0.10265898704528809,59,36,35
1891,0,0.07756507396697998,59,36,28
1892,1,0.0812070369720459,35,59,36
1893,1,0.07288205623626709,35,59,36
1894,0,0.09162700176239014,53,35,42
1895,2,0.11436903476715088,36,42,52
1896,0,0.11267697811126709,59,43,28
1897,0,0.08262407779693604,59,36,28
1898,2,0.1374650001525879,35,42,53
1899,1,0.07586908340454102,42,53,35
1900,1,0.097756028175354,28,59,43
1901,2,0.11101210117340088,43,28,59
1902,1,0.09097695350646973,42,53,35
1903,0,0.10570502281188965,59,43,28
1904,1,0.09612596035003662,35,59,36
1905,0,0.13035809993743896,59,36,35
1906,0,0.12519097328186035,52,42,36
1907,1,0.10614192485809326,35,59,36
1908,0,0.1110219955444336,59,43,28
1909,1,0.09071898460388184,35,59,36
1910,0,0.13303101062774658,59,43,52
1911,2,0.08972597122192383,43,28,59
1912,0,0.1491299867630005,53,21,42
1913,2,0.19237101078033447,35,42,53
1914,1,0.13559091091156006,35,59,36
1915,2,0.11922097206115723,43,28,59
1916,0,0.0825049877166748,53,35,42
1917,2,0.07091498374938965,35,42,53
1918,0,0.09252703189849854,59,43,28
1919,0,0.08106601238250732,59,43,28
1920,0,0.08594095706939697,59,43,28
1921,0,0.07620203495025635,59,36,35
1922,2,0.08799099922180176,43,35,59
1923,2,0.08067798614501953,43,28,59
1924,2,0.13168799877166748,28,42,53
1925,0,0.08905994892120361,59,43,28
1926,0,0.07307696342468262,59,43,28
1927,2,0.12560796737670898,36,35,59
1928,0,0.1528160572052002,53,28,42
1929,2,0.0945889949798584,43,28,59
1930,2,0.10886204242706299,36,35,59
1931,2,0.07624697685241699,36,35,59
1932,1,0.13060998916625977,35,59,43
1933,2,0.10244297981262207,36,28,59
1934,1,0.08603298664093018,35,59,36
1935,0,0.0937659740447998,59,43,28
1936,2,0.11195409297943115,36,35,59
1937,0,0.11309695243835449,53,35,42
1938,0,0.0902789831161499,53,28,42
1939,2,0.10222399234771729,42,36,52
1940,0,0.10143399238586426,59,43,28
1941,1,0.11595404148101807,28,59,43
1942,0,0.07090592384338379,59,36,35
1943,1,0.10266506671905518,28,59,43
1944,0,0.10397005081176758,59,43,28
1945,0,0.08326494693756104,59,43,28
1946,1,0.14616000652313232,42,53,28
1947,1,0.16409194469451904,28,59,43
1948,0,0.11046695709228516,53,42,28
1949,0,0.16164803504943848,53,35,42
1950,0,0.07234299182891846,59,36,28
1951,1,0.0844869613647461,42,53,35
1952,1,0.11902499198913574,28,59,43
1953,0,0.13409197330474854,59,36,35
1954,2,0.11983704566955566,43,28,59
1955,0,0.08628296852111816,59,36,35
1956,0,0.16252493858337402,53,35,42
1957,1,0.09924006462097168,42,53,35
1958,0,0.1751009225845337,53,35,42
1959,2,0.14329791069030762,35,36,52
1960,0,0.06552708148956299,59,43,21
1961,0,0.16887497901916504,53,35,42
1962,1,0.0672760009765625,36,59,28
1963,1,0.10936403274536133,28,59,43
1964,2,0.07096695899963379,21,42,53
1965,1,0.09859704971313477,28,59,43
1966,1,0.167153000831604,42,52,36
1967,0,0.10913491249084473,59,43,28
1968,1,0.13339996337890625,35,59,36
1969,0,0.09787499904632568,59,36,35
1970,1,0.12547898292541504,42,53,35
1971,1,0.09295594692230225,42,53,35
1972,1,0.0822519063949585,42,53,28
1973,1,0.10752391815185547,43,52,42
1974,0,0.08205902576446533,53,35,42
1975,0,0.11804401874542236,59,36,35
1976,0,0.11857688426971436,53,28,42
1977,2,0.19973206520080566,35,43,59
1978,1,0.10532093048095703,42,53,35
1979,1,0.10563397407531738,28,59,43
1980,2,0.1997460126876831,43,52,59
1981,0,0.09426498413085938,59,43,28
1982,0,0.08859694004058838,59,36,28
1983,1,0.09472894668579102,35,59,43
1984,1,0.1050800085067749,35,59,36
1985,1,0.1109609603881836,35,59,36
1986,1,0.1233130693435669,42,53,28
1987,1,0.11904501914978027,42,53,35
1988,0,0.0866469144821167,59,36,35
1989,1,0.14441204071044922,35,59,43
1990,0,0.19131100177764893,53,35,42
1991,1,0.09242403507232666,43,52,42
1992,1,0.11140108108520508,28,59,43
1993,0,0.11424005031585693,59,43,28
1994,1,0.21174895763397217,35,59,43
1995,1,0.27285706996917725,42,53,28
1996,0,0.0771629810333252,53,28,42
1997,0,0.08960294723510742,52,42,36
1998,1,0.07293593883514404,35,59,36
1999,2,0.15336501598358154,36,35,59
2000,0,0.20405590534210205,53,35,42
2001,1,0.13393104076385498,42,52,36
2002,2,0.13164901733398438,36,42,52
2003,1,0.2509150505065918,35,59,36
2004,0,0.10909497737884521,53,35,42
2005,2,0.11421501636505127,35,42,53
2006,0,0.1801619529724121,59,36,35
2007,0,0.09514904022216797,59,43,35
2008,2,0.14098799228668213,43,35,59
2009,2,0.08680999279022217,43,28,59
2010,1,0.0872880220413208,42,53,35
2011,0,0.13865602016448975,59,43,28
2012,0,0.10618102550506592,59,36,35
2013,0,0.1662529706954956,59,36,35
2014,1,0.09786295890808105,42,53,35
2015,0,0.08239805698394775,59,36,35
2016,0,0.08873200416564941,59,36,35
2017,1,0.09269297122955322,42,53,35
2018,2,0.0901179313659668,36,35,59
2019,0,0.11254799365997314,53,35,42
2020,1,0.08600306510925293,42,53,35
2021,1,0.12449896335601807,35,59,36
2022,2,0.29974305629730225,43,28,59
2023,2,0.09999096393585205,43,28,59
2024,0,0.1263580322265625,59,43,52
2025,1,0.07439696788787842,42,53,28
2026,0,0.0745859146118164,59,43,28
2027,1,0.08194100856781006,35,53,35
2028,1,0.0959329605102539,35,59,36
2029,0,0.07745599746704102,59,43,28
2030,2,0.0865170955657959,35,42,53
2031,0,0.08770906925201416,59,43,28
2032,0,0.0750809907913208,59,36,35
2033,0,0.05613899230957031,60,21,21
2034,1,0.1708509922027588,35,59,36
2035,1,0.16868793964385986,28,59,43
2036,2,0.1248769760131836,43,35,59
2037,2,0.08712208271026611,28,42,53
2038,2,0.10760998725891113,42,36,52
2039,0,0.1842280626296997,59,36,35
2040,1,0.07995498180389404,35,59,36
2041,0,0.07994997501373291,59,43,28
2042,0,0.08589398860931396,59,43,28
2043,2,0.08234000205993652,35,42,53
2044,1,0.07612395286560059,42,53,35
2045,2,0.15778791904449463,43,28,59
2046,2,0.1045459508895874,36,35,59
2047,0,0.15000200271606445,59,36,35
2048,2,0.49833500385284424,52,43,59
2049,2,0.12514793872833252,36,35,59
2050,1,0.087257981300354,42,53,28
2051,2,0.1312849521636963,43,28,59
2052,0,0.0855550765991211,52,42,36
2053,2,0.08877992630004883,43,35,59
2054,2,0.09900891780853271,43,28,59
2055,2,0.08564209938049316,36,35,59
2056,0,0.09681594371795654,59,36,35
2057,0,0.15474402904510498,59,36,35
2058,1,0.16969704627990723,21,59,43
2059,0,0.23658299446105957,59,36,28
2060,1,0.06981205940246582,35,59,36
2061,0,0.0884469747543335,53,35,42
2062,1,0.08499002456665039,42,53,35
2063,2,0.150068998336792,36,35,59
2064,2,0.15411996841430664,28,42,53
2065,0,0.08350205421447754,53,42,35
2066,1,0.08923697471618652,42,53,35
2067,1,0.1265850067138672,42,53,35
2068,0,0.10642099380493164,53,35,42
2069,1,0.07343399524688721,28,59,36
2070,2,0.09091198444366455,43,28,59
2071,1,0.08901596069335938,35,59,36
2072,1,0.14053595066070557,28,59,36
2073,1,0.11931097507476807,35,59,36
2074,1,0.08240103721618652,42,53,35
2075,1,0.09278595447540283,42,53,35
2076,1,0.0867379903793335,28,59,43
2077,0,0.14142310619354248,59,43,28
2078,1,0.07469809055328369,28,59,36
2079,1,0.09541702270507812,42,53,35
2080,2,0.0756310224533081,36,28,59
2081,0,0.07396602630615234,59,36,28
2082,1,0.11622202396392822,42,53,35
2083,2,0.06710898876190186,36,35,59
2084,1,0.14053499698638916,28,59,43
2085,2,0.09752106666564941,43,28,59
2086,0,0.1008460521697998,59,43,28
2087,2,0.10365104675292969,43,28,59
2088,0,0.09168803691864014,59,43,28
2089,2,0.10023510456085205,43,28,59
2090,0,0.16102802753448486,53,28,42
2091,1,0.09437000751495361,42,53,35
2092,0,0.09045910835266113,59,36,35
2093,0,0.18227994441986084,53,28,42
2094,2,0.112388014793396,43,28,59
2095,0,0.07682502269744873,59,36,35
2096,2,0.10455501079559326,35,42,53
2097,2,0.09004795551300049,36,28,59
2098,2,0.14358901977539062,43,28,59
2099,0,0.08478796482086182,59,43,28
2100,1,0.07321798801422119,35,59,36
2101,0,0.15123093128204346,59,43,52
2102,0,0.12824904918670654,53,35,35
2103,2,0.09974193572998047,35,42,53
2104,2,0.11966490745544434,35,42,53
2105,1,0.10480093955993652,28,59,43
2106,1,0.10440707206726074,28,59,43
2107,1,0.08067893981933594,35,59,36
2108,0,0.14213693141937256,59,36,28
2109,0,0.16124093532562256,53,35,42
2110,1,0.1365959644317627,42,53,35
2111,0,0.10543394088745117,59,43,28
2112,1,0.10498392581939697,28,59,43
2113,0,0.08454298973083496,59,43,28
2114,0,0.08509504795074463,59,36,35
