# MCTS: [] []
# PLAYERS: [MCTS_TicketToRide.PlayerType.big, MCTS_TicketToRide.PlayerType.big, MCTS_TicketToRide.PlayerType.big]
GAME,WINNER,TIME,big,big,big
711,1,0.10844099521636963,28,59,43
712,0,0.1097639799118042,59,43,35
713,0,0.09346401691436768,59,43,28
714,2,0.13722801208496094,36,35,59
715,0,0.09391295909881592,59,43,28
716,0,0.1327509880065918,59,36,35
717,1,0.11561393737792969,35,53,42
718,0,0.1299499273300171,59,28,43
719,2,0.08878004550933838,35,42,53
720,2,0.08887505531311035,43,35,59
721,2,0.07632803916931152,43,35,59
722,1,0.1358020305633545,35,59,36
723,1,0.2444859743118286,35,59,43
724,1,0.11045491695404053,35,59,36
725,0,0.11065495014190674,59,43,28
726,0,0.10592508316040039,59,36,35
727,0,0.32687902450561523,59,43,28
728,0,0.10347998142242432,59,36,35
729,1,0.09390592575073242,42,53,28
730,1,0.20340704917907715,28,59,43
731,1,0.14034497737884521,35,59,36
732,0,0.09274005889892578,59,36,35
733,0,0.09313607215881348,59,43,28
734,1,0.09087598323822021,42,53,28
735,1,0.09451007843017578,35,59,36
736,0,0.1497880220413208,59,43,52
737,0,0.10519707202911377,59,29,35
738,1,0.07586097717285156,28,59,36
739,0,0.11531496047973633,59,43,28
740,2,0.10684597492218018,36,35,59
741,0,0.10365593433380127,59,36,35
742,0,0.1225510835647583,59,36,35
743,0,0.11948096752166748,53,35,42
744,2,0.08009898662567139,36,35,59
745,1,0.10413205623626709,28,59,43
746,1,0.08755910396575928,35,59,36
747,0,0.11990702152252197,59,43,28
748,0,0.2312859296798706,53,35,42
749,0,0.0934150218963623,59,43,28
750,0,0.1186751127243042,59,43,28
751,0,0.14629006385803223,59,43,28
752,1,0.08225798606872559,35,59,36
753,0,0.11008107662200928,59,43,28
754,1,0.1549619436264038,28,59,43
755,0,0.3747560977935791,59,52,43
756,0,0.22944092750549316,59,43,28
757,2,0.1081080436706543,35,42,53
758,2,0.10661196708679199,43,35,59
759,1,0.146509051322937,42,53,35
760,1,0.10487198829650879,28,59,36
761,0,0.15709805488586426,59,43,52
762,1,0.12224602699279785,35,59,36
763,1,0.07918691635131836,35,59,36
764,0,0.11860299110412598,59,43,28
765,0,0.14975905418395996,52,42,36
766,2,0.08955299854278564,35,42,53
767,1,0.08935797214508057,42,53,28
768,1,0.10835504531860352,35,59,43
769,2,0.0971909761428833,43,28,59
770,0,0.13090109825134277,52,36,42
771,1,0.08227801322937012,28,59,36
772,0,0.12199902534484863,59,28,43
773,2,0.09635293483734131,36,35,59
774,1,0.1556689739227295,42,53,35
775,0,0.09297800064086914,53,21,42
776,1,0.10086393356323242,35,59,43
777,1,0.08736896514892578,42,53,35
778,0,0.09229397773742676,59,36,35
779,0,0.10555100440979004,53,35,42
780,1,0.13897204399108887,21,59,43
781,2,0.09690701961517334,42,36,52
782,2,0.14657902717590332,43,28,59
783,2,0.10513603687286377,36,35,59
784,0,0.09870600700378418,59,36,35
785,1,0.10316193103790283,35,59,36
786,2,0.1131739616394043,36,28,59
787,1,0.11168694496154785,35,59,36
788,0,0.25643694400787354,59,43,35
789,0,0.24990403652191162,53,35,42
790,1,0.09781396389007568,28,59,36
791,2,0.10396599769592285,43,28,59
792,0,0.10782599449157715,59,43,28
793,2,0.14183902740478516,35,42,53
794,2,0.08562994003295898,43,28,59
795,2,0.11969602108001709,36,35,59
796,0,0.10668408870697021,59,43,28
797,1,0.2412400245666504,43,59,52
798,2,0.09802007675170898,36,35,59
799,1,0.09483098983764648,42,53,35
800,1,0.1059730052947998,28,59,43
801,1,0.16019892692565918,42,53,35
802,0,0.1259840726852417,59,43,28
803,0,0.10481798648834229,59,29,21
804,1,0.1299530267715454,36,52,42
805,2,0.1722339391708374,35,42,53
806,0,0.14694595336914062,59,43,52
807,1,0.09892404079437256,36,52,42
808,2,0.1219789981842041,43,35,59
809,0,0.14928996562957764,59,36,35
810,2,0.13847601413726807,28,42,53
811,1,0.10047698020935059,28,59,43
812,0,0.12136304378509521,59,43,28
813,1,0.08188295364379883,35,59,36
814,2,0.08465206623077393,36,28,59
815,1,0.0828009843826294,35,59,36
816,0,0.07524693012237549,53,35,42
817,0,0.1588050127029419,52,42,43
818,2,0.24082589149475098,43,52,59
819,2,0.09816193580627441,43,28,59
820,0,0.08714699745178223,59,36,35
821,0,0.10054409503936768,59,43,28
822,2,0.08697402477264404,36,28,59
823,1,0.08737003803253174,35,59,36
824,0,0.09086000919342041,59,43,28
825,1,0.09350395202636719,28,59,43
826,2,0.11843299865722656,35,42,53
827,0,0.1282750368118286,53,35,42
828,1,0.07928705215454102,42,53,35
829,1,0.12305498123168945,35,59,36
830,1,0.16837704181671143,28,59,43
831,1,0.10120904445648193,35,59,36
832,1,0.10023605823516846,35,59,36
833,2,0.09296095371246338,35,42,53
834,1,0.15640199184417725,35,53,35
835,1,0.09825003147125244,28,59,43
836,2,0.2332930564880371,43,28,59
837,0,0.07854807376861572,59,36,35
838,0,0.1416490077972412,59,36,35
839,0,0.08334100246429443,59,36,35
840,1,0.08230304718017578,42,53,28
841,2,0.08854508399963379,36,35,59
842,2,0.08266890048980713,28,42,53
843,1,0.12481701374053955,28,59,29
844,2,0.09177494049072266,43,28,59
845,1,0.09075605869293213,42,53,35
846,0,0.0750049352645874,53,28,42
847,2,0.11500895023345947,36,35,59
848,2,0.11733996868133545,43,28,59
849,0,0.09489309787750244,59,36,35
850,0,0.09473097324371338,59,43,28
851,2,0.13799405097961426,42,43,52
852,2,0.09019792079925537,43,28,59
853,1,0.18220603466033936,52,59,43
854,2,0.09753608703613281,36,28,59
855,2,0.2831050157546997,43,28,59
856,1,0.10794901847839355,42,53,35
857,1,0.2008979320526123,28,53,42
858,2,0.09039199352264404,36,35,59
859,1,0.16222703456878662,42,53,28
860,2,0.12142407894134521,35,42,53
861,2,0.0724480152130127,28,42,53
862,2,0.08558404445648193,21,28,60
863,0,0.15381896495819092,59,43,28
864,0,0.1925119161605835,52,42,29
865,2,0.0945279598236084,28,42,53
866,1,0.09422492980957031,28,59,36
867,0,0.09999692440032959,59,43,35
868,0,0.1348639726638794,59,43,35
869,0,0.13651108741760254,52,42,36
870,1,0.08628499507904053,42,53,28
871,0,0.25927698612213135,59,28,43
872,0,0.17977094650268555,59,36,35
873,2,0.13126802444458008,36,35,59
874,1,0.13570106029510498,28,59,36
875,2,0.16187596321105957,43,52,59
876,0,0.11078095436096191,53,28,42
877,2,0.07382702827453613,36,35,59
878,2,0.13468897342681885,28,42,53
879,1,0.09489798545837402,28,59,43
880,1,0.10162508487701416,28,59,43
881,1,0.08815598487854004,35,59,36
882,2,0.0931999683380127,35,42,53
883,0,0.2268000841140747,59,43,35
884,0,0.24698495864868164,53,35,42
885,2,0.1219710111618042,43,28,59
886,2,0.09523701667785645,35,42,53
887,2,0.20010006427764893,43,28,59
888,2,0.1571439504623413,43,52,59
889,1,0.07775700092315674,28,59,43
890,0,0.1349039077758789,53,35,42
891,1,0.11666607856750488,35,59,43
892,2,0.18950700759887695,43,35,52
893,1,0.09431397914886475,42,53,35
894,0,0.22000491619110107,53,35,42
895,1,0.08653700351715088,42,53,28
896,1,0.08757901191711426,35,59,36
897,1,0.11798202991485596,42,53,35
898,0,0.2245650291442871,53,35,42
899,2,0.2581000328063965,43,21,59
900,1,0.18746709823608398,28,59,36
901,0,0.11819791793823242,59,43,35
902,0,0.20728695392608643,53,42,35
903,1,0.1270960569381714,36,59,28
904,2,0.07110595703125,14,35,53
905,0,0.16374802589416504,59,36,35
906,1,0.14515304565429688,42,53,28
907,2,0.1198650598526001,43,28,59
908,2,0.09776890277862549,36,35,59
909,2,0.17093396186828613,43,28,59
910,2,0.0876840353012085,35,42,53
911,1,0.09082198143005371,28,59,43
912,0,0.14094007015228271,59,43,28
913,0,0.43677401542663574,59,43,52
914,1,0.09453296661376953,28,59,43
915,0,0.09511494636535645,59,36,35
916,1,0.09495997428894043,28,59,43
917,0,0.10330688953399658,59,43,28
918,1,0.1168450117111206,28,59,43
919,2,0.1279900074005127,35,43,59
920,0,0.11568903923034668,53,42,35
921,1,0.09265899658203125,28,59,43
922,0,0.12165606021881104,53,28,42
923,1,0.11091899871826172,28,59,43
924,1,0.08309292793273926,42,53,28
925,0,0.11579501628875732,59,43,28
926,2,0.13095295429229736,28,42,53
927,1,0.1180809736251831,42,53,35
928,0,0.10599994659423828,59,43,28
929,2,0.11543405055999756,36,35,59
930,1,0.1145169734954834,28,59,43
931,2,0.10340595245361328,29,42,52
932,1,0.14035093784332275,42,53,35
933,2,0.09039998054504395,36,35,59
934,0,0.0994800329208374,59,36,28
935,0,0.11601603031158447,59,36,35
936,2,0.095223069190979,43,35,59
937,2,0.13684499263763428,35,42,53
938,0,0.09964108467102051,59,36,35
939,1,0.09935295581817627,28,59,43
940,0,0.12073802947998047,52,42,36
941,0,0.13799989223480225,59,43,35
942,1,0.10696697235107422,35,59,43
943,0,0.07352900505065918,53,28,42
944,0,0.10405397415161133,59,36,35
945,1,0.07646000385284424,28,60,21
946,0,0.19539999961853027,53,35,42
947,0,0.09959709644317627,59,36,35
948,1,0.0794520378112793,35,59,36
949,0,0.0815650224685669,53,35,42
950,0,0.08532595634460449,59,43,28
951,0,0.15795695781707764,59,43,28
952,0,0.07960307598114014,59,43,28
953,1,0.08352398872375488,28,59,43
954,1,0.07272100448608398,28,59,43
955,0,0.0812230110168457,59,43,28
956,2,0.08276998996734619,35,42,53
957,1,0.08571791648864746,28,59,43
958,1,0.08931207656860352,42,53,35
959,2,0.15605700016021729,36,35,59
960,1,0.10976099967956543,28,59,36
961,0,0.21379303932189941,53,35,42
962,2,0.24059700965881348,36,28,59
963,2,0.1530059576034546,28,42,53
964,0,0.0793839693069458,59,36,28
965,0,0.07847702503204346,59,36,35
966,0,0.12952196598052979,53,35,42
967,1,0.12949800491333008,42,53,35
968,2,0.11557996273040771,43,35,59
969,2,0.15633702278137207,43,21,59
970,2,0.23806297779083252,35,42,53
971,1,0.1611950397491455,28,59,36
972,2,0.12253296375274658,36,35,59
973,0,0.09940099716186523,59,36,35
974,1,0.09994494915008545,28,59,43
975,1,0.08755195140838623,35,59,36
976,1,0.13093805313110352,35,59,36
977,2,0.10543107986450195,35,42,53
978,1,0.16803991794586182,52,59,36
979,2,0.13518691062927246,43,35,59
980,2,0.11046600341796875,43,28,59
981,2,0.1037909984588623,28,42,53
982,1,0.15230190753936768,35,59,36
983,0,0.1264580488204956,59,43,21
984,0,0.08853495121002197,53,28,42
985,1,0.08947610855102539,35,59,36
986,1,0.10327410697937012,35,59,36
987,2,0.339352011680603,43,35,59
988,0,0.09419107437133789,59,43,28
989,0,0.08839094638824463,59,43,28
990,0,0.26017093658447266,59,43,52
991,0,0.1122279167175293,59,36,35
992,1,0.11971700191497803,28,59,36
993,1,0.09259700775146484,35,59,36
994,1,0.09841001033782959,35,59,36
995,1,0.07976293563842773,35,53,14
996,1,0.09936702251434326,35,59,36
997,1,0.09537291526794434,35,59,36
998,2,0.36768603324890137,43,52,59
999,1,0.08701395988464355,28,59,43
1000,0,0.11346697807312012,52,42,36
1001,1,0.08391308784484863,35,59,36
1002,1,0.09751200675964355,35,59,36
1003,1,0.0961160659790039,35,59,43
1004,0,0.08907997608184814,53,28,42
1005,0,0.1283169984817505,59,36,35
1006,2,0.28777503967285156,43,35,59
1007,1,0.10131502151489258,35,59,43
1008,1,0.10453295707702637,42,53,35
1009,2,0.19149506092071533,42,43,52
1010,0,0.08453500270843506,53,35,42
1011,0,0.16170799732208252,59,43,28
1012,2,0.21639108657836914,28,42,53
1013,1,0.10411202907562256,42,53,28
1014,2,0.14069890975952148,35,36,59
1015,0,0.10218501091003418,59,36,35
1016,0,0.0678250789642334,53,28,42
1017,0,0.1118699312210083,53,35,42
1018,1,0.25467002391815186,28,59,36
1019,1,0.11537003517150879,28,59,43
1020,1,0.10937392711639404,35,59,36
1021,1,0.0816960334777832,35,59,36
1022,2,0.08328402042388916,36,35,59
1023,1,0.07128703594207764,42,53,28
1024,0,0.11080002784729004,59,36,35
1025,0,0.11387205123901367,53,35,42
1026,0,0.10282707214355469,53,28,42
1027,2,0.11596298217773438,36,35,59
1028,2,0.08661293983459473,36,35,59
1029,0,0.2629280090332031,53,35,42
1030,2,0.13279104232788086,36,35,59
1031,1,0.14365088939666748,35,59,36
1032,2,0.17121505737304688,36,35,59
1033,1,0.1248389482498169,35,59,36
1034,2,0.1424800157546997,36,35,59
1035,2,0.11572802066802979,42,36,52
1036,0,0.08461391925811768,53,35,42
1037,2,0.20117497444152832,35,35,53
1038,0,0.0985180139541626,59,36,35
1039,1,0.11730802059173584,28,59,43
1040,1,0.1352710723876953,35,59,36
1041,2,0.19325602054595947,43,28,59
1042,0,0.20869195461273193,59,43,21
1043,2,0.12923693656921387,43,52,59
1044,0,0.09334301948547363,59,43,28
1045,1,0.14954495429992676,42,53,35
1046,2,0.11409997940063477,42,36,52
1047,1,0.1866060495376587,28,59,43
1048,1,0.13841700553894043,42,53,35
1049,1,0.15377402305603027,28,59,36
1050,1,0.14726698398590088,28,59,43
1051,1,0.09915494918823242,28,59,43
1052,0,0.16701996326446533,59,43,35
1053,0,0.11211502552032471,59,43,28
1054,2,0.09901309013366699,35,42,53
1055,2,0.10924291610717773,28,42,53
1056,0,0.17953896522521973,59,36,28
1057,0,0.07330596446990967,59,36,28
1058,2,0.07628905773162842,36,28,59
1059,2,0.09880995750427246,36,35,59
1060,0,0.09955394268035889,59,43,28
1061,0,0.09097003936767578,59,43,35
1062,0,0.08172690868377686,59,36,28
1063,1,0.10443198680877686,28,59,43
1064,0,0.0903090238571167,59,43,28
1065,0,0.08376693725585938,53,35,35
1066,0,0.2361140251159668,59,43,28
1067,1,0.10679304599761963,35,59,36
1068,0,0.10105502605438232,59,43,35
1069,2,0.07541298866271973,28,42,53
1070,0,0.08202600479125977,59,36,35
1071,1,0.08140897750854492,28,59,36
1072,1,0.10292410850524902,28,59,43
1073,0,0.2012019157409668,59,43,35
1074,0,0.24787700176239014,59,43,28
1075,1,0.1154789924621582,35,59,36
1076,1,0.11412596702575684,36,52,42
1077,1,0.10257697105407715,42,53,35
1078,1,0.16535794734954834,28,59,43
1079,1,0.08923792839050293,35,59,36
1080,1,0.13010108470916748,28,59,43
1081,0,0.09911799430847168,59,43,28
1082,2,0.09962701797485352,35,42,53
1083,2,0.18724703788757324,43,28,59
1084,2,0.10536408424377441,36,35,59
1085,0,0.11014103889465332,59,43,28
1086,0,0.08399403095245361,53,28,42
1087,0,0.18596088886260986,52,42,36
1088,0,0.15146100521087646,59,43,28
1089,1,0.20766496658325195,35,59,36
1090,2,0.10320496559143066,36,35,59
1091,0,0.1133110523223877,59,43,28
1092,0,0.09098291397094727,53,28,42
1093,1,0.08427906036376953,35,59,29
1094,0,0.1081850528717041,59,36,35
1095,0,0.14176499843597412,59,43,28
1096,0,0.09481203556060791,53,28,42
1097,0,0.1020209789276123,59,36,35
1098,0,0.0985250473022461,59,36,35
1099,0,0.11249005794525146,59,36,35
1100,1,0.16271209716796875,42,53,35
1101,0,0.15466690063476562,53,28,42
1102,0,0.13331198692321777,59,43,28
1103,2,0.200888991355896,35,42,53
1104,2,0.11823403835296631,36,35,59
1105,1,0.09664201736450195,35,59,36
1106,0,0.2584470510482788,59,43,28
1107,2,0.18296098709106445,43,28,59
1108,0,0.10482192039489746,59,43,21
1109,0,0.1102219820022583,53,42,35
1110,2,0.09163796901702881,36,35,59
1111,0,0.21265196800231934,52,42,43
1112,2,0.14005601406097412,36,35,59
1113,0,0.07792496681213379,59,36,35
1114,2,0.09267807006835938,36,28,59
1115,1,0.12487995624542236,35,59,36
1116,2,0.10576701164245605,43,28,59
1117,1,0.21040701866149902,28,59,36
1118,2,0.123879075050354,43,28,59
1119,0,0.08922898769378662,59,36,35
1120,0,0.10344099998474121,53,28,42
1121,2,0.13218700885772705,43,52,59
1122,1,0.10421502590179443,36,52,42
1123,0,0.08309698104858398,53,35,42
1124,0,0.09996700286865234,59,36,28
1125,1,0.16572105884552002,35,59,43
1126,1,0.1397949457168579,28,59,43
1127,1,0.09659910202026367,35,59,36
1128,1,0.09135103225708008,35,59,36
1129,0,0.0854039192199707,53,21,42
1130,0,0.12935996055603027,59,43,28
1131,1,0.09735500812530518,35,59,36
1132,2,0.12821996212005615,35,42,53
1133,0,0.11351597309112549,59,36,35
1134,0,0.10081207752227783,59,43,28
1135,0,0.07861006259918213,53,28,42
1136,0,0.13465404510498047,59,43,28
1137,0,0.08079099655151367,53,28,42
1138,1,0.0815349817276001,42,53,35
1139,0,0.07724499702453613,59,36,35
1140,1,0.08000504970550537,35,59,36
1141,2,0.14867806434631348,43,28,59
1142,0,0.07310998439788818,59,36,28
1143,0,0.10037398338317871,59,43,28
1144,0,0.1407639980316162,59,43,28
1145,2,0.07449197769165039,35,42,53
1146,2,0.08806705474853516,43,28,59
1147,0,0.07277095317840576,59,36,28
1148,2,0.07081794738769531,28,42,53
1149,1,0.2729610204696655,35,59,43
1150,1,0.10679793357849121,28,59,43
1151,0,0.08675599098205566,59,43,28
1152,0,0.07997000217437744,53,35,42
1153,1,0.09614706039428711,35,59,36
1154,1,0.06965994834899902,28,59,36
1155,2,0.07106804847717285,36,35,59
1156,0,0.17457294464111328,59,43,28
1157,0,0.11266493797302246,59,43,28
1158,2,0.08442795276641846,43,28,59
1159,2,0.11394107341766357,36,35,59
1160,1,0.08672201633453369,28,59,43
1161,2,0.1027669906616211,42,36,52
1162,2,0.1428619623184204,35,42,53
1163,2,0.1380079984664917,35,42,53
1164,0,0.08027493953704834,59,43,28
1165,1,0.09584009647369385,28,59,43
1166,1,0.19484400749206543,35,59,36
1167,2,0.12311005592346191,36,28,59
1168,1,0.10156702995300293,36,52,42
1169,0,0.09442400932312012,59,36,35
1170,1,0.0942620038986206,21,59,36
1171,0,0.14079296588897705,59,43,28
1172,2,0.11371004581451416,35,42,53
1173,2,0.09358000755310059,43,28,59
1174,0,0.11114609241485596,59,36,35
1175,0,0.10912704467773438,59,43,28
1176,1,0.12598907947540283,35,59,36
1177,0,0.16317403316497803,59,43,28
1178,0,0.1208111047744751,59,43,28
1179,0,0.135512113571167,53,35,35
1180,2,0.11618697643280029,35,42,53
1181,2,0.15054893493652344,43,28,59
1182,2,0.08767402172088623,36,35,59
1183,2,0.12954795360565186,43,35,59
1184,0,0.08322000503540039,59,36,35
1185,0,0.08949494361877441,53,35,42
1186,0,0.11785900592803955,59,43,52
1187,1,0.1041860580444336,35,59,36
1188,2,0.10085403919219971,43,52,59
1189,0,0.12307798862457275,59,43,35
1190,0,0.10595309734344482,59,36,28
1191,0,0.09000003337860107,53,21,42
1192,0,0.14275801181793213,59,36,35
1193,0,0.09566891193389893,53,28,42
1194,2,0.15956103801727295,28,42,53
1195,2,0.25966203212738037,43,28,59
1196,1,0.16175103187561035,35,59,36
1197,1,0.15005505084991455,35,53,42
1198,0,0.2671469449996948,59,43,52
1199,0,0.10460102558135986,59,43,28
1200,0,0.1351330280303955,59,43,28
1201,0,0.08758902549743652,59,35,36
1202,0,0.10859501361846924,59,43,28
1203,0,0.11579203605651855,59,43,28
1204,0,0.12986505031585693,59,36,35
1205,2,0.1193920373916626,43,28,59
1206,1,0.09494304656982422,28,59,43
1207,2,0.10337209701538086,43,28,59
1208,2,0.16498792171478271,36,35,59
1209,2,0.1981130838394165,28,42,53
1210,0,0.11260998249053955,59,36,35
1211,0,0.11321401596069336,53,35,28
1212,0,0.16856801509857178,59,43,28
1213,2,0.11917197704315186,43,28,59
1214,0,0.09742498397827148,59,36,35
1215,1,0.10471689701080322,35,59,36
1216,2,0.21608400344848633,43,35,59
1217,1,0.13245809078216553,21,59,43
1218,0,0.10178697109222412,59,43,28
1219,1,0.10002696514129639,28,59,43
1220,2,0.13746297359466553,43,28,59
1221,2,0.08578908443450928,35,42,53
1222,0,0.0937490463256836,59,36,35
1223,1,0.08317995071411133,35,59,36
1224,2,0.0838090181350708,36,35,59
1225,0,0.09455299377441406,59,36,35
1226,1,0.08292496204376221,28,59,36
1227,1,0.09276092052459717,35,59,36
1228,0,0.11955702304840088,52,42,36
1229,0,0.07493293285369873,59,36,35
1230,2,0.0718379020690918,36,35,59
1231,0,0.0772019624710083,59,36,35
1232,1,0.08908998966217041,21,59,36
1233,0,0.10833895206451416,53,35,42
1234,0,0.07856500148773193,59,36,35
1235,0,0.1680530309677124,59,43,52
1236,2,0.12457108497619629,28,42,53
1237,1,0.11161196231842041,42,53,35
1238,1,0.09584403038024902,28,59,43
1239,1,0.11904895305633545,35,59,36
1240,2,0.2031470537185669,43,21,59
1241,2,0.25363099575042725,36,42,52
1242,1,0.11588895320892334,35,59,43
1243,0,0.1325129270553589,59,36,35
1244,1,0.09794902801513672,35,59,36
1245,1,0.08030891418457031,21,59,43
1246,0,0.10095393657684326,59,43,28
1247,0,0.22663891315460205,59,43,28
1248,1,0.1663450002670288,35,59,36
1249,0,0.09162592887878418,59,36,35
1250,1,0.10289204120635986,35,59,36
1251,2,0.13581502437591553,42,36,52
1252,1,0.13068103790283203,28,59,36
1253,0,0.10873901844024658,59,36,28
1254,1,0.23554790019989014,35,59,36
1255,1,0.08618402481079102,28,59,43
1256,0,0.16076302528381348,59,43,52
1257,0,0.19349002838134766,53,28,42
1258,0,0.24343490600585938,59,43,52
1259,2,0.08669006824493408,35,42,53
1260,0,0.0781400203704834,53,35,35
1261,2,0.08437907695770264,43,28,59
1262,1,0.15746891498565674,35,59,43
1263,2,0.10978591442108154,43,35,59
1264,0,0.17325901985168457,59,36,35
1265,0,0.08131098747253418,59,43,35
1266,0,0.09761297702789307,53,28,42
1267,1,0.12097394466400146,52,59,43
1268,0,0.10716307163238525,59,43,28
1269,0,0.16575491428375244,59,43,52
1270,2,0.1172870397567749,43,35,59
1271,0,0.06719696521759033,59,36,35
1272,1,0.08200597763061523,28,59,43
1273,0,0.1430799961090088,59,36,35
1274,0,0.06478404998779297,59,36,35
1275,2,0.07518398761749268,36,35,59
1276,2,0.09840893745422363,35,42,53
1277,1,0.10239601135253906,28,59,36
1278,1,0.09224104881286621,28,59,43
1279,0,0.09075891971588135,59,36,35
1280,2,0.0821080207824707,36,35,59
1281,0,0.0946570634841919,59,36,35
1282,0,0.0670919418334961,53,28,42
1283,0,0.11473608016967773,53,35,42
1284,1,0.0812300443649292,35,59,36
1285,0,0.10473692417144775,59,43,28
1286,0,0.11569106578826904,59,36,28
1287,2,0.11347603797912598,35,42,53
1288,1,0.09991300106048584,28,59,43
1289,2,0.08424997329711914,35,42,53
1290,0,0.0910789966583252,59,43,28
1291,0,0.08456993103027344,53,35,42
1292,1,0.08744704723358154,42,53,35
1293,0,0.09997296333312988,59,36,28
1294,0,0.11125493049621582,59,28,43
1295,0,0.06492006778717041,59,43,28
1296,2,0.1637629270553589,43,21,59
1297,2,0.09617197513580322,36,35,59
1298,0,0.07063102722167969,59,36,35
1299,1,0.08712899684906006,35,59,43
1300,2,0.1510779857635498,43,28,59
1301,1,0.07982194423675537,42,53,28
1302,1,0.08715307712554932,28,59,43
1303,2,0.11366701126098633,36,35,59
1304,1,0.08674991130828857,42,53,35
1305,0,0.10714995861053467,59,36,35
1306,2,0.11234903335571289,43,28,59
1307,0,0.10442101955413818,53,35,42
1308,0,0.14723408222198486,53,35,42
1309,0,0.08630597591400146,53,35,42
1310,2,0.10728907585144043,43,28,59
1311,0,0.26129794120788574,59,43,35
1312,1,0.11922907829284668,36,52,42
1313,0,0.07813799381256104,53,28,42
1314,2,0.08164608478546143,35,42,53
1315,0,0.06428098678588867,59,29,28
1316,0,0.0866999626159668,59,43,28
1317,0,0.07087492942810059,59,43,21
1318,1,0.09083092212677002,28,59,43
1319,1,0.10990595817565918,35,59,36
1320,2,0.0896230936050415,43,28,59
1321,0,0.1315089464187622,59,43,28
1322,0,0.11430001258850098,59,43,21
1323,2,0.12000596523284912,42,36,52
1324,1,0.344601035118103,28,59,43
1325,1,0.10158395767211914,28,59,43
1326,0,0.08458602428436279,53,28,42
1327,1,0.14653992652893066,42,53,28
1328,2,0.11087298393249512,35,42,53
1329,0,0.10837805271148682,52,42,36
1330,2,0.10296499729156494,36,35,59
1331,0,0.07593703269958496,53,28,42
1332,2,0.07512104511260986,28,21,53
1333,1,0.09693503379821777,42,53,35
1334,1,0.23325896263122559,28,59,36
1335,2,0.08881199359893799,43,28,59
1336,2,0.10274600982666016,43,28,59
1337,2,0.10978496074676514,43,35,59
1338,2,0.13072991371154785,28,42,53
1339,2,0.20433199405670166,43,52,59
1340,0,0.0972670316696167,59,36,35
1341,0,0.09464800357818604,53,35,42
1342,0,0.14873099327087402,59,43,28
1343,1,0.07830798625946045,28,59,43
1344,2,0.29592204093933105,36,35,59
1345,0,0.08503496646881104,59,43,28
1346,1,0.07968997955322266,35,59,36
1347,1,0.07973802089691162,35,53,28
1348,1,0.0855100154876709,28,59,43
1349,2,0.12371301651000977,43,28,59
1350,2,0.09557700157165527,43,28,59
1351,0,0.09027397632598877,59,43,28
1352,0,0.14489197731018066,59,35,36
1353,1,0.08751797676086426,35,59,43
1354,1,0.06838095188140869,28,59,36
1355,1,0.0789949893951416,35,59,36
1356,0,0.08535909652709961,59,43,28
1357,0,0.08104395866394043,59,36,35
1358,0,0.11806595325469971,53,28,42
1359,0,0.07895004749298096,53,28,42
1360,1,0.07316303253173828,42,53,28
1361,2,0.08517003059387207,35,42,53
1362,1,0.08305907249450684,21,59,43
1363,1,0.0846329927444458,35,59,36
1364,0,0.08543598651885986,59,43,28
1365,0,0.10623502731323242,59,36,35
1366,2,0.11815106868743896,36,35,59
1367,0,0.19536304473876953,59,43,28
1368,0,0.12036299705505371,59,36,35
1369,2,0.10889792442321777,43,28,59
1370,0,0.21958601474761963,59,43,35
1371,2,0.1935110092163086,42,43,52
1372,1,0.08785498142242432,42,53,35
1373,2,0.0838780403137207,36,35,59
1374,0,0.08485496044158936,59,36,35
1375,1,0.1607670783996582,28,59,43
1376,0,0.0903860330581665,59,36,35
1377,0,0.10498106479644775,59,43,28
1378,2,0.1154320240020752,35,42,53
1379,1,0.09927701950073242,28,59,43
1380,0,0.09447002410888672,59,43,28
1381,0,0.11768293380737305,59,43,28
1382,2,0.09577596187591553,43,28,59
1383,2,0.11773300170898438,42,36,52
1384,1,0.15156304836273193,28,59,43
1385,0,0.12604200839996338,59,43,52
1386,1,0.1073230504989624,21,59,43
1387,0,0.11088299751281738,59,43,28
1388,0,0.19065392017364502,53,35,42
1389,1,0.22821104526519775,35,59,36
1390,1,0.09722399711608887,28,59,43
1391,0,0.0924990177154541,59,36,35
1392,0,0.09317398071289062,59,43,35
1393,0,0.09769594669342041,59,43,28
1394,0,0.1297520399093628,59,43,28
1395,2,0.11364400386810303,43,35,59
1396,0,0.0919259786605835,59,43,28
1397,0,0.12948298454284668,59,43,52
1398,1,0.08499395847320557,42,53,35
1399,1,0.10803103446960449,28,59,43
1400,1,0.10920405387878418,35,59,36
1401,0,0.09839296340942383,59,43,35
1402,2,0.18721401691436768,43,28,59
1403,0,0.11960697174072266,59,43,28
1404,0,0.12169897556304932,59,36,28
1405,2,0.11714708805084229,43,28,59
1406,0,0.07571208477020264,53,35,42
1407,1,0.08477604389190674,28,59,43
1408,0,0.0842820405960083,59,43,28
1409,1,0.07051897048950195,42,53,21
1410,0,0.08343803882598877,59,43,28
1411,0,0.08817195892333984,59,43,35
1412,1,0.08095502853393555,35,59,36
1413,0,0.09015500545501709,59,36,35
1414,0,0.18941903114318848,59,43,52
1415,2,0.1643970012664795,36,35,59
1416,2,0.10172295570373535,43,28,59
1417,0,0.09644699096679688,59,36,35
1418,0,0.09257304668426514,59,43,28
1419,0,0.0921180248260498,59,43,28
