# MCTS: [] []
# PLAYERS: [MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random]
GAME,WINNER,TIME,random,random,random,random,random
1181,1,0.46132993698120117,44,45,27,26,27
1182,3,0.5063300132751465,29,24,30,44,25
1183,1,0.4917970895767212,30,47,26,25,27
1184,0,0.3908679485321045,42,22,27,20,23
1185,1,0.4143359661102295,22,43,25,19,22
1186,1,0.5015970468521118,25,41,30,28,21
1187,0,0.42101001739501953,41,23,22,25,23
1188,2,0.40982604026794434,18,28,43,21,27
1189,0,0.4387000799179077,41,24,20,28,18
1190,4,0.510977029800415,22,21,27,30,44
1191,1,0.5045140981674194,25,41,22,20,30
1192,4,0.4855639934539795,25,47,32,27,48
1193,0,0.42918193340301514,42,22,27,21,26
1194,3,0.3819749355316162,22,23,23,40,18
1195,2,0.4644150733947754,24,28,46,25,29
1196,2,0.47012102603912354,22,24,45,44,30
1197,1,0.47735297679901123,17,42,31,21,27
1198,4,0.39454591274261475,19,27,21,20,43
1199,0,0.41660594940185547,43,27,21,22,25
1200,2,0.46201205253601074,29,25,44,26,24
1201,2,0.37477898597717285,17,24,41,22,18
1202,0,0.4416559934616089,44,21,24,26,30
1203,0,0.5019739866256714,40,22,20,31,25
1204,4,0.42760300636291504,23,22,26,30,44
1205,1,0.43239498138427734,18,42,21,20,19
1206,2,0.509769082069397,28,28,43,33,27
1207,2,0.4570009708404541,27,43,45,31,23
1208,0,0.43559205532073975,44,25,30,26,25
1209,2,0.5060329437255859,26,40,43,27,33
1210,0,0.4102790355682373,43,21,22,23,32
1211,0,0.4835408926010132,42,25,22,29,27
1212,0,0.47456204891204834,44,34,20,23,24
1213,0,0.5330740213394165,43,30,23,27,28
1214,0,0.43238604068756104,44,30,23,25,23
1215,2,0.486407995223999,44,19,47,30,28
1216,3,0.48563504219055176,40,30,24,42,26
1217,4,0.4485750198364258,22,21,28,31,43
1218,3,0.42377209663391113,30,20,22,39,23
1219,1,0.40867698192596436,24,39,23,24,23
1220,4,0.4967089891433716,25,28,30,18,44
1221,3,0.4732940196990967,25,33,26,47,31
1222,1,0.4611109495162964,39,42,27,24,26
1223,0,0.45451509952545166,44,26,26,31,24
1224,3,0.43347203731536865,30,23,24,42,25
1225,2,0.41871702671051025,18,25,42,27,19
1226,4,0.45817506313323975,26,30,29,25,45
1227,2,0.40308499336242676,26,23,40,26,23
1228,0,0.5070440769195557,45,25,26,33,23
1229,3,0.4755309820175171,16,23,24,43,25
1230,0,0.45436596870422363,42,31,27,25,27
1231,3,0.44611597061157227,25,21,23,40,25
1232,2,0.5006229877471924,24,28,41,21,24
1233,3,0.4464399814605713,32,23,31,41,24
1234,2,0.4740309715270996,23,24,46,22,30
1235,4,0.40992510318756104,27,21,26,31,39
1236,3,0.43413400650024414,26,17,15,45,21
1237,2,0.45149195194244385,24,24,46,29,29
1238,3,0.40069007873535156,16,22,24,41,14
1239,0,0.4975109100341797,44,30,27,31,34
1240,1,0.4596140384674072,24,44,24,21,25
1241,1,0.434594988822937,22,41,29,25,31
1242,2,0.4937499761581421,22,25,44,27,27
1243,3,0.4563939571380615,27,27,28,42,27
1244,0,0.49887800216674805,42,27,27,30,26
1245,1,0.4442239999771118,30,39,25,17,20
1246,1,0.44471001625061035,25,44,25,26,18
1247,0,0.47031688690185547,46,23,30,25,28
1248,1,0.45322704315185547,40,41,25,24,27
1249,3,0.4339529275894165,25,21,25,43,24
1250,2,0.48313701152801514,30,22,43,24,33
1251,0,0.41066908836364746,42,21,24,31,23
1252,1,0.4565110206604004,24,40,30,26,28
1253,1,0.4481539726257324,27,42,24,18,27
1254,0,0.3969430923461914,42,19,17,23,22
1255,1,0.4564030170440674,39,41,20,26,29
1256,2,0.4276549816131592,24,26,40,30,28
1257,4,0.5043439865112305,19,22,27,30,47
1258,0,0.4900200366973877,45,25,25,22,28
1259,3,0.49526000022888184,27,26,29,47,33
1260,4,0.4188380241394043,23,30,24,25,43
1261,3,0.45555901527404785,31,22,23,41,21
1262,2,0.4163639545440674,24,21,44,32,30
1263,0,0.48357605934143066,41,27,25,30,18
1264,2,0.4126969575881958,24,27,42,20,28
1265,2,0.46245503425598145,27,25,42,28,26
1266,0,0.44254398345947266,44,22,27,21,20
1267,3,0.5172140598297119,39,25,27,43,21
1268,2,0.4910879135131836,30,25,46,31,30
1269,3,0.4408559799194336,22,26,31,42,26
1270,0,0.4639180898666382,43,29,23,27,23
1271,4,0.4924129247665405,32,25,27,31,44
1272,0,0.44982194900512695,42,29,30,23,28
1273,0,0.49941205978393555,46,28,23,27,28
1274,3,0.41319406032562256,28,23,24,43,18
1275,3,0.4798409938812256,25,24,28,41,27
1276,2,0.5257240533828735,29,44,45,31,34
1277,1,0.44613897800445557,15,43,41,25,24
1278,1,0.4719090461730957,28,44,25,32,30
1279,2,0.41151905059814453,24,20,44,28,25
1280,2,0.46635401248931885,27,27,39,21,27
1281,2,0.46090400218963623,23,28,41,28,28
1282,4,0.4952009916305542,30,42,43,30,44
1283,4,0.4274630546569824,23,27,22,24,42
1284,0,0.4031860828399658,44,14,21,18,23
1285,1,0.4539670944213867,19,42,26,21,33
1286,0,0.46965491771698,41,25,21,22,29
1287,2,0.36943209171295166,21,23,40,20,22
1288,2,0.40627503395080566,19,20,39,20,26
1289,2,0.43688905239105225,18,31,41,18,26
1290,0,0.510673999786377,42,24,29,16,27
1291,0,0.3732130527496338,42,19,14,26,22
1292,2,0.42638099193573,25,31,48,21,23
1293,2,0.46592605113983154,27,23,44,24,27
1294,1,0.43544304370880127,42,44,25,27,17
1295,1,0.5267030000686646,28,47,28,28,28
1296,0,0.48198604583740234,44,28,24,27,25
1297,2,0.49057698249816895,29,24,42,25,28
1298,1,0.5001249313354492,23,42,29,30,28
1299,0,0.4013251066207886,41,28,21,17,27
1300,1,0.5121920108795166,30,41,27,41,30
1301,4,0.45664501190185547,18,27,27,25,44
1302,1,0.47870194911956787,23,44,22,29,26
1303,1,0.41813695430755615,24,44,27,25,21
1304,1,0.39277100563049316,21,39,17,22,24
1305,2,0.4356110095977783,26,27,40,20,21
1306,3,0.40823090076446533,27,16,23,41,24
1307,4,0.3910459280014038,24,22,28,24,43
1308,1,0.4920990467071533,20,45,26,27,27
1309,1,0.3833349943161011,16,42,16,19,20
1310,3,0.49865496158599854,25,25,24,43,20
1311,2,0.5049519538879395,26,24,42,29,27
1312,4,0.43926501274108887,28,28,23,24,41
1313,1,0.39912497997283936,28,41,21,19,18
1314,2,0.4980490207672119,26,30,44,25,23
1315,1,0.5251510143280029,28,44,27,24,22
1316,1,0.3861360549926758,26,42,19,23,23
1317,0,0.47182905673980713,43,22,26,30,31
1318,3,0.4488929510116577,27,25,24,42,23
1319,2,0.4478830099105835,24,25,44,22,22
1320,1,0.421205997467041,21,42,26,27,14
1321,1,0.5057030916213989,25,43,28,28,41
1322,1,0.5165989398956299,27,42,29,26,21
1323,0,0.5030380487442017,44,30,27,42,43
1324,3,0.4959150552749634,27,32,28,42,23
1325,2,0.3953380584716797,27,25,41,26,18
1326,4,0.49877798557281494,26,28,23,28,47
1327,4,0.5200049877166748,25,27,25,35,47
1328,1,0.4980459213256836,29,42,24,26,24
1329,1,0.42444300651550293,24,41,18,28,23
1330,2,0.5237809419631958,27,25,47,26,30
1331,1,0.5362470149993896,28,44,30,30,20
1332,2,0.44484400749206543,25,23,47,24,25
1333,0,0.5025979280471802,47,31,45,27,22
1334,2,0.4519510269165039,26,27,48,22,31
1335,2,0.4242340326309204,20,24,44,25,25
1336,4,0.4457230567932129,27,17,28,30,39
1337,4,0.410844087600708,22,16,25,24,40
1338,3,0.44179606437683105,30,27,30,44,28
1339,3,0.49297797679901123,27,25,27,41,25
1340,2,0.40892207622528076,26,26,43,19,20
1341,4,0.4926159381866455,29,31,20,26,46
1342,4,0.5022530555725098,26,22,27,23,47
1343,1,0.39219188690185547,24,43,19,23,22
1344,1,0.4982330799102783,30,47,22,28,25
1345,3,0.42601799964904785,32,25,22,45,24
1346,0,0.4490230083465576,40,24,19,29,19
1347,0,0.4321420192718506,39,26,24,25,24
1348,1,0.4711580276489258,25,42,30,18,30
1349,1,0.500944972038269,30,48,29,35,31
1350,3,0.5302430391311646,30,30,31,41,27
1351,0,0.4917091131210327,43,28,30,30,27
1352,1,0.5323879718780518,28,44,31,31,25
1353,1,0.42985498905181885,27,42,26,27,26
1354,0,0.4712120294570923,43,22,23,27,30
1355,2,0.45161497592926025,41,25,42,23,31
1356,0,0.43305909633636475,41,27,27,24,28
1357,4,0.4115699529647827,24,14,28,27,41
1358,2,0.5174729824066162,45,35,47,32,27
1359,3,0.5174980163574219,17,28,24,46,23
1360,0,0.4377180337905884,43,25,27,22,24
1361,4,0.4342550039291382,23,30,26,25,41
1362,4,0.5330290794372559,31,24,25,23,42
1363,1,0.42831504344940186,21,44,19,19,20
1364,1,0.5081039667129517,33,45,24,26,24
1365,4,0.44900691509246826,24,30,25,24,41
1366,3,0.49643397331237793,28,28,27,39,30
1367,2,0.38161396980285645,27,24,44,25,27
1368,1,0.5167279243469238,26,44,30,32,27
1369,0,0.4612950086593628,47,30,20,33,21
1370,1,0.3885411024093628,20,42,16,22,20
1371,1,0.41470301151275635,28,41,18,27,30
1372,4,0.49992311000823975,27,23,28,27,47
1373,0,0.4654240608215332,39,20,31,21,30
1374,1,0.4645119905471802,21,42,25,29,28
1375,2,0.43668699264526367,31,15,41,23,28
1376,4,0.6669269800186157,24,32,33,32,45
1377,0,0.48002803325653076,41,23,23,27,24
1378,0,0.4815300703048706,42,31,31,21,22
1379,2,0.4775869846343994,25,30,39,23,28
1380,3,0.43618202209472656,24,22,25,43,31
1381,1,0.5157070159912109,25,42,27,33,42
1382,4,0.3768889904022217,23,29,23,22,40
1383,3,0.4100639820098877,29,28,28,40,27
1384,1,0.5039889812469482,17,39,25,32,28
1385,0,0.4698169231414795,45,26,17,24,26
1386,4,0.39328205585479736,24,19,23,26,44
1387,2,0.49512600898742676,24,27,41,23,30
1388,3,0.4131120443344116,22,26,19,47,30
1389,2,0.49788999557495117,28,24,45,28,27
1390,0,0.43021905422210693,44,27,24,27,19
1391,0,0.4627779722213745,42,25,25,27,29
1392,1,0.4859870672225952,31,42,28,30,24
1393,0,0.37603509426116943,41,19,25,26,23
1394,4,0.4133439064025879,21,32,25,23,43
1395,2,0.3971710205078125,20,21,38,24,17
1396,0,0.4267129898071289,44,23,22,28,24
1397,4,0.4418480396270752,22,31,28,27,44
1398,0,0.3895549774169922,45,21,20,27,20
1399,4,0.4542180299758911,27,22,24,23,42
1400,0,0.3992140293121338,41,27,21,25,23
1401,1,0.4185699224472046,26,44,16,25,27
1402,0,0.45909297466278076,45,27,22,28,23
1403,0,0.5240570306777954,41,27,23,31,26
1404,4,0.40255308151245117,17,25,27,25,44
1405,3,0.43552708625793457,27,25,25,43,27
1406,4,0.5261980295181274,22,28,30,25,43
1407,3,0.4327390193939209,27,24,22,45,27
1408,2,0.45181190967559814,23,28,41,15,24
1409,4,0.44743096828460693,40,30,27,28,43
1410,3,0.4991879463195801,27,30,25,41,29
1411,3,0.4102139472961426,24,26,30,41,23
1412,3,0.44491302967071533,24,26,27,43,24
1413,3,0.45404911041259766,25,29,24,45,25
1414,2,0.443511962890625,26,26,44,34,25
1415,1,0.4212150573730469,25,39,23,22,15
1416,3,0.4752720594406128,30,25,28,44,32
1417,1,0.4830160140991211,27,39,25,25,29
1418,2,0.3799539804458618,18,21,39,23,19
1419,1,0.5792890787124634,22,41,19,23,26
1420,0,0.4831050634384155,45,36,28,31,28
1421,1,0.39589595794677734,24,40,18,23,26
1422,0,0.5184301137924194,41,30,34,30,31
1423,2,0.4916890859603882,26,31,41,23,24
1424,3,0.45009303092956543,27,28,29,43,28
1425,1,0.4401639699935913,27,42,14,22,19
1426,3,0.5503770112991333,27,20,28,47,47
1427,1,0.4710129499435425,24,39,30,28,27
1428,3,0.43435800075531006,23,25,27,44,26
1429,2,0.4227710962295532,23,24,39,20,31
1430,3,0.44504404067993164,27,19,30,41,24
1431,2,0.3994259834289551,20,17,44,28,18
1432,1,0.44207799434661865,28,43,26,25,26
1433,2,0.48154008388519287,26,21,48,19,30
1434,4,0.46914398670196533,28,28,23,40,43
1435,1,0.41969501972198486,26,45,23,27,23
1436,1,0.5457628965377808,32,48,45,34,31
1437,3,0.40449094772338867,28,22,21,38,22
1438,3,0.5438940525054932,30,32,35,45,31
1439,0,0.43525099754333496,42,42,20,28,22
1440,0,0.48052799701690674,44,29,24,28,30
1441,2,0.49696195125579834,23,20,42,25,24
1442,3,0.46601998805999756,25,23,24,45,21
1443,1,0.5059330463409424,30,42,25,42,30
1444,2,0.40744102001190186,18,25,43,20,17
1445,0,0.43179798126220703,42,22,17,26,20
1446,0,0.33400797843933105,39,25,16,20,20
1447,4,0.4822949171066284,27,31,30,20,44
1448,2,0.4784489870071411,31,30,39,28,30
1449,1,0.46451008319854736,24,45,26,24,26
1450,4,0.4846090078353882,30,27,22,35,47
1451,4,0.49442601203918457,21,28,26,30,43
1452,3,0.501971960067749,22,34,47,48,45
1453,3,0.4913640022277832,20,21,30,46,20
1454,4,0.4905799627304077,21,21,24,30,42
1455,2,0.48178207874298096,29,19,43,27,20
1456,0,0.48577094078063965,41,41,30,27,30
1457,1,0.46874701976776123,16,44,27,31,29
1458,2,0.537682056427002,25,23,45,35,17
1459,1,0.497094988822937,18,44,27,29,27
1460,4,0.5186120271682739,30,21,27,24,43
1461,1,0.49046194553375244,22,45,27,27,20
1462,4,0.521806001663208,30,26,21,28,47
1463,0,0.5000619888305664,44,25,25,25,33
1464,1,0.4634789228439331,26,44,27,27,28
1465,2,0.48307502269744873,21,19,42,19,23
1466,3,0.4122939109802246,25,25,29,43,28
1467,2,0.582442045211792,25,31,39,20,30
1468,1,0.4989800453186035,26,46,27,26,27
1469,2,0.45164191722869873,24,20,44,23,20
1470,1,0.38205206394195557,26,43,21,19,25
1471,3,0.38474202156066895,22,21,22,42,24
1472,1,0.4482470750808716,30,40,28,22,21
1473,3,0.4371030330657959,27,25,26,39,21
1474,2,0.49569904804229736,31,26,45,30,23
1475,1,0.5272090435028076,28,42,30,42,27
1476,4,0.4253619909286499,21,26,27,28,42
1477,2,0.5142980813980103,25,24,42,23,24
1478,0,0.3637610673904419,41,16,18,21,19
1479,0,0.5340210199356079,43,20,26,26,30
1480,1,0.4593459367752075,30,45,27,23,23
1481,4,0.4841139316558838,29,26,27,21,42
1482,2,0.5393999814987183,31,31,44,28,25
1483,1,0.42099905014038086,18,44,24,30,22
1484,3,0.5100129842758179,32,29,27,48,30
1485,4,0.4143489599227905,25,17,18,20,40
1486,2,0.4429769515991211,26,25,43,23,28
1487,2,0.46650004386901855,29,27,42,22,25
1488,3,0.4777120351791382,28,31,30,41,22
1489,1,0.43349897861480713,32,45,17,27,24
1490,4,0.465304970741272,28,27,28,28,41
1491,0,0.408858060836792,42,27,24,26,25
1492,2,0.44447803497314453,29,20,47,24,28
1493,1,0.42144596576690674,25,43,31,28,20
1494,0,0.4616999626159668,39,28,25,25,28
1495,4,0.43709099292755127,24,28,22,20,47
1496,1,0.46059298515319824,32,42,19,25,27
1497,0,0.5672290325164795,45,28,30,43,30
1498,1,0.4229689836502075,21,44,29,24,23
1499,3,0.5251489877700806,29,30,23,42,28
1500,2,0.4213219881057739,28,19,42,30,25
1501,3,0.4261549711227417,24,24,25,42,16
1502,1,0.5218650102615356,25,48,34,48,27
1503,4,0.46668803691864014,24,26,41,22,42
1504,1,0.49306797981262207,30,44,23,24,27
1505,3,0.4361090660095215,28,21,22,39,24
1506,0,0.40157389640808105,44,25,26,23,20
1507,3,0.5527089834213257,24,28,35,45,27
1508,3,0.5026780366897583,27,26,30,44,25
1509,0,0.47039496898651123,45,24,27,28,24
1510,2,0.4779539108276367,28,30,42,29,23
1511,1,0.5053529739379883,29,44,34,30,32
1512,1,0.5105060338973999,30,45,22,29,26
1513,1,0.46947598457336426,22,40,27,26,30
1514,1,0.4007740020751953,18,39,25,22,13
1515,1,0.4628119468688965,31,47,29,31,28
1516,2,0.47382795810699463,27,27,44,23,23
1517,2,0.4572889804840088,26,30,44,24,27
1518,4,0.48684000968933105,22,22,30,30,41
1519,2,0.4301910400390625,23,31,42,27,25
1520,2,0.4542490243911743,17,24,48,34,22
1521,1,0.4141789674758911,22,39,26,30,23
1522,4,0.4322580099105835,26,25,27,25,45
1523,0,0.41641998291015625,41,25,17,25,23
1524,2,0.46680891513824463,25,26,44,31,29
1525,2,0.4959709644317627,31,27,43,23,28
1526,2,0.47497594356536865,27,29,41,19,32
1527,4,0.4591379165649414,28,30,20,28,42
1528,1,0.48092496395111084,21,44,27,27,22
1529,1,0.48166096210479736,26,44,22,30,23
1530,0,0.4855809211730957,45,24,27,28,34
1531,2,0.48951399326324463,30,25,42,25,30
1532,4,0.42330801486968994,18,24,29,25,41
1533,2,0.46951401233673096,28,30,40,28,26
1534,0,0.42419302463531494,39,27,27,27,21
1535,1,0.4617180824279785,28,39,28,23,20
1536,2,0.42751598358154297,21,27,41,17,18
1537,1,0.4317589998245239,26,41,24,28,25
1538,2,0.33633196353912354,21,10,41,21,16
1539,3,0.447409987449646,25,27,20,43,23
1540,1,0.4842749834060669,28,43,20,22,25
1541,4,0.44459593296051025,22,30,25,28,43
1542,2,0.4376199245452881,26,23,45,29,18
1543,4,0.4339909553527832,27,40,23,30,41
1544,3,0.5221940279006958,31,26,41,44,27
1545,4,0.5094760656356812,24,28,22,29,42
1546,0,0.43669402599334717,43,20,25,23,26
1547,0,0.5170390605926514,42,31,42,30,24
1548,2,0.4305919408798218,22,20,44,24,30
1549,4,0.4424840211868286,26,27,23,30,39
1550,4,0.38071703910827637,28,16,19,24,43
1551,1,0.5140310525894165,28,42,28,42,22
1552,1,0.395300030708313,22,42,41,28,14
1553,0,0.40699899196624756,41,23,13,20,23
1554,2,0.4940810203552246,21,24,44,27,28
1555,3,0.47669708728790283,29,25,27,40,24
1556,2,0.4637160301208496,27,17,43,29,29
1557,4,0.43188297748565674,18,21,27,16,42
1558,2,0.46267998218536377,28,28,42,28,26
1559,1,0.44441401958465576,27,41,24,26,26
1560,1,0.5006860494613647,25,39,39,32,27
1561,3,0.4359019994735718,25,17,20,45,27
1562,2,0.42257797718048096,25,30,43,30,27
1563,0,0.4078880548477173,39,18,21,19,20
1564,2,0.478397011756897,32,29,49,28,35
1565,2,0.41196393966674805,18,23,46,24,27
1566,3,0.47998201847076416,29,28,24,44,30
1567,3,0.4295729398727417,20,23,22,43,23
1568,1,0.44020700454711914,25,42,21,23,27
1569,4,0.39896392822265625,23,24,22,26,45
1570,0,0.4934680461883545,39,26,23,27,23
1571,4,0.46928203105926514,23,28,26,25,43
1572,4,0.42456090450286865,27,18,28,24,41
1573,4,0.42195403575897217,31,22,27,28,47
1574,1,0.46051692962646484,25,41,29,22,28
1575,0,0.5286009311676025,44,28,29,29,29
1576,0,0.4849320650100708,41,24,23,27,23
1577,3,0.501662015914917,33,28,26,41,27
1578,2,0.43085598945617676,29,23,42,26,28
1579,4,0.46599698066711426,26,42,25,25,44
1580,1,0.4739530086517334,28,41,28,25,30
1581,0,0.4558490514755249,44,25,28,28,30
1582,4,0.4610600471496582,25,29,30,27,41
1583,0,0.40440404415130615,41,20,29,19,21
1584,4,0.42575597763061523,27,25,26,27,39
1585,0,0.5305439233779907,45,22,30,28,20
1586,3,0.447098970413208,21,28,30,44,28
1587,0,0.5044440031051636,42,23,31,28,24
1588,2,0.4589489698410034,22,30,41,27,28
1589,4,0.4157369136810303,17,21,27,23,39
1590,0,0.4161289930343628,42,22,25,25,30
1591,1,0.46972596645355225,24,46,31,18,25
1592,4,0.5143129825592041,28,23,27,41,43
1593,2,0.44959890842437744,27,22,42,21,28
1594,0,0.4002079963684082,44,22,20,22,23
1595,4,0.4019259214401245,27,20,27,24,43
1596,0,0.520177960395813,41,29,30,27,25
1597,2,0.4414910078048706,31,26,45,25,21
1598,4,0.4526170492172241,24,28,26,27,43
1599,2,0.45106303691864014,28,28,42,23,27
1600,2,0.4900810718536377,32,22,44,27,27
1601,3,0.4636639356613159,27,23,26,47,28
1602,0,0.43171703815460205,41,19,23,22,25
1603,0,0.3914860486984253,40,22,18,24,26
1604,1,0.47137200832366943,32,45,30,24,24
1605,0,0.42145490646362305,42,23,30,25,21
1606,0,0.5388929843902588,43,28,25,31,25
1607,1,0.46651506423950195,41,43,25,30,25
1608,0,0.39733707904815674,39,24,24,24,19
1609,3,0.4483150243759155,28,31,25,45,26
1610,2,0.5222510099411011,30,44,47,26,29
1611,1,0.45072007179260254,17,41,20,28,25
1612,4,0.3634709119796753,23,26,25,19,40
1613,4,0.43728697299957275,28,25,20,26,39
1614,1,0.5517140626907349,31,44,30,30,30
1615,1,0.466683030128479,24,41,21,21,31
1616,4,0.4417378902435303,22,29,31,27,39
1617,3,0.44113802909851074,27,23,29,40,26
1618,4,0.37737202644348145,20,29,19,25,46
1619,4,0.4011189937591553,25,26,14,26,40
1620,1,0.4346410036087036,29,44,24,24,20
1621,4,0.40255701541900635,27,21,14,17,41
1622,0,0.4668729305267334,43,23,28,29,28
1623,4,0.4936709403991699,28,22,28,27,47
1624,1,0.4635380506515503,25,45,31,26,28
1625,3,0.5538569688796997,28,25,26,46,27
1626,2,0.5188950300216675,23,28,43,21,23
1627,1,0.4666389226913452,22,49,28,29,19
1628,4,0.49933600425720215,34,23,22,26,47
1629,0,0.45415496826171875,41,25,28,27,27
1630,2,0.5102900266647339,31,30,46,32,44
1631,1,0.4657210111618042,26,45,28,23,16
1632,1,0.5405099391937256,27,43,30,43,29
1633,4,0.49889910221099854,30,26,20,29,47
1634,0,0.4021799564361572,42,19,20,24,21
1635,0,0.37822699546813965,43,18,23,21,25
1636,0,0.4338500499725342,42,32,25,24,28
1637,0,0.3695969581604004,39,16,20,18,24
1638,0,0.44850003719329834,45,21,25,26,27
1639,3,0.4239569902420044,21,19,27,44,27
1640,0,0.40287303924560547,41,18,28,23,21
1641,0,0.44019103050231934,44,23,25,27,26
1642,2,0.40223193168640137,30,18,41,24,27
1643,3,0.4724080562591553,23,26,21,44,24
1644,0,0.47178101539611816,45,45,28,24,27
1645,4,0.4650689363479614,23,25,28,28,41
1646,0,0.40264999866485596,47,25,24,20,25
1647,2,0.5341140031814575,27,25,40,30,30
1648,4,0.4787309169769287,25,25,27,25,43
1649,3,0.44137895107269287,28,24,24,41,21
1650,1,0.435573935508728,30,40,24,20,24
1651,0,0.45238304138183594,44,25,26,39,28
1652,0,0.39973998069763184,42,25,26,19,25
1653,2,0.4699519872665405,20,30,45,23,27
1654,2,0.3869030475616455,24,41,43,25,20
1655,0,0.46062004566192627,41,28,20,25,24
1656,2,0.4286240339279175,31,24,45,24,30
1657,1,0.37733495235443115,22,39,21,22,23
1658,3,0.5025590658187866,44,28,32,45,30
1659,0,0.5704070329666138,47,28,33,46,22
1660,2,0.482774019241333,28,41,44,28,28
1661,1,0.4789159297943115,30,42,31,26,29
1662,4,0.4039499759674072,24,27,21,25,41
1663,2,0.5644460916519165,30,26,48,33,22
1664,2,0.43165910243988037,16,21,41,30,26
1665,0,0.47164201736450195,44,30,21,43,23
1666,1,0.570052981376648,28,47,34,30,27
1667,3,0.48468804359436035,27,25,18,47,24
1668,3,0.4694250822067261,27,22,32,44,30
1669,1,0.5022519826889038,30,41,27,26,14
1670,2,0.420261025428772,22,30,49,29,31
1671,0,0.47929608821868896,48,20,27,22,28
1672,1,0.4672560691833496,28,43,30,28,32
1673,3,0.47206902503967285,25,25,28,45,32
1674,0,0.46191203594207764,39,23,31,25,30
1675,1,0.4815559387207031,30,44,22,23,22
1676,1,0.4569970369338989,22,42,30,20,17
1677,0,0.4352189302444458,44,24,31,27,31
1678,2,0.46624696254730225,42,26,44,30,27
1679,0,0.39368295669555664,41,24,21,20,28
1680,1,0.46880805492401123,26,48,31,45,26
1681,1,0.47307896614074707,25,46,32,30,36
1682,0,0.3859870433807373,40,20,26,25,27
1683,4,0.45718491077423096,30,20,21,27,42
1684,3,0.4149160385131836,21,29,21,41,19
1685,3,0.48597002029418945,28,26,32,46,26
1686,0,0.46695005893707275,45,23,20,26,24
1687,0,0.5444440841674805,48,34,30,32,29
1688,0,0.4462449550628662,40,26,20,30,21
1689,2,0.41711699962615967,24,22,41,26,25
1690,0,0.3944450616836548,44,28,28,25,25
1691,1,0.41234898567199707,27,40,22,21,21
1692,0,0.41658902168273926,44,28,23,25,25
1693,0,0.418160080909729,42,19,22,18,16
1694,2,0.43659305572509766,22,30,38,30,28
1695,4,0.4490300416946411,25,24,29,24,43
1696,1,0.47293198108673096,25,44,27,28,28
1697,1,0.4294319152832031,25,46,22,20,28
1698,4,0.3997410535812378,18,21,20,21,43
1699,3,0.44435107707977295,20,24,27,42,25
1700,4,0.4571040868759155,29,30,27,30,42
1701,3,0.5315779447555542,28,20,32,47,32
1702,3,0.4080280065536499,28,29,27,41,26
1703,3,0.4952510595321655,22,32,30,47,28
1704,1,0.3953779935836792,27,41,27,19,23
1705,3,0.48868799209594727,29,30,30,39,24
1706,0,0.4397989511489868,42,26,25,28,27
1707,2,0.52538001537323,27,30,42,31,22
1708,3,0.4466899633407593,21,24,18,45,30
1709,1,0.46421897411346436,27,46,29,22,27
1710,3,0.4226830005645752,25,16,27,44,19
1711,2,0.43910300731658936,31,25,42,33,28
1712,1,0.48217296600341797,29,44,24,25,23
1713,4,0.41240203380584717,19,29,30,28,39
1714,3,0.41362297534942627,24,16,23,40,24
1715,1,0.5098320245742798,30,42,26,32,29
1716,3,0.5073249340057373,24,27,25,45,24
1717,1,0.42604005336761475,19,40,30,24,24
1718,2,0.4610109329223633,25,26,44,27,29
1719,0,0.4527289867401123,42,24,24,18,23
1720,4,0.41540098190307617,26,14,18,23,42
1721,3,0.4679839611053467,28,29,30,39,26
1722,3,0.5879830121994019,24,28,44,45,31
1723,0,0.5003829002380371,40,30,23,28,24
1724,2,0.4915149211883545,31,23,43,28,30
1725,2,0.49033498764038086,30,25,44,33,27
1726,0,0.433243989944458,41,28,20,24,25
1727,3,0.5127489566802979,22,32,27,42,25
1728,1,0.3977069854736328,25,43,24,24,28
1729,4,0.48082101345062256,29,23,27,26,43
1730,4,0.41092193126678467,22,21,24,29,42
1731,2,0.4445340633392334,30,30,44,25,30
1732,4,0.382330060005188,20,25,25,21,40
1733,3,0.41402995586395264,27,28,27,40,25
1734,2,0.4051690101623535,22,27,41,20,21
1735,4,0.4745299816131592,24,26,30,27,44
1736,1,0.5192029476165771,34,44,25,26,30
1737,0,0.43921899795532227,42,21,25,22,31
1738,2,0.4712789058685303,24,29,40,30,22
1739,3,0.4356110095977783,21,24,22,46,28
1740,0,0.48220598697662354,46,31,23,27,25
1741,2,0.42548394203186035,30,20,39,30,19
1742,1,0.45358002185821533,29,42,20,18,22
1743,4,0.43538105487823486,30,25,30,25,44
1744,0,0.5209680795669556,42,24,30,30,26
1745,3,0.5449299812316895,28,18,32,47,44
1746,0,0.5010520219802856,42,26,27,42,25
1747,0,0.4920949935913086,44,30,28,27,29
1748,3,0.44181299209594727,22,28,30,42,23
1749,1,0.4555079936981201,22,47,25,20,27
1750,4,0.489577054977417,30,25,22,26,41
1751,2,0.3764669895172119,24,21,42,14,16
1752,4,0.4244009256362915,27,21,13,24,39
1753,1,0.5004850625991821,33,47,30,27,29
1754,3,0.40277302265167236,19,27,26,41,28
1755,4,0.5017670392990112,27,25,27,28,45
1756,4,0.4286060333251953,21,28,19,30,40
1757,1,0.4669688940048218,22,42,26,31,27
1758,0,0.4641789197921753,44,23,32,18,34
