# MCTS: [] []
# PLAYERS: [MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random]
GAME,WINNER,TIME,random,random,random,random
1283,0,0.35859596729278564,43,28,27,29
1284,2,0.30357491970062256,17,21,41,26
1285,2,0.3516930341720581,26,22,38,24
1286,1,0.3594139814376831,43,44,26,22
1287,1,0.3303109407424927,18,39,27,22
1288,2,0.4352809190750122,28,27,42,22
1289,3,0.3430490493774414,40,22,22,42
1290,3,0.3867349624633789,29,23,28,43
1291,1,0.3317749500274658,23,39,39,28
1292,2,0.34501397609710693,27,24,39,16
1293,1,0.33465898036956787,27,42,29,27
1294,3,0.2882959842681885,22,18,21,38
1295,2,0.3103950023651123,40,25,42,22
1296,0,0.3720219135284424,42,24,32,25
1297,2,0.3384690284729004,22,41,42,28
1298,2,0.37502193450927734,25,30,41,41
1299,3,0.3194030523300171,28,24,30,40
1300,1,0.30063796043395996,19,42,28,23
1301,0,0.3640780448913574,42,29,31,25
1302,2,0.2646009922027588,16,20,41,24
1303,0,0.2968289852142334,41,21,27,24
1304,0,0.36275696754455566,45,22,25,23
1305,2,0.36270999908447266,26,24,38,25
1306,1,0.34013092517852783,27,40,20,26
1307,2,0.375451922416687,32,27,41,34
1308,0,0.3268049955368042,41,24,39,25
1309,2,0.3249239921569824,29,22,40,22
1310,2,0.31808197498321533,19,31,43,20
1311,1,0.3026440143585205,23,40,21,25
1312,2,0.35801196098327637,28,24,40,25
1313,2,0.3261229991912842,21,26,41,24
1314,1,0.27323102951049805,19,38,17,21
1315,1,0.3431110382080078,26,40,27,24
1316,0,0.3413800001144409,42,19,27,28
1317,2,0.3695160150527954,26,29,43,22
1318,0,0.3714749813079834,40,26,28,39
1319,2,0.33295202255249023,22,25,38,21
1320,2,0.30598294734954834,23,18,41,20
1321,1,0.38181209564208984,24,43,31,18
1322,2,0.37403905391693115,32,28,45,25
1323,0,0.33111703395843506,45,21,30,23
1324,1,0.2681419849395752,23,38,16,18
1325,0,0.3250499963760376,41,25,24,25
1326,3,0.3253060579299927,25,21,22,41
1327,3,0.2763209342956543,22,15,22,40
1328,3,0.3453340530395508,19,40,31,42
1329,2,0.3702620267868042,24,39,41,19
1330,0,0.32884907722473145,40,29,22,20
1331,0,0.2775470018386841,39,20,19,17
1332,0,0.32200098037719727,45,23,28,31
1333,3,0.4296150207519531,26,31,29,44
1334,3,0.3197699785232544,28,22,25,38
1335,3,0.3326960802078247,24,19,26,39
1336,2,0.27751100063323975,20,14,39,22
1337,2,0.36215007305145264,25,23,40,28
1338,1,0.3505890369415283,34,42,24,24
1339,2,0.34713995456695557,24,25,40,23
1340,0,0.3608980178833008,43,31,23,26
1341,2,0.3192640542984009,22,26,39,22
1342,1,0.2779409885406494,17,43,23,21
1343,0,0.31903302669525146,41,16,20,25
1344,3,0.31263601779937744,29,27,26,40
1345,1,0.2924020290374756,20,39,17,22
1346,1,0.33035099506378174,22,39,27,25
1347,0,0.4336409568786621,42,26,23,28
1348,1,0.3267529010772705,17,38,20,24
1349,2,0.30780088901519775,26,27,38,21
1350,2,0.3518059253692627,26,23,39,22
1351,1,0.326200008392334,20,39,21,25
1352,1,0.3766469955444336,19,40,27,30
1353,2,0.3491029739379883,27,28,47,24
1354,1,0.34212398529052734,27,42,23,25
1355,0,0.3820030689239502,44,33,25,22
1356,3,0.3691970109939575,26,42,27,45
1357,3,0.3428840637207031,20,32,24,47
1358,3,0.3911529779434204,28,24,32,46
1359,3,0.30020904541015625,19,23,18,40
1360,1,0.35333502292633057,26,42,17,38
1361,2,0.3182849884033203,19,17,41,22
1362,0,0.33314597606658936,44,25,21,19
1363,0,0.32589495182037354,37,20,27,18
1364,1,0.3612560033798218,26,42,22,22
1365,1,0.41924893856048584,22,42,26,23
1366,3,0.3043830394744873,26,21,22,40
1367,0,0.3392949104309082,39,23,19,25
1368,0,0.3345780372619629,41,22,31,19
1369,3,0.36061298847198486,42,25,32,44
1370,3,0.3736569881439209,27,22,24,40
1371,1,0.40381503105163574,25,48,44,23
1372,3,0.3781089782714844,25,25,27,39
1373,0,0.3046311140060425,39,20,28,26
1374,2,0.4141770601272583,24,28,40,23
1375,0,0.34467995166778564,43,26,26,29
1376,0,0.298206090927124,39,21,28,27
1377,1,0.32039594650268555,18,39,20,39
1378,2,0.3662559986114502,27,24,39,22
1379,0,0.33851301670074463,42,27,20,28
1380,2,0.339709997177124,22,27,41,26
1381,0,0.300150990486145,44,25,23,27
1382,2,0.3585209846496582,25,28,43,24
1383,3,0.2533290386199951,22,15,19,39
1384,0,0.3194979429244995,43,21,18,22
1385,1,0.27645599842071533,23,39,20,17
1386,3,0.30754899978637695,28,29,17,42
1387,0,0.36317598819732666,43,25,25,23
1388,0,0.28012895584106445,38,16,28,19
1389,1,0.34846997261047363,24,43,41,29
1390,0,0.35523009300231934,40,29,27,20
1391,1,0.354282021522522,22,40,28,26
1392,1,0.3687169551849365,27,42,28,26
1393,0,0.3529479503631592,37,31,28,23
1394,0,0.30428290367126465,39,19,23,21
1395,2,0.3196460008621216,28,25,40,26
1396,2,0.3404930830001831,28,28,40,27
1397,3,0.3906528949737549,27,26,30,41
1398,0,0.32933902740478516,41,22,26,23
1399,0,0.4228649139404297,45,32,30,31
1400,0,0.3343459367752075,40,28,26,28
1401,0,0.3975290060043335,39,39,20,22
1402,1,0.3366429805755615,23,41,40,39
1403,1,0.39103496074676514,44,45,45,24
1404,1,0.31571102142333984,29,41,19,30
1405,3,0.3423060178756714,19,23,24,44
1406,3,0.34941303730010986,27,26,28,45
1407,2,0.34393489360809326,27,26,37,26
1408,3,0.36830294132232666,27,40,18,44
1409,2,0.3782559633255005,28,27,39,26
1410,1,0.26963698863983154,24,39,21,18
1411,2,0.2839161157608032,19,24,40,24
1412,2,0.3392449617385864,25,27,38,16
1413,0,0.37270498275756836,41,24,27,27
1414,2,0.3372659683227539,26,24,38,22
1415,0,0.31800591945648193,41,17,29,29
1416,3,0.3492910861968994,24,32,30,40
1417,0,0.3403559923171997,40,26,22,22
1418,0,0.33949708938598633,41,23,22,22
1419,3,0.36294400691986084,21,24,25,39
1420,1,0.3780750036239624,31,42,24,26
1421,0,0.3460569381713867,39,23,25,26
1422,0,0.3994029760360718,41,32,29,32
1423,0,0.3299299478530884,43,22,24,30
1424,0,0.3585139513015747,43,25,29,26
1425,3,0.359281063079834,26,29,25,42
1426,3,0.3603980541229248,24,25,27,41
1427,2,0.2743309736251831,17,19,40,21
1428,3,0.396933913230896,23,22,27,41
1429,1,0.37450098991394043,26,43,22,32
1430,0,0.38025903701782227,43,30,24,23
1431,0,0.37054193019866943,39,20,26,26
1432,0,0.28436100482940674,40,26,25,25
1433,2,0.37537193298339844,32,24,44,20
1434,2,0.4223790168762207,43,26,44,44
1435,3,0.3462780714035034,18,22,26,40
1436,3,0.342926025390625,29,29,27,44
1437,3,0.3806040287017822,24,26,28,39
1438,2,0.37846505641937256,28,26,43,19
1439,3,0.3466930389404297,19,27,25,42
1440,1,0.3962029218673706,29,43,32,33
1441,1,0.38594090938568115,26,41,32,31
1442,3,0.3460489511489868,30,27,20,39
1443,2,0.319646954536438,26,23,40,19
1444,3,0.3462820053100586,24,29,26,41
1445,2,0.33152198791503906,26,28,43,28
1446,3,0.30336499214172363,24,16,23,39
1447,1,0.3214409351348877,27,44,28,24
1448,1,0.25564301013946533,20,43,18,19
1449,3,0.317579984664917,27,28,26,39
1450,0,0.28866398334503174,44,22,26,19
1451,2,0.33896398544311523,40,26,41,27
1452,3,0.3469809293746948,26,27,27,40
1453,1,0.33602094650268555,23,43,26,25
1454,0,0.3201940059661865,37,25,18,19
1455,2,0.4115680456161499,42,43,45,41
1456,0,0.35265398025512695,40,27,19,20
1457,2,0.3766360282897949,44,23,47,33
1458,1,0.3731909990310669,23,39,21,26
1459,3,0.34835195541381836,24,23,30,42
1460,2,0.35112297534942627,26,28,39,27
1461,3,0.35225796699523926,23,23,15,43
1462,2,0.3622579574584961,22,26,41,27
1463,2,0.3180299997329712,22,24,42,25
1464,1,0.3057270050048828,25,39,23,22
1465,3,0.39010703563690186,27,29,27,44
1466,3,0.33635902404785156,22,26,24,47
1467,1,0.3417619466781616,26,41,24,26
1468,0,0.3318260908126831,40,27,28,20
1469,2,0.262719988822937,19,14,38,20
1470,0,0.35138702392578125,42,23,31,26
1471,0,0.32153499126434326,40,25,24,24
1472,3,0.35800695419311523,32,22,26,49
1473,0,0.3576509952545166,40,26,24,30
1474,3,0.35370004177093506,28,23,28,38
1475,2,0.2803720235824585,29,21,39,22
1476,1,0.31052398681640625,22,41,25,25
1477,3,0.38674497604370117,43,25,30,45
1478,0,0.317018985748291,38,24,20,24
1479,0,0.2935980558395386,41,29,20,21
1480,0,0.27345597743988037,39,21,18,27
1481,0,0.40626704692840576,44,32,30,32
1482,1,0.30703699588775635,21,39,21,24
1483,0,0.4104139804840088,44,29,43,32
1484,1,0.3571970462799072,28,44,29,25
1485,3,0.36208999156951904,22,31,25,42
1486,0,0.2574089765548706,40,16,19,19
1487,1,0.32737600803375244,20,40,29,28
1488,0,0.3386319875717163,43,24,20,29
1489,2,0.3612489700317383,27,32,44,17
1490,1,0.36689305305480957,26,44,28,25
1491,3,0.33706390857696533,27,24,29,39
1492,0,0.37068796157836914,42,29,28,24
1493,0,0.3071960210800171,40,25,26,18
1494,2,0.3443410396575928,28,29,42,27
1495,3,0.3973689079284668,20,26,27,37
1496,1,0.2993800640106201,31,38,17,22
1497,0,0.3486959934234619,41,22,23,30
1498,0,0.37001001834869385,43,22,24,21
1499,1,0.3498140573501587,25,37,20,24
1500,0,0.3754739761352539,44,28,23,24
1501,0,0.32206201553344727,45,25,26,30
1502,0,0.33371901512145996,40,20,24,21
1503,0,0.30316197872161865,39,26,22,28
1504,2,0.32011401653289795,20,26,40,24
1505,1,0.382876992225647,25,39,26,26
1506,2,0.37902700901031494,21,23,39,15
1507,1,0.42811501026153564,30,43,23,35
1508,3,0.33024001121520996,28,26,26,45
1509,3,0.3377070426940918,26,25,25,41
1510,3,0.36018097400665283,23,27,28,41
1511,3,0.2944899797439575,28,25,22,40
1512,0,0.34033095836639404,40,30,27,29
1513,2,0.3417220115661621,20,28,41,20
1514,2,0.3460890054702759,24,23,39,30
1515,0,0.3419569730758667,43,26,26,28
1516,2,0.37855303287506104,27,25,39,26
1517,2,0.2799489498138428,15,22,39,25
1518,2,0.3598679304122925,20,28,40,24
1519,0,0.38137805461883545,43,30,27,26
1520,0,0.3717970848083496,40,21,25,23
1521,3,0.3222309350967407,28,27,28,43
1522,0,0.33810901641845703,40,22,22,26
1523,2,0.33556199073791504,28,28,39,21
1524,1,0.3281000852584839,22,43,25,26
1525,0,0.327752947807312,40,39,22,24
1526,0,0.29338204860687256,41,25,25,25
1527,3,0.39111101627349854,26,25,28,41
1528,0,0.30460095405578613,45,19,24,30
1529,2,0.38899898529052734,24,28,43,22
1530,1,0.4164770841598511,29,40,31,40
1531,0,0.3745080232620239,40,21,20,39
1532,1,0.3807649612426758,21,39,23,22
1533,0,0.38838911056518555,46,35,23,26
1534,3,0.38191092014312744,39,31,27,44
1535,2,0.3153489828109741,18,22,41,20
1536,0,0.3640410900115967,42,23,26,26
1537,1,0.35674095153808594,26,42,27,28
1538,2,0.3743849992752075,39,27,41,19
1539,2,0.3210489749908447,25,18,44,18
1540,0,0.43657898902893066,44,33,27,27
1541,1,0.3996850252151489,29,41,34,29
1542,3,0.39612698554992676,21,26,22,41
1543,1,0.34217894077301025,19,39,25,28
1544,1,0.32057297229766846,21,38,28,26
1545,0,0.3777620792388916,44,25,33,32
1546,0,0.3004579544067383,39,25,22,26
1547,0,0.37513303756713867,41,23,30,29
1548,0,0.3677569627761841,40,29,22,25
1549,2,0.342507004737854,19,23,42,26
1550,0,0.34429001808166504,45,23,23,24
1551,2,0.3878960609436035,26,19,43,25
1552,2,0.3775829076766968,40,24,42,27
1553,3,0.30387699604034424,22,20,30,39
1554,0,0.3355199098587036,40,27,25,21
1555,3,0.3355950117111206,25,26,26,45
1556,1,0.33434605598449707,22,39,25,27
1557,3,0.3013339042663574,18,19,26,41
1558,3,0.2953610420227051,21,18,25,48
1559,3,0.3505300283432007,25,23,16,39
1560,0,0.3674299716949463,41,29,26,27
1561,3,0.34507596492767334,24,19,24,42
1562,2,0.3597029447555542,27,25,47,30
1563,1,0.2887120246887207,22,43,23,21
1564,3,0.3752429485321045,29,25,24,42
1565,3,0.36669397354125977,21,26,28,41
1566,3,0.33907997608184814,21,30,42,44
1567,1,0.382423996925354,25,41,27,30
1568,1,0.3203660249710083,27,37,24,18
1569,1,0.3064889907836914,23,41,28,20
1570,1,0.2779510021209717,24,41,26,22
1571,2,0.3751300573348999,20,27,42,30
1572,1,0.2883080244064331,21,40,25,20
1573,2,0.3422200679779053,29,27,45,22
1574,0,0.3721669912338257,42,23,26,29
1575,3,0.3831470012664795,29,25,23,43
1576,2,0.3509119749069214,33,26,44,20
1577,2,0.36837100982666016,30,32,41,28
1578,0,0.25602495670318604,42,19,16,19
1579,2,0.31344103813171387,21,26,39,20
1580,0,0.3664959669113159,42,27,26,28
1581,2,0.35421502590179443,22,27,41,27
1582,2,0.3518860340118408,27,28,43,32
1583,1,0.3104139566421509,23,37,17,22
1584,0,0.3341940641403198,42,22,24,41
1585,1,0.35134100914001465,25,44,18,28
1586,1,0.3064849376678467,22,40,25,22
1587,2,0.2926839590072632,40,29,41,25
1588,0,0.4015539884567261,43,18,25,27
1589,0,0.35410797595977783,40,26,28,25
1590,3,0.3227090835571289,24,21,23,41
1591,3,0.311163067817688,27,23,20,39
1592,0,0.35430097579956055,42,27,25,29
1593,1,0.3026289939880371,25,38,24,22
1594,0,0.3402249813079834,42,24,23,27
1595,1,0.3308809995651245,25,38,16,20
1596,0,0.3561919927597046,45,29,32,24
1597,0,0.34061992168426514,43,25,25,22
1598,0,0.28565406799316406,40,18,25,24
1599,1,0.42152297496795654,32,44,30,28
1600,0,0.3367800712585449,37,25,29,26
1601,0,0.32205092906951904,43,29,29,25
1602,3,0.36587297916412354,22,26,25,46
1603,2,0.3848689794540405,26,27,39,28
1604,2,0.29516494274139404,23,28,39,29
1605,0,0.3342479467391968,41,21,24,27
1606,0,0.3313940763473511,42,20,42,28
1607,2,0.33684802055358887,23,22,42,22
1608,3,0.28771400451660156,39,23,30,40
1609,3,0.33279192447662354,26,24,26,40
1610,0,0.3743300437927246,44,35,31,26
1611,2,0.31125593185424805,25,22,37,25
1612,2,0.34899306297302246,28,23,44,25
1613,3,0.28640198707580566,24,14,27,39
1614,3,0.36972200870513916,20,22,27,47
1615,3,0.32405006885528564,30,23,20,45
1616,0,0.33444106578826904,43,22,23,25
1617,2,0.33513903617858887,26,22,39,29
1618,1,0.26398909091949463,20,43,25,16
1619,1,0.3077049255371094,22,44,20,19
1620,2,0.3681069612503052,29,27,47,26
1621,0,0.3516889810562134,38,22,18,28
1622,1,0.36979103088378906,30,43,28,28
1623,1,0.3628349304199219,25,41,40,21
1624,1,0.2983369827270508,26,41,14,24
1625,0,0.3640589714050293,43,41,42,32
1626,1,0.32179999351501465,27,41,24,27
1627,2,0.47776293754577637,32,44,45,44
1628,1,0.2788839340209961,22,41,22,23
1629,3,0.33797597885131836,19,27,25,42
1630,1,0.2900320291519165,28,44,20,23
1631,2,0.3204590082168579,26,29,42,29
1632,3,0.3490290641784668,24,25,25,39
1633,1,0.34893500804901123,25,43,27,32
1634,1,0.37058401107788086,29,45,27,26
1635,2,0.2824440002441406,22,21,41,21
1636,0,0.2621840238571167,40,19,21,25
1637,0,0.34639501571655273,42,25,23,25
1638,0,0.33507704734802246,40,29,25,22
1639,1,0.3894960880279541,25,43,28,24
1640,0,0.3716740608215332,39,22,21,27
1641,0,0.3176839351654053,40,23,20,23
1642,0,0.2937159538269043,39,25,22,26
1643,2,0.29806792736053467,23,23,43,20
1644,1,0.32447803020477295,29,43,18,29
1645,0,0.39807403087615967,41,29,25,28
1646,1,0.28394508361816406,18,39,17,21
1647,1,0.33383500576019287,26,41,25,27
1648,1,0.38035404682159424,22,39,25,27
1649,2,0.316506028175354,18,18,40,18
1650,3,0.3419910669326782,23,22,28,40
1651,3,0.3523240089416504,19,30,27,39
1652,0,0.33257198333740234,45,26,29,30
1653,1,0.31605303287506104,18,42,22,20
1654,0,0.3447309732437134,41,23,25,27
1655,0,0.33191001415252686,40,26,28,25
1656,3,0.29286491870880127,20,17,15,39
1657,0,0.3671480417251587,43,18,24,24
1658,3,0.26848602294921875,22,26,23,38
1659,0,0.3391619920730591,42,21,25,21
1660,0,0.30323100090026855,39,25,21,20
1661,3,0.3800060749053955,41,28,25,42
1662,3,0.3450930118560791,27,23,25,44
1663,2,0.3546910285949707,21,25,43,23
1664,2,0.31761598587036133,27,26,47,29
1665,3,0.42351794242858887,24,28,26,39
1666,0,0.41396498680114746,40,29,20,27
1667,0,0.36801207065582275,36,24,21,29
1668,3,0.37101101875305176,24,28,27,41
1669,3,0.3332560062408447,17,26,26,43
1670,2,0.3454090356826782,29,27,41,39
1671,1,0.35549700260162354,24,45,26,21
1672,0,0.33963799476623535,42,23,26,26
1673,1,0.3117119073867798,28,43,20,28
1674,2,0.3390200138092041,22,24,37,20
1675,2,0.33915698528289795,20,24,42,26
1676,0,0.33557403087615967,43,21,18,26
1677,0,0.3849949836730957,41,19,24,25
1678,0,0.39845597743988037,44,26,23,34
1679,1,0.32083404064178467,24,38,22,18
1680,0,0.3885589838027954,46,22,23,25
1681,0,0.3314269781112671,42,28,27,19
1682,3,0.3333749771118164,25,23,26,42
1683,3,0.3349440097808838,23,22,16,41
1684,2,0.34558093547821045,21,21,38,27
1685,0,0.369596004486084,41,26,41,22
1686,2,0.34600210189819336,29,19,44,27
1687,2,0.36319804191589355,27,28,44,25
1688,2,0.38011300563812256,27,39,42,19
1689,0,0.3158630132675171,44,26,19,24
1690,0,0.3977900743484497,43,26,27,30
1691,2,0.33601295948028564,26,26,40,21
1692,2,0.3935950994491577,26,22,40,25
1693,0,0.3595750331878662,40,27,25,20
1694,1,0.351965069770813,27,42,26,21
1695,1,0.3214460611343384,22,38,23,22
1696,0,0.306115984916687,42,15,24,25
1697,0,0.33130788803100586,46,28,25,20
1698,1,0.2865229845046997,21,41,26,20
1699,2,0.36526405811309814,23,20,39,28
1700,3,0.3102450370788574,25,17,18,42
1701,3,0.3552309274673462,27,27,40,43
1702,0,0.2797490358352661,41,24,21,21
1703,0,0.35176992416381836,46,20,26,24
1704,0,0.3645648956298828,44,27,22,28
1705,1,0.35148394107818604,23,42,25,27
1706,3,0.3259190320968628,21,23,18,43
1707,1,0.42568397521972656,30,45,42,27
1708,3,0.37964391708374023,23,29,23,45
1709,3,0.3015480041503906,20,22,22,42
1710,3,0.3349050283432007,25,29,25,37
1711,1,0.32362401485443115,21,42,29,17
1712,1,0.307961106300354,25,40,22,22
1713,2,0.3487590551376343,26,22,44,25
1714,0,0.3590579032897949,42,25,23,29
1715,2,0.298306941986084,25,20,41,16
1716,2,0.34579598903656006,28,26,41,31
1717,2,0.33119499683380127,25,23,40,18
1718,1,0.31523799896240234,22,45,22,20
1719,1,0.2984830141067505,19,42,18,22
1720,1,0.3386249542236328,26,43,17,27
1721,0,0.26361095905303955,42,15,17,23
1722,0,0.28856003284454346,40,20,24,15
1723,1,0.3756430149078369,25,45,28,35
1724,0,0.3539770841598511,40,25,24,27
1725,3,0.3399689197540283,27,21,22,43
1726,3,0.32668399810791016,25,21,28,42
1727,1,0.3929879665374756,26,43,26,22
1728,2,0.31540703773498535,26,25,46,28
1729,0,0.3541330099105835,44,22,28,22
1730,0,0.3649650812149048,45,23,29,21
1731,2,0.2940579652786255,26,19,39,25
1732,2,0.35190892219543457,25,29,42,24
1733,2,0.3969230651855469,28,28,39,28
1734,3,0.32918500900268555,27,27,25,40
1735,2,0.3592689037322998,18,23,42,25
1736,0,0.4206569194793701,44,25,25,23
1737,0,0.3223069906234741,43,19,22,28
1738,0,0.3738839626312256,45,26,27,25
1739,1,0.32805001735687256,24,41,23,41
1740,2,0.3086509704589844,23,24,42,23
1741,2,0.33191001415252686,28,20,43,20
1742,1,0.3222799301147461,23,40,28,39
1743,2,0.33832502365112305,38,29,39,27
1744,1,0.3514770269393921,30,44,27,28
1745,0,0.3468620777130127,41,22,22,27
1746,1,0.35188400745391846,25,45,33,23
1747,2,0.31896698474884033,25,27,39,26
1748,1,0.34072792530059814,21,41,28,26
1749,1,0.39273905754089355,28,41,25,33
1750,1,0.27347302436828613,21,39,18,27
1751,2,0.3783220052719116,43,43,44,27
1752,0,0.3252990245819092,43,28,27,24
1753,3,0.3935800790786743,27,26,34,46
1754,1,0.4035230875015259,23,44,32,28
1755,0,0.37057793140411377,43,22,41,31
1756,3,0.33388304710388184,22,23,27,41
1757,1,0.37901103496551514,28,42,28,28
1758,1,0.28754496574401855,17,40,22,23
1759,2,0.3619459867477417,28,24,39,22
1760,0,0.3465930223464966,46,23,27,24
1761,1,0.3230710029602051,20,41,24,24
1762,3,0.31336307525634766,26,21,23,39
1763,1,0.44980597496032715,28,45,31,30
1764,1,0.3704869747161865,26,40,26,27
1765,2,0.2871938943862915,17,24,39,25
1766,1,0.26855599880218506,19,40,23,16
1767,0,0.29823899269104004,39,22,19,22
1768,1,0.3604069948196411,28,39,19,26
1769,1,0.3388960361480713,26,42,21,20
1770,1,0.28667891025543213,22,42,22,22
1771,1,0.3115750551223755,24,38,25,26
1772,2,0.35031402111053467,25,27,42,22
1773,0,0.28703200817108154,42,23,22,25
1774,1,0.33697807788848877,24,42,21,26
1775,2,0.37831902503967285,26,41,44,25
1776,1,0.34995198249816895,26,43,25,26
1777,3,0.4059089422225952,25,23,28,40
1778,1,0.3358900547027588,21,36,20,25
1779,3,0.4294109344482422,31,28,31,41
1780,2,0.29258406162261963,18,17,41,14
1781,0,0.338392972946167,36,25,21,24
1782,3,0.39063000679016113,25,30,24,44
1783,2,0.2888610363006592,18,22,38,14
1784,2,0.34505903720855713,19,26,39,21
1785,0,0.3805220127105713,42,24,42,42
1786,0,0.35575199127197266,42,26,26,18
1787,3,0.3685530424118042,28,27,20,38
1788,0,0.34388506412506104,39,24,17,29
1789,3,0.32453596591949463,22,28,20,41
1790,3,0.38896000385284424,26,22,19,39
1791,3,0.352510929107666,17,27,26,38
1792,0,0.31799495220184326,39,25,14,20
1793,1,0.32113003730773926,18,42,22,26
1794,2,0.3326760530471802,29,22,41,21
1795,0,0.3243459463119507,37,26,28,26
1796,3,0.3579460382461548,21,22,28,45
1797,0,0.31284403800964355,40,26,22,25
1798,1,0.3128700256347656,25,42,25,27
1799,0,0.3674139976501465,45,25,22,25
1800,2,0.32526302337646484,19,27,39,23
1801,1,0.3063570261001587,25,41,20,30
1802,2,0.333562970161438,27,26,41,25
1803,1,0.31555604934692383,27,37,26,23
1804,1,0.3031589984893799,27,40,23,25
1805,1,0.3355410099029541,26,43,20,27
1806,3,0.3097490072250366,23,27,24,42
1807,0,0.361177921295166,47,23,29,33
1808,3,0.3259679079055786,25,26,25,37
1809,0,0.3560270071029663,42,23,27,28
1810,3,0.34579598903656006,23,39,27,41
1811,2,0.3604530096054077,20,26,43,27
1812,1,0.34827399253845215,20,44,30,25
1813,2,0.4042680263519287,28,40,41,25
1814,0,0.3199729919433594,41,25,27,29
1815,2,0.32836103439331055,23,25,39,22
1816,2,0.31461095809936523,26,25,40,21
1817,0,0.29109108448028564,39,24,19,13
1818,0,0.3072410821914673,39,27,21,22
1819,0,0.31616103649139404,42,26,26,22
1820,3,0.5207849740982056,29,35,29,45
1821,1,0.35792601108551025,27,39,25,25
1822,3,0.3414340019226074,23,22,25,39
1823,3,0.4034740924835205,29,27,30,38
1824,3,0.39603400230407715,35,28,30,44
1825,2,0.31458401679992676,26,20,42,25
1826,2,0.32736098766326904,27,22,44,30
1827,2,0.32345497608184814,25,17,39,22
1828,2,0.41398096084594727,41,29,45,42
1829,0,0.4259849786758423,44,26,30,31
1830,0,0.3478459119796753,42,21,28,21
1831,3,0.33719301223754883,24,27,25,40
1832,1,0.28422796726226807,23,39,16,27
1833,0,0.3039560317993164,42,29,22,20
1834,0,0.3651200532913208,41,25,27,23
1835,3,0.3797450065612793,25,19,28,44
1836,1,0.2899630069732666,23,39,20,20
1837,1,0.37974488735198975,26,43,28,26
1838,1,0.3196660280227661,24,40,28,26
1839,0,0.33001792430877686,42,28,27,26
1840,0,0.32910406589508057,39,16,27,20
1841,1,0.3022019863128662,27,37,21,24
1842,0,0.3313840627670288,41,27,25,19
1843,3,0.3382300138473511,44,22,29,45
1844,1,0.34279096126556396,28,41,18,25
1845,2,0.32361793518066406,22,27,43,16
1846,2,0.3526650667190552,24,21,43,28
1847,3,0.35496997833251953,22,27,28,39
1848,2,0.354404091835022,20,22,40,27
1849,0,0.344074010848999,39,25,39,23
1850,3,0.3347010612487793,22,27,23,41
1851,2,0.3158959150314331,22,20,42,21
1852,1,0.40391600131988525,28,43,24,28
1853,2,0.3328040838241577,21,22,44,25
1854,1,0.2745339870452881,22,40,26,18
1855,1,0.39462506771087646,32,44,44,27
1856,3,0.44957292079925537,25,28,26,43
1857,2,0.32159900665283203,21,18,39,17
1858,0,0.3313310146331787,39,25,25,26
1859,1,0.3879849910736084,28,44,30,29
1860,0,0.35252392292022705,42,27,22,21
1861,2,0.34452199935913086,24,25,40,23
1862,2,0.3740990161895752,26,41,45,22
1863,3,0.35555005073547363,34,27,23,45
1864,1,0.3203929662704468,23,39,22,19
1865,3,0.3441559076309204,26,25,24,45
1866,1,0.2979520559310913,15,39,24,16
1867,1,0.30337798595428467,28,40,25,22
1868,3,0.3302069902420044,22,20,23,41
1869,1,0.3281329870223999,30,40,25,18
1870,0,0.3246009349822998,40,22,21,26
1871,3,0.34819090366363525,20,25,28,40
1872,2,0.3061180114746094,20,24,45,29
1873,3,0.3178449869155884,21,22,20,42
1874,3,0.32235395908355713,23,18,20,40
1875,2,0.308974027633667,23,27,41,24
1876,0,0.342365026473999,42,23,25,27
1877,3,0.3886910676956177,24,22,25,41
1878,1,0.3103870153427124,25,39,18,27
1879,3,0.33378899097442627,25,26,22,39
1880,3,0.3237650394439697,28,26,26,39
1881,3,0.2818340063095093,19,19,25,39
1882,1,0.32916808128356934,27,42,29,25
1883,3,0.3215939998626709,20,24,23,39
1884,2,0.32484400272369385,26,27,41,22
1885,3,0.23876404762268066,18,14,19,39
1886,1,0.4093090295791626,30,40,26,31
1887,1,0.3474900722503662,25,41,18,21
1888,0,0.32545697689056396,43,19,27,20
1889,3,0.35174405574798584,22,25,26,42
1890,1,0.35059189796447754,27,42,28,26
1891,3,0.3933500051498413,27,29,31,47
1892,2,0.3961399793624878,32,25,44,26
1893,3,0.32604193687438965,19,28,19,39
1894,1,0.34897804260253906,24,42,24,29
1895,1,0.2843899726867676,24,39,14,25
1896,2,0.3265089988708496,25,22,44,32
1897,2,0.3711940050125122,40,26,42,26
1898,0,0.33680498600006104,48,20,22,25
1899,0,0.3564140796661377,40,21,23,29
1900,0,0.3274320363998413,43,28,20,28
1901,0,0.32980597019195557,43,18,26,23
1902,0,0.35276103019714355,41,25,27,26
1903,0,0.2870889902114868,41,16,16,22
1904,1,0.3855839967727661,28,44,32,26
1905,0,0.4036949872970581,40,25,29,26
1906,0,0.32846498489379883,44,23,21,24
1907,0,0.3418968915939331,46,23,26,27
1908,0,0.31528806686401367,43,22,25,19
1909,0,0.329334020614624,42,27,19,24
1910,0,0.3177429437637329,40,25,23,28
1911,2,0.31561195850372314,20,22,39,21
1912,0,0.3401219844818115,43,26,28,26
1913,2,0.33886706829071045,23,22,39,25
1914,0,0.3785860538482666,45,28,26,24
