# MCTS: [] []
# PLAYERS: [MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random]
GAME,WINNER,TIME,random,random,random,random
634,1,0.3638639450073242,27,39,25,28
635,3,0.3279329538345337,24,22,22,41
636,0,0.32344603538513184,41,21,26,20
637,0,0.33439409732818604,41,22,23,26
638,2,0.34222710132598877,23,25,37,14
639,2,0.36285197734832764,24,20,47,28
640,3,0.3973829746246338,25,25,27,40
641,3,0.33548200130462646,26,28,26,39
642,2,0.3443570137023926,28,25,39,28
643,2,0.3565629720687866,21,24,44,44
644,0,0.3848419189453125,43,22,26,26
645,1,0.31028997898101807,20,42,18,24
646,1,0.3162189722061157,24,38,23,24
647,0,0.30692994594573975,40,18,24,19
648,2,0.3431330919265747,20,22,42,28
649,0,0.30002498626708984,38,22,23,19
650,3,0.31809210777282715,19,16,25,41
651,3,0.3075230121612549,25,19,22,39
652,1,0.3470749855041504,25,41,26,20
653,0,0.3326810598373413,39,28,27,25
654,2,0.29472291469573975,16,23,40,28
655,1,0.30827105045318604,19,41,23,22
656,1,0.3962669372558594,26,42,29,27
657,3,0.34310805797576904,26,25,26,39
658,3,0.34156107902526855,25,28,38,39
659,1,0.3120689392089844,19,43,25,25
660,2,0.4575369358062744,23,27,42,28
661,3,0.3849290609359741,31,27,27,42
662,2,0.3294689655303955,29,24,38,25
663,2,0.39938902854919434,21,29,41,22
664,0,0.3897969722747803,42,27,41,23
665,1,0.5863999128341675,31,47,27,26
666,1,0.3168400526046753,26,38,22,25
667,0,0.38772499561309814,40,22,26,21
668,3,0.34597301483154297,23,20,26,41
669,2,0.3777940273284912,27,32,45,19
670,2,0.29892802238464355,14,22,40,15
671,1,0.35461390018463135,29,44,30,22
672,2,0.3847939968109131,41,28,44,44
673,2,0.34818100929260254,20,17,41,24
674,0,0.365415096282959,42,22,21,27
675,0,0.3608039617538452,41,23,23,26
676,2,0.41701996326446533,23,28,47,25
677,1,0.3557490110397339,27,42,22,19
678,0,0.32221996784210205,41,17,28,19
679,0,0.39838898181915283,40,25,27,21
680,2,0.3299659490585327,16,24,41,17
681,1,0.3870580196380615,22,44,25,28
682,0,0.4819999933242798,39,21,19,27
683,1,0.35480403900146484,28,39,24,25
684,3,0.5583479404449463,23,17,24,42
685,1,0.4133220911026001,30,42,18,22
686,3,0.30505692958831787,18,20,21,39
687,2,0.3600039482116699,39,38,40,27
688,0,0.34517204761505127,42,24,26,20
689,2,0.3766210079193115,31,30,44,26
690,2,0.37152397632598877,29,24,42,23
691,0,0.34875500202178955,44,20,27,26
692,2,0.3193780183792114,25,27,45,32
693,1,0.3954108953475952,24,41,26,26
694,2,0.3540079593658447,27,26,39,24
695,1,0.4105950593948364,28,45,26,25
696,1,0.3057739734649658,25,39,19,25
697,3,0.3886990547180176,28,30,41,45
698,2,0.3602980375289917,27,27,43,22
699,3,0.37282001972198486,18,29,22,46
700,0,0.4343700408935547,43,43,29,22
701,0,0.4563699960708618,40,38,27,25
702,3,0.39878296852111816,29,30,26,42
703,3,0.40518295764923096,23,23,29,44
704,3,0.4421529769897461,45,42,31,47
705,1,0.3314310312271118,28,39,21,24
706,3,0.3994539976119995,26,30,25,43
707,0,0.36689603328704834,43,25,23,28
708,0,0.352012038230896,38,26,28,21
709,2,0.36671197414398193,28,25,42,17
710,0,0.34046101570129395,39,26,25,23
711,3,0.3225489854812622,23,24,23,39
712,1,0.37653493881225586,27,39,28,25
713,2,0.39506494998931885,22,27,38,23
714,0,0.36508607864379883,45,44,28,27
715,1,0.3711169958114624,26,39,22,29
716,3,0.4139670133590698,43,31,26,47
717,3,0.4059569835662842,25,27,30,42
718,3,0.33352208137512207,40,24,22,43
719,0,0.3704589605331421,41,27,37,39
720,2,0.33750808238983154,28,30,43,25
721,0,0.36319196224212646,42,21,25,22
722,1,0.30664002895355225,26,41,21,18
723,3,0.3903540372848511,28,41,32,43
724,0,0.42841899394989014,43,29,42,30
725,2,0.29927897453308105,26,24,40,22
726,2,0.3124459981918335,21,22,41,18
727,0,0.3330850601196289,40,24,29,20
728,3,0.27663493156433105,20,20,24,40
729,0,0.33033907413482666,39,27,20,20
730,0,0.34326696395874023,40,27,39,26
731,2,0.3128269910812378,20,22,38,22
732,0,0.3777419328689575,44,28,30,32
733,1,0.3299340009689331,25,42,16,23
734,0,0.3656409978866577,44,27,33,30
735,2,0.4678229093551636,23,25,42,26
736,1,0.33720600605010986,27,39,28,29
737,2,0.38048291206359863,21,30,45,26
738,1,0.3068389892578125,27,42,20,19
739,3,0.32284700870513916,26,24,21,42
740,1,0.42028605937957764,44,45,45,27
741,1,0.3428300619125366,27,41,23,25
742,2,0.40097999572753906,39,29,41,23
743,2,0.616569995880127,27,29,44,34
744,2,0.38934099674224854,16,25,42,22
745,1,0.34830498695373535,23,38,26,22
746,1,0.32512593269348145,20,40,24,25
747,1,0.381087064743042,26,42,18,26
748,1,0.35257089138031006,25,41,21,21
749,0,0.38281095027923584,45,22,23,33
750,2,0.3363070487976074,17,25,41,25
751,1,0.3798879384994507,38,39,27,26
752,2,0.3659449815750122,24,28,40,20
753,0,0.36718904972076416,43,29,27,28
754,1,0.42539799213409424,27,40,25,21
755,2,0.38488197326660156,23,24,42,27
756,0,0.3549100160598755,39,26,24,24
757,0,0.41606104373931885,41,25,32,32
758,1,0.28968703746795654,18,36,18,12
759,0,0.33729100227355957,39,23,26,24
760,0,0.3551861047744751,43,29,24,27
761,0,0.4442230463027954,44,30,32,28
762,1,0.3748490810394287,28,43,29,26
763,3,0.3686540126800537,21,25,25,39
764,2,0.29838502407073975,22,25,39,26
765,3,0.2730330228805542,21,18,20,39
766,1,0.40353894233703613,25,38,25,25
767,0,0.35284292697906494,41,25,26,30
768,2,0.35514307022094727,26,27,39,18
769,0,0.3015739917755127,42,18,24,20
770,0,0.33868610858917236,40,22,23,21
771,3,0.3605560064315796,24,29,21,42
772,0,0.35688507556915283,40,29,27,24
773,1,0.36710405349731445,28,40,26,28
774,0,0.31916701793670654,42,19,23,25
775,0,0.3095400333404541,42,42,18,20
776,3,0.3038330078125,38,28,20,40
777,2,0.27248096466064453,22,22,39,25
778,0,0.3168959617614746,42,22,20,25
779,0,0.4043610095977783,43,29,30,42
780,1,0.325916051864624,21,41,24,23
781,0,0.34563708305358887,44,23,26,23
782,0,0.3212590217590332,39,21,28,22
783,2,0.36756396293640137,29,24,44,29
784,3,0.3593500852584839,26,27,26,40
785,3,0.3755439519882202,20,25,25,39
786,1,0.38079094886779785,29,45,28,22
787,1,0.4403419494628906,26,40,29,29
788,2,0.31227099895477295,25,21,38,25
789,3,0.28596997261047363,21,25,24,39
790,1,0.32683098316192627,25,40,26,25
791,0,0.33775198459625244,39,26,23,25
792,0,0.37866294384002686,42,29,40,26
793,1,0.3276330232620239,26,39,25,19
794,0,0.38388895988464355,43,29,26,29
795,1,0.2946120500564575,29,39,24,20
796,1,0.4100010395050049,27,41,29,27
797,3,0.3300600051879883,23,23,27,45
798,0,0.33728504180908203,42,18,28,21
799,0,0.29142796993255615,42,24,21,21
800,1,0.3275139331817627,22,41,31,22
801,3,0.3150300979614258,20,20,22,40
802,1,0.35298800468444824,22,41,29,24
803,3,0.314689040184021,24,21,20,41
804,3,0.42437899112701416,21,24,24,43
805,0,0.3233989477157593,40,17,20,25
806,3,0.303737998008728,20,25,27,39
807,1,0.45433902740478516,33,43,28,27
808,2,0.37062692642211914,38,22,40,29
809,1,0.3193570375442505,22,39,26,19
810,1,0.3379189968109131,31,42,17,18
811,2,0.38105201721191406,28,26,41,21
812,3,0.3682490587234497,30,21,26,42
813,0,0.3689100742340088,41,25,41,26
814,2,0.3340740203857422,21,26,42,19
815,1,0.31512296199798584,26,40,25,21
816,1,0.37371695041656494,27,39,27,27
817,0,0.37752294540405273,42,27,26,24
818,0,0.3764239549636841,42,26,24,25
819,0,0.3695729970932007,42,26,42,26
820,3,0.3274940252304077,28,27,23,41
821,0,0.3777509927749634,47,45,20,24
822,0,0.32037806510925293,39,22,18,26
823,3,0.39059507846832275,27,25,25,42
824,3,0.32914698123931885,24,25,27,39
825,2,0.27209901809692383,20,18,39,18
826,2,0.3754819631576538,31,20,42,40
827,3,0.3391040563583374,19,26,24,44
828,0,0.2910979986190796,39,24,25,25
829,0,0.3446969985961914,43,28,20,25
830,0,0.32718193531036377,43,25,28,20
831,3,0.3213399648666382,26,27,26,40
832,1,0.36244893074035645,23,41,25,27
833,2,0.41621410846710205,22,27,46,29
834,0,0.3775280714035034,42,22,29,30
835,1,0.28800296783447266,29,41,15,23
836,3,0.32880496978759766,20,24,29,40
837,1,0.3626199960708618,24,44,23,22
838,1,0.32762598991394043,26,43,22,22
839,1,0.38009095191955566,28,41,26,29
840,0,0.32868504524230957,46,41,23,19
841,2,0.3701540231704712,25,27,39,22
842,3,0.2857409715652466,20,24,21,41
843,0,0.33510804176330566,44,27,27,24
844,0,0.32915496826171875,39,25,19,19
845,1,0.300989031791687,28,41,25,21
846,3,0.4054969549179077,24,26,30,47
847,2,0.3685389757156372,28,26,40,23
848,0,0.3811730146408081,41,29,25,25
849,0,0.3351939916610718,39,39,19,26
850,3,0.3255939483642578,24,30,29,39
851,1,0.2731349468231201,19,39,18,15
852,0,0.33447110652923584,38,25,25,27
853,3,0.267875075340271,23,22,21,39
854,2,0.36823391914367676,23,27,43,27
855,2,0.3368539810180664,28,22,40,19
856,1,0.35472702980041504,23,41,22,27
857,1,0.32039403915405273,18,39,29,22
858,0,0.3474259376525879,43,27,22,32
859,0,0.35359299182891846,42,27,25,42
860,2,0.3557260036468506,28,26,40,26
861,0,0.30090296268463135,36,17,25,24
862,3,0.4281069040298462,27,40,29,45
863,0,0.316802978515625,42,22,21,20
864,0,0.33810198307037354,36,28,24,21
865,2,0.3451470136642456,25,28,42,25
866,3,0.3428879976272583,27,29,23,40
867,3,0.3708559274673462,25,24,25,43
868,2,0.34532904624938965,27,29,41,25
869,3,0.3969660997390747,24,31,28,44
870,3,0.3088209629058838,17,25,20,37
871,0,0.34325599670410156,42,23,19,25
872,0,0.3682839870452881,39,25,39,27
873,1,0.34772002696990967,22,42,23,42
874,0,0.35046398639678955,43,28,24,25
875,0,0.30082595348358154,41,23,25,19
876,0,0.3608170747756958,40,22,25,23
877,2,0.33344995975494385,27,21,44,24
878,2,0.32758593559265137,40,22,44,21
879,3,0.3273400068283081,29,30,24,44
880,0,0.3427610397338867,42,30,29,30
881,2,0.3679230213165283,26,23,41,30
882,3,0.3585430383682251,30,31,23,43
883,3,0.3425300121307373,22,26,20,45
884,1,0.36160099506378174,26,44,27,33
885,2,0.271109938621521,22,22,42,24
886,0,0.33008503913879395,39,39,25,23
887,0,0.2779179811477661,40,25,18,21
888,3,0.35785698890686035,22,26,23,39
889,0,0.2888479232788086,38,21,21,21
890,2,0.29125797748565674,23,25,40,18
891,1,0.37727999687194824,28,42,29,21
892,0,0.355599045753479,44,22,26,28
893,2,0.30767595767974854,27,20,40,28
894,2,0.36816906929016113,26,29,42,26
895,3,0.40679097175598145,23,25,27,45
896,2,0.3542720079421997,26,25,40,25
897,1,0.35072004795074463,22,40,26,22
898,2,0.33739495277404785,30,19,45,25
899,0,0.30229508876800537,39,21,23,25
900,0,0.2771420478820801,38,17,24,19
901,2,0.3304710388183594,26,29,42,22
902,2,0.27459001541137695,22,20,38,19
903,2,0.33819901943206787,26,29,39,25
904,1,0.26957690715789795,23,39,19,21
905,3,0.3061419725418091,22,18,29,39
906,2,0.3073580265045166,26,28,41,17
907,0,0.3388570547103882,39,22,26,29
908,1,0.3760800361633301,28,37,19,22
909,1,0.3121800422668457,25,44,19,24
910,3,0.3099569082260132,24,18,23,40
911,0,0.2850130796432495,41,41,18,13
912,0,0.35006797313690186,42,39,24,24
913,0,0.28191089630126953,39,18,24,21
914,0,0.37249302864074707,40,30,32,27
915,1,0.2785259485244751,22,39,17,20
916,3,0.31737399101257324,21,20,29,43
917,0,0.3248409032821655,39,22,25,26
918,1,0.32375800609588623,28,40,24,28
919,0,0.33131301403045654,45,26,22,26
920,0,0.2660090923309326,37,22,22,25
921,0,0.4357949495315552,48,44,30,25
922,0,0.30307698249816895,44,17,26,26
923,2,0.389119029045105,28,29,43,27
924,0,0.3972039222717285,44,26,24,26
925,3,0.3180830478668213,25,23,23,42
926,3,0.3448069095611572,27,27,24,38
927,0,0.36140596866607666,41,29,25,27
928,1,0.34125804901123047,25,39,23,26
929,0,0.38358497619628906,44,32,26,25
930,1,0.4531979560852051,31,44,31,28
931,2,0.37333500385284424,40,26,41,27
932,0,0.36329901218414307,39,25,39,20
933,0,0.2775239944458008,38,18,25,20
934,1,0.3059920072555542,21,43,22,18
935,2,0.3344169855117798,26,23,39,27
936,1,0.32158005237579346,19,37,24,16
937,2,0.28957104682922363,28,27,41,22
938,0,0.3418639898300171,40,22,25,19
939,3,0.3121730089187622,20,26,27,42
940,0,0.3186570405960083,41,24,20,28
941,0,0.3491230010986328,44,19,30,30
942,2,0.32240498065948486,18,24,39,20
943,3,0.3234900236129761,25,17,25,42
944,0,0.33937108516693115,42,24,22,29
945,3,0.3023109436035156,25,21,23,43
946,0,0.3438650369644165,43,26,25,23
947,3,0.32396697998046875,21,26,20,48
948,1,0.3435230255126953,22,40,21,23
949,2,0.2567310333251953,24,16,39,19
950,3,0.36654508113861084,24,25,26,41
951,2,0.3551849126815796,26,22,39,22
952,1,0.32072198390960693,26,40,33,20
953,2,0.3457069396972656,18,27,44,20
954,3,0.3709540367126465,20,27,42,43
955,3,0.35709500312805176,21,28,27,41
956,0,0.42510688304901123,44,35,26,32
957,0,0.319896936416626,41,29,27,22
958,3,0.37851691246032715,22,26,29,42
959,1,0.29426801204681396,19,39,23,28
960,1,0.2618459463119507,20,39,23,23
961,3,0.3192828893661499,25,21,19,40
962,0,0.3110619783401489,42,23,19,22
963,1,0.3551170825958252,30,41,27,25
964,3,0.31100499629974365,20,21,26,39
965,2,0.28077101707458496,20,26,41,18
966,1,0.32276105880737305,26,39,25,22
967,2,0.3546180725097656,27,24,44,22
968,3,0.31022608280181885,26,23,28,42
969,1,0.30190396308898926,24,39,21,15
970,2,0.2979680299758911,21,19,45,26
971,3,0.38356709480285645,27,26,21,39
972,2,0.3158470392227173,23,21,42,22
973,3,0.31338393688201904,32,24,26,41
974,2,0.4603229761123657,27,28,42,29
975,2,0.31313109397888184,22,18,39,16
976,1,0.36284899711608887,26,41,27,26
977,2,0.33722198009490967,27,29,41,26
978,1,0.3054499626159668,22,36,24,17
979,1,0.29302501678466797,29,39,20,24
980,2,0.3408830165863037,29,19,40,28
981,0,0.3351919651031494,39,21,39,26
982,2,0.2605140209197998,16,20,42,19
983,3,0.3513779640197754,27,28,20,41
984,1,0.2805370092391968,20,47,18,22
985,2,0.3579230308532715,26,23,42,22
986,0,0.413316011428833,42,19,22,40
987,0,0.36282896995544434,43,29,25,26
988,3,0.4345240592956543,30,30,22,45
989,0,0.32029902935028076,46,33,32,22
990,0,0.32489097118377686,42,29,19,22
991,1,0.3431130647659302,28,44,26,21
992,3,0.3347660303115845,20,20,25,41
993,3,0.3569530248641968,26,28,22,40
994,3,0.3717399835586548,29,17,23,41
995,0,0.42037105560302734,42,30,26,25
996,3,0.3748530149459839,20,26,25,42
997,0,0.38924407958984375,46,22,26,43
998,3,0.34372591972351074,41,29,28,45
999,2,0.3299989700317383,19,28,42,20
1000,1,0.362746000289917,22,39,28,26
1001,2,0.34238696098327637,26,21,39,27
1002,2,0.3698079586029053,24,29,43,41
1003,1,0.4917529821395874,22,42,27,26
1004,2,0.5033808946609497,26,29,42,40
1005,3,0.4916870594024658,28,23,24,44
1006,3,0.3322490453720093,24,22,24,39
1007,0,0.3230609893798828,42,26,26,22
1008,0,0.31504106521606445,40,22,19,38
1009,2,0.34540295600891113,25,25,41,24
1010,1,0.3135850429534912,22,39,27,22
1011,2,0.37852609157562256,27,25,39,25
1012,0,0.3194570541381836,41,25,27,19
1013,0,0.35746097564697266,44,30,24,29
1014,3,0.29364800453186035,27,24,29,42
1015,2,0.4105839729309082,26,26,42,26
1016,1,0.36160504817962646,20,42,21,22
1017,0,0.3310030698776245,39,26,26,25
1018,2,0.2673410177230835,20,16,42,20
1019,0,0.30913710594177246,41,23,24,24
1020,0,0.26236796379089355,39,21,21,22
1021,0,0.3175719976425171,40,24,22,22
1022,1,0.35161495208740234,27,43,22,24
1023,0,0.3500039577484131,42,21,19,27
1024,3,0.3819769620895386,19,23,22,42
1025,3,0.3570239543914795,23,25,25,42
1026,0,0.40257203578948975,41,26,27,30
1027,1,0.37158191204071045,27,45,19,32
1028,2,0.3286930322647095,26,26,39,28
1029,0,0.39386606216430664,45,27,25,44
1030,3,0.2942150831222534,15,21,21,40
1031,1,0.3469640016555786,27,40,25,28
1032,3,0.3679640293121338,26,25,24,41
1033,0,0.3764599561691284,43,21,29,24
1034,0,0.336651086807251,42,20,42,25
1035,0,0.3637150526046753,44,24,23,25
1036,1,0.364596962928772,29,39,23,26
1037,3,0.36313509941101074,33,22,24,41
1038,0,0.31650710105895996,42,24,19,20
1039,3,0.3338268995285034,20,32,25,45
1040,1,0.37505102157592773,29,43,26,26
1041,0,0.3100910186767578,39,23,21,28
1042,0,0.33059191703796387,38,19,29,23
1043,1,0.32906198501586914,21,39,23,26
1044,2,0.34549498558044434,28,23,40,18
1045,2,0.36225104331970215,43,23,44,24
1046,3,0.3789520263671875,28,26,30,42
1047,3,0.409512996673584,24,26,25,41
1048,0,0.38702595233917236,43,28,25,30
1049,0,0.35441696643829346,39,15,26,39
1050,2,0.39187002182006836,43,42,45,27
1051,2,0.34500300884246826,23,23,42,22
1052,1,0.36737000942230225,27,39,28,29
1053,3,0.2942270040512085,26,19,22,41
1054,1,0.3322659730911255,27,47,22,20
1055,2,0.4741079807281494,27,42,45,27
1056,2,0.45455896854400635,27,29,43,25
1057,1,0.3366069793701172,24,40,23,22
1058,1,0.327923059463501,26,39,19,25
1059,2,0.374426007270813,22,26,42,20
1060,3,0.3163079023361206,24,22,19,39
1061,3,0.43308401107788086,26,22,25,44
1062,2,0.3418160676956177,26,24,42,23
1063,3,0.36552298069000244,29,27,28,39
1064,2,0.313399076461792,25,19,41,17
1065,3,0.35226893424987793,24,18,29,44
1066,2,0.3609490394592285,28,19,39,23
1067,3,0.3575429916381836,29,28,23,42
1068,3,0.36831796169281006,27,24,28,44
1069,1,0.38074004650115967,27,44,23,29
1070,3,0.3566720485687256,24,27,23,38
1071,2,0.3813779354095459,27,22,39,21
1072,1,0.370231032371521,27,44,31,41
1073,0,0.36799097061157227,40,22,26,25
1074,0,0.3310660123825073,42,27,19,24
1075,1,0.330206036567688,26,40,25,26
1076,1,0.3241260051727295,25,42,24,31
1077,0,0.2936609983444214,39,22,19,18
1078,2,0.3418569564819336,26,22,40,20
1079,0,0.33417201042175293,39,29,19,26
1080,1,0.3689420223236084,25,42,29,26
1081,3,0.2740750312805176,19,23,21,41
1082,3,0.3080400228500366,25,19,26,42
1083,3,0.3960120677947998,23,24,30,39
1084,2,0.34180402755737305,25,22,43,30
1085,0,0.3008319139480591,45,26,24,24
1086,0,0.28037798404693604,39,18,22,18
1087,1,0.34373199939727783,26,43,23,32
1088,3,0.28548896312713623,26,22,18,39
1089,3,0.2935349941253662,21,22,20,39
1090,3,0.32296204566955566,28,26,25,40
1091,1,0.3921380043029785,29,42,19,27
1092,1,0.32033705711364746,24,42,26,23
1093,2,0.29382598400115967,21,22,37,19
1094,0,0.4010939598083496,44,28,32,33
1095,0,0.3273499011993408,39,20,28,29
1096,3,0.3569899797439575,40,25,27,41
1097,0,0.3644230365753174,44,19,13,18
1098,3,0.47374892234802246,28,28,23,41
1099,0,0.26105010509490967,39,18,25,22
1100,1,0.4041149616241455,29,43,26,26
1101,0,0.33894407749176025,42,27,30,21
1102,3,0.34519100189208984,26,27,43,44
1103,3,0.3475850820541382,31,26,22,44
1104,2,0.32443296909332275,30,24,46,30
1105,1,0.35593199729919434,27,45,24,28
1106,1,0.3465750217437744,25,41,25,28
1107,0,0.2644740343093872,40,18,18,21
1108,3,0.36526405811309814,26,31,32,41
1109,3,0.37115299701690674,31,33,30,43
1110,2,0.341386079788208,26,28,41,21
1111,3,0.3748689889907837,25,22,29,46
1112,0,0.3362090587615967,39,26,19,26
1113,0,0.3362480401992798,40,16,28,27
1114,2,0.35336005687713623,28,21,40,23
1115,0,0.4234039783477783,44,30,30,26
1116,2,0.41116607189178467,22,25,44,26
1117,3,0.40240705013275146,30,26,34,44
1118,1,0.38868892192840576,29,41,27,39
1119,2,0.31581008434295654,19,18,39,19
1120,0,0.3949930667877197,44,24,28,27
1121,0,0.38623905181884766,40,29,25,26
1122,3,0.36399805545806885,27,26,26,47
1123,0,0.35956692695617676,44,26,32,28
1124,1,0.4922739267349243,30,44,27,22
1125,2,0.33428192138671875,21,26,40,28
1126,3,0.379133939743042,22,27,28,40
1127,2,0.4379270076751709,22,27,42,25
1128,0,0.3381659984588623,40,38,22,40
1129,3,0.365509033203125,28,29,27,38
1130,0,0.420415997505188,42,26,29,27
1131,0,0.48916006088256836,41,23,30,25
1132,1,0.4285271167755127,29,40,29,29
1133,0,0.37238407135009766,40,39,26,24
1134,2,0.38923192024230957,26,26,46,25
1135,3,0.29031896591186523,26,22,24,39
1136,2,0.45075201988220215,31,30,44,26
1137,0,0.34223806858062744,42,29,22,33
1138,1,0.3367650508880615,40,42,20,24
1139,2,0.37873995304107666,30,30,45,25
1140,0,0.34276700019836426,42,28,29,27
1141,1,0.31406092643737793,19,40,23,27
1142,1,0.35747599601745605,39,40,18,25
1143,2,0.37153100967407227,24,23,39,26
1144,0,0.3194539546966553,36,24,27,25
1145,0,0.2548779249191284,39,17,20,19
1146,1,0.32357096672058105,27,41,22,22
1147,2,0.32770097255706787,24,20,39,22
1148,0,0.3097139596939087,41,22,22,17
1149,0,0.38079190254211426,45,28,25,28
1150,0,0.3247720003128052,39,26,21,23
1151,1,0.3769470453262329,26,43,33,25
1152,0,0.4195220470428467,43,31,20,21
1153,3,0.3619910478591919,21,22,21,39
1154,3,0.3554319143295288,25,21,19,39
1155,1,0.4774289131164551,27,40,24,22
1156,2,0.3204840421676636,21,19,41,30
1157,2,0.5111299753189087,25,30,44,25
1158,0,0.4372979402542114,42,25,24,21
1159,2,0.4169269800186157,33,33,43,32
1160,3,0.3648120164871216,29,32,22,44
1161,0,0.3114219903945923,46,23,20,24
1162,0,0.34133100509643555,40,28,21,20
1163,0,0.36257004737854004,44,22,25,26
1164,0,0.30248701572418213,42,28,22,26
1165,1,0.36633503437042236,20,41,31,21
1166,0,0.3393440246582031,45,28,41,26
1167,2,0.4235060214996338,27,29,42,22
1168,2,0.3153700828552246,22,28,41,27
1169,0,0.3070939779281616,40,20,21,22
1170,1,0.39242804050445557,31,44,42,30
1171,2,0.382627010345459,24,25,40,28
1172,1,0.3752230405807495,17,42,28,22
1173,2,0.3004570007324219,22,21,40,14
1174,1,0.3349989652633667,21,39,20,26
1175,1,0.37913191318511963,29,45,24,24
1176,1,0.4159189462661743,26,40,24,20
1177,2,0.29790198802948,22,23,41,25
1178,1,0.34277188777923584,23,42,19,25
1179,1,0.34660303592681885,22,43,23,25
1180,1,0.31502199172973633,20,45,22,29
1181,1,0.3344230651855469,26,41,25,21
1182,1,0.34023308753967285,19,45,29,30
1183,3,0.29626190662384033,22,21,22,40
1184,1,0.3482940196990967,26,44,42,27
1185,1,0.3098679780960083,27,39,19,17
1186,0,0.37109100818634033,40,27,27,22
1187,0,0.32251203060150146,45,20,18,25
1188,1,0.3312629461288452,31,40,22,22
1189,3,0.3614039421081543,27,22,26,41
1190,0,0.3190429210662842,44,27,27,28
1191,2,0.28792107105255127,20,30,39,16
1192,2,0.32882189750671387,23,22,39,26
1193,1,0.37436604499816895,24,42,22,25
1194,0,0.3239929676055908,39,26,18,23
1195,2,0.3430219888687134,19,23,41,25
1196,3,0.2922029495239258,15,23,21,39
1197,0,0.3116929531097412,39,26,26,20
1198,3,0.3057769536972046,21,19,23,39
1199,1,0.32828402519226074,21,41,24,20
1200,3,0.36980700492858887,27,28,29,43
1201,3,0.3728569746017456,32,29,26,44
1202,1,0.25957798957824707,21,40,24,23
1203,0,0.2986140251159668,36,25,24,21
1204,3,0.3413170576095581,26,25,22,44
1205,2,0.29210591316223145,22,20,41,19
1206,2,0.30845701694488525,29,20,42,25
1207,2,0.35069799423217773,26,28,44,25
1208,0,0.2621229887008667,40,21,18,22
1209,1,0.3577009439468384,31,46,27,22
1210,2,0.3625650405883789,24,26,40,26
1211,3,0.3124150037765503,27,18,23,41
1212,3,0.3159140348434448,30,32,26,42
1213,3,0.34967005252838135,23,20,26,41
1214,0,0.28401410579681396,40,39,24,18
1215,2,0.3002810478210449,23,19,43,24
1216,2,0.3128049373626709,29,19,38,24
1217,1,0.31449103355407715,25,41,19,27
1218,0,0.3301410675048828,39,23,27,28
1219,2,0.3395040035247803,25,27,39,25
1220,2,0.31947195529937744,24,27,40,25
1221,0,0.3933119773864746,44,29,33,27
1222,0,0.33376407623291016,42,22,28,24
1223,3,0.375201940536499,24,40,26,44
1224,2,0.2719799280166626,21,22,38,20
1225,1,0.28949010372161865,18,42,20,25
1226,3,0.2935730218887329,17,20,18,39
1227,2,0.3036700487136841,19,25,47,28
1228,1,0.29679596424102783,23,43,21,24
1229,2,0.29741203784942627,25,19,47,25
1230,3,0.3661949634552002,29,26,43,46
1231,3,0.36359500885009766,27,26,28,42
1232,3,0.37949705123901367,24,29,25,42
1233,0,0.39381396770477295,40,30,25,32
1234,0,0.2852449417114258,43,20,24,22
1235,0,0.36979401111602783,43,26,32,25
1236,2,0.3571779727935791,24,28,42,19
1237,1,0.4141700267791748,27,43,43,27
1238,2,0.3120359182357788,22,20,41,22
1239,3,0.35667598247528076,26,27,21,39
1240,0,0.3939770460128784,42,27,23,29
1241,0,0.33085203170776367,40,27,17,29
1242,1,0.34490394592285156,19,42,26,28
1243,2,0.3327059745788574,25,39,40,18
1244,1,0.3789249658584595,26,42,31,30
1245,0,0.35369598865509033,42,25,22,21
1246,0,0.3533099889755249,40,25,26,25
1247,0,0.3590449094772339,40,20,16,29
1248,1,0.3632040023803711,25,37,21,27
1249,2,0.347133994102478,24,23,39,29
1250,2,0.32543301582336426,23,25,39,28
1251,0,0.34014999866485596,39,39,29,23
1252,0,0.4064359664916992,39,25,24,22
1253,1,0.3617870807647705,28,39,27,22
1254,0,0.376147985458374,42,32,23,23
1255,1,0.29960596561431885,27,45,20,20
1256,1,0.3152930736541748,22,41,25,22
1257,2,0.35544300079345703,28,26,39,23
1258,1,0.3457909822463989,33,44,23,26
1259,3,0.3351130485534668,22,22,27,45
1260,2,0.31977295875549316,21,41,45,25
1261,2,0.33723998069763184,29,23,41,30
1262,2,0.3842829465866089,23,29,46,32
1263,2,0.3282179832458496,29,26,41,24
1264,2,0.35982704162597656,27,22,40,20
1265,2,0.28999805450439453,18,22,42,27
1266,3,0.3391929864883423,19,26,25,39
1267,0,0.3568829298019409,39,18,25,30
1268,3,0.36730408668518066,25,26,25,44
1269,0,0.4285860061645508,46,32,30,32
1270,3,0.3414100408554077,26,29,24,41
1271,1,0.3174769878387451,17,44,24,21
1272,0,0.36382007598876953,42,25,40,22
1273,1,0.36065101623535156,29,40,25,26
1274,1,0.3687419891357422,21,46,34,31
1275,1,0.3443800210952759,27,40,20,22
1276,3,0.36005699634552,21,20,25,43
1277,0,0.3426990509033203,41,24,24,27
1278,3,0.3018460273742676,17,20,19,39
1279,0,0.25177204608917236,38,11,21,27
1280,3,0.3292679786682129,21,25,24,42
1281,0,0.32547295093536377,41,25,25,28
1282,2,0.3024970293045044,18,27,39,22
