# MCTS: [] []
# PLAYERS: [MCTS_TicketToRide.PlayerType.big, MCTS_TicketToRide.PlayerType.big]
GAME,WINNER,TIME,big,big
204,0,0.11957097053527832,59,43
205,1,0.0634150505065918,43,59
206,1,0.04188203811645508,36,59
207,1,0.058165907859802246,42,53
208,0,0.05536091327667236,59,43
209,0,0.06274998188018799,59,43
210,0,0.0971519947052002,53,42
211,0,0.04690694808959961,53,42
212,0,0.06816291809082031,59,43
213,0,0.06180000305175781,59,43
214,1,0.050499916076660156,43,59
215,0,0.060517072677612305,59,43
216,0,0.05913209915161133,59,43
217,0,0.0574190616607666,59,43
218,1,0.141975998878479,43,59
219,0,0.0700979232788086,59,36
220,0,0.06654500961303711,59,43
221,0,0.08164095878601074,59,43
222,1,0.048411011695861816,35,53
223,0,0.1431649923324585,59,43
224,0,0.06282603740692139,59,43
225,0,0.07466995716094971,59,43
226,0,0.07022202014923096,59,43
227,1,0.06834197044372559,43,59
228,0,0.07068800926208496,59,43
229,0,0.07548201084136963,59,43
230,1,0.07199990749359131,43,59
231,1,0.10862398147583008,43,59
232,0,0.06832802295684814,59,43
233,1,0.0563889741897583,42,53
234,1,0.06487596035003662,43,59
235,1,0.06446695327758789,36,59
236,1,0.06875407695770264,36,59
237,1,0.05946803092956543,43,59
238,0,0.059915900230407715,59,43
239,1,0.06882500648498535,43,59
240,0,0.09369301795959473,53,42
241,0,0.10526096820831299,59,43
242,1,0.07892191410064697,43,59
243,0,0.06498301029205322,59,43
244,0,0.05092298984527588,59,43
245,1,0.06196296215057373,43,59
246,0,0.07799303531646729,59,43
247,1,0.052876949310302734,35,53
248,0,0.06824994087219238,59,43
249,1,0.0956960916519165,43,59
250,0,0.056823015213012695,59,43
251,1,0.05653095245361328,43,59
252,1,0.07269799709320068,43,59
253,0,0.06071293354034424,59,43
254,1,0.04439902305603027,28,60
255,0,0.0607450008392334,59,43
256,0,0.06049299240112305,59,43
257,0,0.059265971183776855,59,43
258,1,0.07194006443023682,43,59
259,1,0.23264992237091064,43,59
260,1,0.06468188762664795,42,53
261,0,0.06061100959777832,59,43
262,0,0.06723999977111816,59,36
263,1,0.06176304817199707,43,59
264,0,0.08761107921600342,59,43
265,1,0.0625619888305664,43,59
266,1,0.056378960609436035,29,59
267,0,0.06110501289367676,53,42
268,0,0.05401599407196045,60,35
269,1,0.06293594837188721,43,59
270,1,0.0707019567489624,43,59
271,1,0.05824601650238037,43,59
272,1,0.06580901145935059,43,59
273,0,0.04540205001831055,60,35
274,1,0.06045496463775635,43,59
275,1,0.09945392608642578,43,59
276,0,0.060595035552978516,59,43
277,1,0.14163494110107422,43,59
278,0,0.054155945777893066,59,43
279,0,0.06202399730682373,59,43
280,1,0.06248593330383301,43,59
281,1,0.060307979583740234,43,59
282,1,0.05605900287628174,43,59
283,1,0.0711669921875,43,59
284,0,0.0638420581817627,59,43
285,0,0.060194969177246094,59,43
286,0,0.07229006290435791,59,43
287,1,0.061280012130737305,43,59
288,1,0.06724703311920166,43,59
289,0,0.06334900856018066,59,43
290,0,0.048100948333740234,59,36
291,0,0.0635749101638794,59,43
292,1,0.0599520206451416,42,53
293,1,0.06101799011230469,43,59
294,0,0.08947694301605225,59,43
295,0,0.0619279146194458,59,43
296,1,0.08643805980682373,43,59
297,1,0.06421494483947754,43,59
298,1,0.09361708164215088,43,59
299,0,0.05586397647857666,59,43
300,1,0.08884799480438232,43,59
301,1,0.05427396297454834,42,53
302,1,0.0652320384979248,43,59
303,0,0.0725480318069458,59,43
304,0,0.051728010177612305,60,35
305,1,0.06412994861602783,43,59
306,1,0.05786406993865967,43,59
307,0,0.06692898273468018,59,43
308,0,0.05658400058746338,53,35
309,0,0.06487405300140381,59,43
310,0,0.05751597881317139,59,43
311,1,0.0585860013961792,43,59
312,1,0.06317389011383057,43,59
313,0,0.0629889965057373,59,43
314,0,0.06246507167816162,59,43
315,1,0.05893599987030029,43,59
316,0,0.06469202041625977,59,43
317,0,0.0825510025024414,59,43
318,1,0.05886101722717285,43,59
319,0,0.03444504737854004,60,21
320,0,0.04579901695251465,53,35
321,0,0.05380403995513916,59,43
322,1,0.06311595439910889,43,59
323,1,0.05151700973510742,43,59
324,0,0.06424403190612793,59,43
325,0,0.06114494800567627,59,43
326,1,0.06375694274902344,43,59
327,0,0.04373598098754883,60,21
328,1,0.05819809436798096,43,59
329,0,0.06088590621948242,59,43
330,0,0.07685399055480957,59,43
331,0,0.06218600273132324,59,43
332,1,0.07275402545928955,43,59
333,0,0.060124993324279785,59,43
334,1,0.06371307373046875,43,59
335,0,0.06846702098846436,59,43
336,0,0.06664097309112549,59,43
337,0,0.06308388710021973,59,43
338,0,0.05838501453399658,59,43
339,0,0.05987405776977539,59,43
340,0,0.05936694145202637,59,43
341,1,0.05751597881317139,43,59
342,1,0.06093704700469971,43,59
343,0,0.06599390506744385,53,42
344,0,0.05941200256347656,59,43
345,1,0.061318039894104004,43,59
346,0,0.04909408092498779,53,42
347,0,0.06418395042419434,59,43
348,0,0.05965101718902588,59,43
349,1,0.06247997283935547,43,59
350,1,0.06853294372558594,43,59
351,1,0.06788897514343262,43,59
352,1,0.058039069175720215,43,59
353,0,0.04754197597503662,60,28
354,1,0.06544899940490723,43,59
355,1,0.0465470552444458,42,53
356,0,0.07051098346710205,59,43
357,0,0.06750893592834473,59,43
358,0,0.059635043144226074,59,43
359,1,0.14223206043243408,42,53
360,0,0.07154297828674316,59,43
361,1,0.07094395160675049,43,59
362,0,0.05468189716339111,59,29
363,1,0.07534599304199219,43,59
364,1,0.07005691528320312,43,59
365,0,0.06873011589050293,53,42
366,1,0.08324694633483887,42,53
367,1,0.07257306575775146,36,59
368,1,0.06739401817321777,43,59
369,1,0.05707395076751709,35,53
370,0,0.0674210786819458,59,43
371,0,0.06774401664733887,59,43
372,0,0.061753034591674805,59,43
373,0,0.059877991676330566,53,42
374,0,0.053640007972717285,59,36
375,1,0.06883907318115234,43,59
376,1,0.06141006946563721,43,59
377,1,0.08442306518554688,43,59
378,1,0.04378199577331543,35,53
379,0,0.0672159194946289,59,36
380,1,0.07178199291229248,43,59
381,0,0.07145404815673828,59,43
382,0,0.05983996391296387,59,36
383,0,0.06530499458312988,59,43
384,1,0.06530892848968506,43,59
385,1,0.06169593334197998,43,59
386,0,0.060735106468200684,59,29
387,1,0.06438696384429932,43,59
388,1,0.05502200126647949,36,59
389,0,0.043115973472595215,60,28
390,1,0.058740973472595215,43,59
391,0,0.07084000110626221,59,43
392,1,0.05363810062408447,43,59
393,1,0.06265604496002197,43,59
394,0,0.04950594902038574,53,42
395,0,0.060434937477111816,59,43
396,1,0.07895898818969727,43,59
397,1,0.07431602478027344,43,59
398,0,0.05587208271026611,53,42
399,0,0.05578804016113281,59,43
400,1,0.06265997886657715,43,59
401,0,0.16534197330474854,59,43
402,0,0.056913018226623535,59,36
403,0,0.045639991760253906,53,42
404,1,0.04531705379486084,21,60
405,0,0.05803704261779785,53,35
406,0,0.04564011096954346,60,21
407,0,0.09063398838043213,59,43
408,1,0.06413102149963379,43,59
409,1,0.04993391036987305,42,53
410,0,0.07286202907562256,59,43
411,0,0.100058913230896,59,43
412,0,0.05967104434967041,53,35
413,1,0.08200705051422119,43,59
414,1,0.08009707927703857,43,59
415,1,0.07933497428894043,43,59
416,1,0.07140600681304932,36,59
417,0,0.06736290454864502,59,43
418,0,0.07093799114227295,59,43
419,0,0.10133898258209229,59,43
420,0,0.05237007141113281,53,35
421,0,0.09020507335662842,59,43
422,1,0.06453907489776611,43,59
423,0,0.06027400493621826,59,43
424,1,0.05410599708557129,36,59
425,0,0.060701966285705566,59,43
426,0,0.05535006523132324,59,43
427,0,0.06187903881072998,60,35
428,1,0.08853304386138916,43,59
429,0,0.06102597713470459,59,43
430,1,0.06094002723693848,43,59
431,1,0.061944007873535156,43,59
432,1,0.07738399505615234,43,59
433,0,0.05802500247955322,59,43
434,0,0.05521702766418457,59,43
435,0,0.06636190414428711,59,43
436,0,0.060891032218933105,53,42
437,0,0.05866193771362305,59,43
438,0,0.06502604484558105,59,43
439,0,0.0594940185546875,59,43
440,1,0.06099498271942139,43,59
441,0,0.10956096649169922,59,43
442,0,0.06029105186462402,59,43
443,0,0.09007799625396729,59,43
444,0,0.07265901565551758,59,43
445,0,0.07223296165466309,59,43
446,0,0.0619969367980957,59,43
447,0,0.04676496982574463,53,42
448,0,0.05765795707702637,53,42
449,1,0.06440103054046631,43,59
450,1,0.06374990940093994,43,59
451,0,0.06312191486358643,59,43
452,0,0.06397092342376709,59,43
453,1,0.0523449182510376,42,53
454,0,0.06232011318206787,59,43
455,0,0.06070303916931152,59,43
456,0,0.05544900894165039,59,43
457,1,0.1081780195236206,35,60
458,1,0.04875302314758301,50,52
459,1,0.051362037658691406,43,59
460,1,0.057991981506347656,43,59
461,1,0.04920804500579834,43,59
462,1,0.05269002914428711,43,59
463,0,0.061599016189575195,59,43
464,0,0.059716105461120605,59,43
465,1,0.08481800556182861,43,59
466,0,0.058215975761413574,53,35
467,0,0.0495990514755249,59,43
468,0,0.057092905044555664,59,43
469,0,0.055122971534729004,59,43
470,0,0.05564701557159424,59,43
471,0,0.06334304809570312,59,43
472,0,0.05286097526550293,59,43
473,1,0.07827603816986084,43,59
474,0,0.046633005142211914,59,43
475,0,0.07963895797729492,59,43
476,0,0.047415971755981445,53,42
477,0,0.05957901477813721,59,43
478,1,0.05482304096221924,43,59
479,0,0.06256508827209473,59,43
480,1,0.05924999713897705,43,59
481,0,0.06369888782501221,59,43
482,0,0.05393493175506592,59,43
483,0,0.053277015686035156,59,43
484,1,0.08235597610473633,43,59
485,0,0.06274795532226562,59,43
486,0,0.11573600769042969,59,43
487,0,0.048808932304382324,59,36
488,0,0.04580998420715332,59,36
489,1,0.06206095218658447,43,59
490,0,0.049703001976013184,53,42
491,0,0.054615020751953125,59,36
492,1,0.053691983222961426,43,59
493,1,0.05317795276641846,43,59
494,1,0.05374407768249512,43,59
495,0,0.06825506687164307,59,43
496,0,0.05058097839355469,59,43
497,1,0.11732697486877441,42,53
498,1,0.050086021423339844,43,59
499,0,0.11446106433868408,59,43
500,1,0.07144200801849365,43,59
501,1,0.04693007469177246,42,53
502,0,0.0660710334777832,59,43
503,0,0.05067002773284912,59,43
504,1,0.061035990715026855,35,53
505,1,0.045773983001708984,42,53
506,0,0.10857498645782471,59,43
507,1,0.08347296714782715,43,59
508,0,0.07485008239746094,59,43
509,1,0.04480111598968506,35,53
510,0,0.060569047927856445,59,43
511,0,0.05863797664642334,59,43
512,1,0.04639697074890137,35,53
513,0,0.05862700939178467,59,43
514,0,0.04976308345794678,59,43
515,0,0.06006205081939697,59,43
516,1,0.058367013931274414,43,59
517,0,0.057958006858825684,59,43
518,0,0.06117701530456543,59,43
519,0,0.060006022453308105,59,43
520,0,0.05626702308654785,59,36
521,1,0.06309807300567627,43,59
522,1,0.0653219223022461,43,59
523,0,0.047334909439086914,53,42
524,0,0.05227196216583252,59,43
525,0,0.04134798049926758,60,28
526,0,0.045422911643981934,59,36
527,1,0.06399893760681152,43,59
528,1,0.14678704738616943,43,59
529,0,0.06078600883483887,59,43
530,1,0.05328500270843506,43,59
531,1,0.07504308223724365,43,59
532,1,0.0545879602432251,43,59
533,0,0.04844701290130615,59,36
534,0,0.059193968772888184,59,43
535,1,0.04780709743499756,29,59
536,1,0.03773701190948486,28,60
537,0,0.04878890514373779,59,43
538,0,0.05487990379333496,59,43
539,0,0.06391596794128418,59,43
540,1,0.052893996238708496,35,60
541,1,0.04767608642578125,36,59
542,1,0.0850750207901001,43,59
543,0,0.08920109272003174,59,43
544,1,0.06197202205657959,43,59
545,0,0.052639007568359375,59,43
546,0,0.05964303016662598,59,43
547,0,0.05549299716949463,59,43
548,0,0.04474306106567383,59,43
549,0,0.10625302791595459,59,43
550,1,0.06666290760040283,43,59
551,1,0.10499405860900879,43,59
552,0,0.06867396831512451,60,28
553,0,0.05597102642059326,59,36
554,0,0.049704909324645996,59,36
555,0,0.10612797737121582,59,43
556,1,0.0607830286026001,29,59
557,0,0.10032403469085693,53,35
558,0,0.07587695121765137,59,43
559,1,0.0670400857925415,42,53
560,0,0.05270791053771973,59,43
561,0,0.050990939140319824,59,43
562,1,0.03943800926208496,42,53
563,0,0.053344011306762695,59,43
564,0,0.057211995124816895,59,43
565,1,0.05904102325439453,43,59
566,0,0.21309804916381836,59,43
567,0,0.05109405517578125,59,43
568,0,0.05424809455871582,59,43
569,0,0.05370903015136719,59,43
570,0,0.052442073822021484,59,43
571,0,0.0420069694519043,59,36
572,1,0.05264008045196533,43,59
573,0,0.045060038566589355,60,28
574,1,0.053799986839294434,43,59
575,0,0.05921292304992676,59,43
576,1,0.05371594429016113,43,59
577,1,0.05066406726837158,43,59
578,0,0.03922688961029053,60,21
579,1,0.05289304256439209,43,59
580,1,0.048332929611206055,36,59
581,1,0.06288909912109375,43,59
582,0,0.05390799045562744,59,43
583,0,0.06574094295501709,59,43
584,0,0.07221698760986328,59,43
585,1,0.06394600868225098,42,53
586,0,0.05533003807067871,60,35
587,1,0.06664502620697021,43,59
588,0,0.058239102363586426,53,35
589,1,0.06980299949645996,43,59
590,0,0.04388892650604248,59,29
591,1,0.061025023460388184,43,59
592,0,0.05160105228424072,59,43
593,0,0.055207014083862305,59,43
594,0,0.11852407455444336,59,43
595,1,0.06320202350616455,43,59
596,0,0.05067098140716553,59,43
597,1,0.07099401950836182,43,59
598,0,0.05275607109069824,59,43
599,0,0.14073598384857178,59,36
600,1,0.06204795837402344,43,59
601,0,0.07190406322479248,59,43
602,0,0.08143401145935059,59,43
603,0,0.07750999927520752,59,43
604,0,0.053736090660095215,59,43
605,0,0.062399983406066895,59,43
606,1,0.07014298439025879,42,53
607,1,0.11042201519012451,43,59
608,1,0.06662607192993164,43,59
609,1,0.07357597351074219,43,59
610,0,0.06293904781341553,59,43
611,1,0.05553102493286133,36,59
612,0,0.051448941230773926,59,43
613,0,0.1166539192199707,59,43
614,0,0.060681939125061035,59,43
615,0,0.06814193725585938,59,43
616,1,0.06081497669219971,43,59
617,0,0.05915689468383789,59,43
618,1,0.06878697872161865,43,59
619,1,0.06228804588317871,43,59
620,1,0.056221961975097656,29,59
621,1,0.06637001037597656,43,59
622,1,0.08235204219818115,43,59
623,0,0.0533219575881958,59,36
624,0,0.14519500732421875,59,43
625,1,0.062034010887145996,43,59
626,0,0.06680095195770264,59,43
627,1,0.057446956634521484,43,59
628,1,0.07521605491638184,43,59
629,0,0.1139909029006958,59,43
630,0,0.09451591968536377,59,43
631,1,0.05094099044799805,43,59
632,1,0.07695603370666504,36,59
633,1,0.06642603874206543,43,59
634,0,0.0598369836807251,59,43
635,1,0.05678200721740723,43,59
636,1,0.06914198398590088,43,59
637,1,0.07243096828460693,43,59
638,0,0.05955302715301514,59,36
639,0,0.05810999870300293,59,43
640,0,0.06087291240692139,59,43
641,1,0.06074702739715576,43,59
642,1,0.07603001594543457,43,59
643,1,0.0698779821395874,43,59
644,0,0.06873095035552979,59,43
645,1,0.05453789234161377,43,59
646,0,0.12008500099182129,59,43
647,1,0.06785905361175537,43,59
648,0,0.0696030855178833,59,43
649,0,0.06931602954864502,59,43
650,0,0.06870293617248535,59,43
651,0,0.07123696804046631,59,43
652,1,0.11190593242645264,43,59
653,0,0.06000792980194092,59,29
654,1,0.05620098114013672,42,53
655,1,0.11868607997894287,43,59
656,0,0.06193995475769043,59,43
657,0,0.05760002136230469,53,42
658,0,0.05876898765563965,59,43
659,0,0.06496798992156982,59,43
660,1,0.06438696384429932,43,59
661,0,0.06428301334381104,59,43
662,1,0.05849194526672363,43,59
663,0,0.10557699203491211,59,43
664,1,0.05273091793060303,42,53
665,1,0.06610298156738281,43,59
666,1,0.07427000999450684,43,59
667,1,0.05133700370788574,35,60
668,1,0.06023299694061279,43,59
669,1,0.04853701591491699,21,60
670,0,0.06254100799560547,59,43
671,1,0.08842694759368896,43,59
672,0,0.07527804374694824,59,43
673,1,0.06215107440948486,43,59
674,1,0.049893975257873535,36,59
675,0,0.04840803146362305,53,42
676,1,0.05786895751953125,42,53
677,0,0.05926799774169922,59,43
678,1,0.060262084007263184,36,59
679,0,0.06683707237243652,59,43
680,0,0.06203305721282959,59,43
681,0,0.05859196186065674,59,43
682,0,0.05024600028991699,53,42
683,1,0.05170702934265137,42,53
684,0,0.06498599052429199,59,43
685,1,0.058251023292541504,43,59
686,1,0.07071101665496826,43,59
687,1,0.0883030891418457,35,53
688,0,0.06911206245422363,59,43
689,0,0.06409502029418945,59,43
690,0,0.057176947593688965,59,43
691,1,0.04991602897644043,42,53
692,0,0.06579506397247314,59,43
693,1,0.06491804122924805,43,59
694,0,0.0628199577331543,59,43
695,0,0.07244002819061279,53,42
696,0,0.0648120641708374,59,43
697,1,0.14747202396392822,43,59
698,0,0.05887603759765625,59,43
699,0,0.06209695339202881,59,43
700,1,0.050718069076538086,36,59
701,1,0.11197400093078613,43,59
702,1,0.06556499004364014,43,59
703,0,0.06371104717254639,59,43
704,0,0.06977903842926025,59,43
705,0,0.06232404708862305,59,43
706,1,0.12216699123382568,43,59
707,0,0.06090998649597168,59,43
708,0,0.061225056648254395,59,43
709,1,0.06568396091461182,43,59
710,1,0.06698501110076904,43,59
711,0,0.07288992404937744,53,35
712,0,0.06160295009613037,59,43
713,1,0.07257890701293945,43,59
714,0,0.060658931732177734,59,43
715,0,0.06477093696594238,59,43
716,1,0.060279011726379395,43,59
717,0,0.037570953369140625,60,21
718,0,0.05943596363067627,59,43
719,0,0.0712510347366333,59,43
720,0,0.06743788719177246,59,43
721,0,0.06651902198791504,59,43
722,0,0.07131898403167725,60,35
723,1,0.06437599658966064,43,59
724,0,0.0552140474319458,59,29
725,0,0.1251620054244995,59,43
726,0,0.06174802780151367,59,43
727,1,0.12058794498443604,36,59
728,0,0.05990493297576904,59,43
729,0,0.17515695095062256,59,43
730,1,0.14844202995300293,35,53
731,0,0.055284976959228516,59,43
732,0,0.06202197074890137,59,43
733,0,0.10828101634979248,59,43
734,1,0.05491495132446289,35,53
735,1,0.06214702129364014,43,59
736,1,0.06798303127288818,43,59
737,1,0.0659400224685669,43,59
738,0,0.06668102741241455,59,43
739,1,0.06519103050231934,43,59
740,1,0.06428396701812744,43,59
741,0,0.05858504772186279,53,42
742,0,0.06255292892456055,59,43
743,1,0.07047593593597412,43,59
744,0,0.09702396392822266,59,43
745,0,0.20475006103515625,59,43
746,0,0.09228003025054932,53,42
747,0,0.056990981101989746,59,43
748,0,0.05526304244995117,59,36
749,1,0.046751976013183594,42,53
750,0,0.1481330394744873,59,43
751,1,0.05092501640319824,43,59
752,0,0.06047499179840088,59,43
753,1,0.06489789485931396,42,53
754,0,0.05799102783203125,59,43
755,0,0.05943894386291504,59,43
756,0,0.0512470006942749,59,29
757,0,0.060975074768066406,59,43
758,1,0.060917019844055176,43,59
759,1,0.07403099536895752,43,59
760,1,0.06442105770111084,43,59
761,1,0.0709080696105957,43,59
762,1,0.06757092475891113,43,59
763,0,0.06349492073059082,59,43
764,1,0.06424200534820557,43,59
765,0,0.06519591808319092,59,43
766,1,0.053189992904663086,42,53
767,1,0.05601096153259277,36,59
768,1,0.06310200691223145,43,59
769,1,0.06632494926452637,43,59
770,1,0.13746201992034912,43,59
771,1,0.05815994739532471,43,59
772,1,0.061709046363830566,43,59
773,1,0.11522901058197021,43,59
774,0,0.06297194957733154,59,43
775,0,0.052831053733825684,53,42
776,0,0.06156492233276367,59,43
777,1,0.07494401931762695,43,59
778,1,0.07883000373840332,43,59
779,0,0.08935201168060303,60,35
780,1,0.05968904495239258,43,59
781,0,0.07402598857879639,59,43
782,1,0.06126093864440918,43,59
783,0,0.06323206424713135,59,43
784,1,0.061434030532836914,43,59
785,1,0.06328308582305908,43,59
786,1,0.05492401123046875,42,53
787,1,0.07739400863647461,42,53
788,1,0.056771039962768555,36,59
789,0,0.07405710220336914,59,36
790,0,0.056666016578674316,53,42
791,0,0.05612301826477051,59,43
792,1,0.06000399589538574,43,59
793,1,0.06243300437927246,43,59
794,1,0.06520199775695801,43,59
795,0,0.05720210075378418,59,43
796,0,0.059284090995788574,59,43
797,1,0.07275402545928955,43,59
798,0,0.06939196586608887,59,43
799,1,0.13143789768218994,43,59
800,0,0.06191897392272949,59,43
801,1,0.12101995944976807,35,53
802,0,0.12480998039245605,59,43
803,1,0.12310898303985596,43,59
804,0,0.06862890720367432,59,43
805,1,0.06942892074584961,43,59
806,0,0.05700504779815674,59,36
807,1,0.14074695110321045,43,59
808,0,0.04948604106903076,53,42
809,0,0.16512691974639893,59,43
